blank,,bm3WTheme_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
670.9494629,0.0002798915957,670.9494629,0.01177113224,
669.9336548,4.201495904E-5,669.9336548,0.01236169785,
669.0626831,0.0003825041349,669.0626831,0.01174666267,
668.0463257,0.0005632295506,668.0463257,0.01386420522,
667.0296021,0.001072302926,667.0296021,0.01238580141,
666.0125732,0.0006640424253,666.0125732,0.01282941829,
664.9953003,-0.0009040318546,664.9953003,0.01278521493,
663.9776001,-0.001304348814,663.9776001,0.01204745844,
662.9596558,-0.0003260925296,662.9596558,0.01273413841,
661.9414063,3.950378596E-5,661.9414063,0.01372878067,
661.0683594,0.0001360520691,661.0683594,0.01312079933,
660.0494995,-0.0001453512668,660.0494995,0.01332356129,
659.0303345,-0.001322465949,659.0303345,0.01292871963,
658.0108643,0.0003107686643,658.0108643,0.013419291,
656.9910889,0.0004432903952,656.9910889,0.01385458466,
655.9710083,-0.0007061125943,655.9710083,0.01375552546,
654.9505615,-0.000346164481,654.9505615,0.01444065943,
653.9298706,-0.0001351037354,653.9298706,0.013842104,
653.0547485,-0.001439769869,653.0547485,0.0142458817,
652.0334473,0.0006301849498,652.0334473,0.013908091,
651.0118408,0.0001682396105,651.0118408,0.01444341615,
649.9899292,0.0003482541069,649.9899292,0.01565568149,
648.9677734,-0.0005265636719,648.9677734,0.01410528459,
647.9452515,0.0002162534365,647.9452515,0.01613408513,
647.0685425,-0.0003052435932,647.0685425,0.01457411144,
646.0454712,-0.0001349484664,646.0454712,0.01464320906,
645.0220947,0.0007454563747,645.0220947,0.01482378133,
643.9984131,0.0001084239702,643.9984131,0.01409365237,
642.9744263,-0.002064306987,642.9744263,0.01375699509,
641.9501343,0.000277819403,641.9501343,0.01510621142,
641.0718994,-0.000296293234,641.0718994,0.01507600583,
640.0470581,-0.001115700463,640.0470581,0.01351709757,
639.0219116,-0.0003702703107,639.0219116,0.01367094181,
637.99646,5.073946159E-5,637.99646,0.01446530782,
636.9707031,0.0001258499251,636.9707031,0.01480120234,
635.9446411,0.0001362333278,635.9446411,0.01537616644,
635.0649414,0.0002203713811,635.0649414,0.01550684776,
634.038269,0.0002208634542,634.038269,0.01437959541,
633.0113525,0.0001644329168,633.0113525,0.01507681049,
631.9841919,-0.001237964723,631.9841919,0.0145780202,
630.956665,0.0002631588141,630.956665,0.015319556,
629.928833,-0.001377689885,629.928833,0.01396473218,
629.0476074,-0.0002207512007,629.0476074,0.01453374512,
628.0192871,-4.783463373E-5,628.0192871,0.01601685956,
626.9906006,0.0006373139913,626.9906006,0.01700333506,
625.9616699,0.0003632543667,625.9616699,0.01479303278,
624.9324341,0.0008621590096,624.9324341,0.01478459686,
624.0499878,-8.00320413E-5,624.0499878,0.01492233295,
623.0201416,-0.0001504231914,623.0201416,0.01503583416,
621.9900513,-0.0003726497816,621.9900513,0.014167835,
620.9597168,-0.0004628532333,620.9597168,0.01452006772,
619.9290161,-0.001017781673,619.9290161,0.01395540312,
619.0453491,-0.0003716669744,619.0453491,0.0146925021,
618.0141602,-0.0005388185382,618.0141602,0.01500241831,
616.982605,0.0003523732885,616.982605,0.01520890277,
615.9508057,0.0003783846623,615.9508057,0.01534696203,
615.0661621,0.0005605339538,615.0661621,0.0145605132,
614.0338745,-0.0001193179196,614.0338745,0.01474316604,
613.0012207,-0.0006775799557,613.0012207,0.01430714224,
611.9683228,0.0001622058771,611.9683228,0.01584013924,
610.9351196,-0.0001144009075,610.9351196,0.01509827748,
610.0492554,-0.0009226305992,610.0492554,0.01445567328,
609.0155029,-0.0001145044298,609.0155029,0.01597743295,
607.9815063,5.848033834E-5,607.9815063,0.01648259349,
606.9471436,-5.21312104E-5,606.9471436,0.01702756435,
606.0603638,-0.0004690592177,606.0603638,0.01647081599,
605.0255127,-0.0003398015688,605.0255127,0.01675902866,
603.9904175,0.0001653133659,603.9904175,0.0174903404,
602.9550171,0.0001312099048,602.9550171,0.0179825332,
602.0672607,0.0002578489948,602.0672607,0.01740427129,
601.031311,-0.0001751091477,601.031311,0.01774829999,
599.9951172,0.0001979951194,599.9951172,0.01813162491,
598.9585571,0.0005750490236,598.9585571,0.01829148643,
598.0699463,-0.0002615765843,598.0699463,0.01813351363,
597.0328979,0.001098149805,597.0328979,0.01931662485,
595.9955444,0.0007902146317,595.9955444,0.02032107674,
594.9579468,-0.000517100736,594.9579468,0.02074056678,
594.0683594,-0.0001288412313,594.0683594,0.02086168155,
593.0302734,-0.0007433262654,593.0302734,0.02127400041,
591.9918823,-0.0002028468443,591.9918823,0.02212040313,
590.953186,-0.0005419210065,590.953186,0.02228879742,
590.0626831,-0.0008806273108,590.0626831,0.0226922743,
589.0234985,-0.0006708083674,589.0234985,0.02470833063,
587.9840088,0.0003272442555,587.9840088,0.02570460923,
586.9442749,0.0003611040302,586.9442749,0.02619311772,
586.0527954,-0.0004291842924,586.0527954,0.0259572994,
585.0125732,-0.0001275990799,585.0125732,0.02747562714,
583.9719849,-0.0002289786789,583.9719849,0.02977699414,
582.9312134,-3.323631245E-5,582.9312134,0.0312775448,
582.0388794,0.000636173354,582.0388794,0.03254588321,
580.9974976,-0.0002541258582,580.9974976,0.03336354718,
579.9559326,-1.956935193E-5,579.9559326,0.03472121805,
579.0629272,-0.000196016088,579.0629272,0.03562705964,
578.020813,-0.0007541279192,578.020813,0.03592506796,
576.9784546,-0.0004031162534,576.9784546,0.03860834613,
575.935791,-1.775741111E-5,575.935791,0.03991879895,
575.0418701,5.001456884E-5,575.0418701,0.04071865976,
573.9987183,0.0001682914008,573.9987183,0.04234196991,
572.9552612,0.0001644070144,572.9552612,0.04272612929,
572.0606689,-0.000554227212,572.0606689,0.042836193,
571.0167847,0.0006521427422,571.0167847,0.04323766381,
569.9725952,-0.0001987587457,569.9725952,0.04386848956,
568.9281006,0.0005990259233,568.9281006,0.04436565936,
568.0326538,-0.001134703285,568.0326538,0.04285927862,
566.9876709,-0.0005447649164,566.9876709,0.04376142845,
565.9424438,-7.237113459E-5,565.9424438,0.04365905747,
565.0463257,-0.0003621489741,565.0463257,0.04338739067,
564.0006104,0.0001254615199,564.0006104,0.04392253235,
562.9545898,-0.0002120578429,562.9545898,0.04286967963,
562.0578003,0.0001735224214,562.0578003,0.04268628731,
561.0113525,0.000353746349,561.0113525,0.04243138433,
559.9645996,-0.0005890755565,559.9645996,0.04183747247,
559.0671997,-0.0005813202588,559.0671997,0.04149493575,
558.0199585,-0.000306588714,558.0199585,0.04110892862,
556.9724121,-0.0003324556455,556.9724121,0.040332634,
556.0743408,3.0442965E-5,556.0743408,0.04118724912,
555.0263672,-0.0003989265824,555.0263672,0.04073887691,
553.9781494,0.0006302886177,553.9781494,0.04162292182,
552.9296265,-0.0004383387859,552.9296265,0.04106605053,
552.0307007,1.175238867E-5,552.0307007,0.04190602899,
550.9816895,-0.0003001217265,550.9816895,0.04186261445,
549.9324341,0.0001749208168,549.9324341,0.04227231443,
549.0328369,-0.0001781624596,549.0328369,0.04193091765,
547.9831543,-0.0009140029433,547.9831543,0.0428712219,
546.9331055,-0.0007215152727,546.9331055,0.04320666939,
546.0328979,-0.0002222518233,546.0328979,0.0443296805,
544.9824829,-0.0002208546939,544.9824829,0.04484084249,
543.9317017,0.0003186955291,543.9317017,0.04499855638,
543.0308838,7.486867253E-5,543.0308838,0.04564698413,
541.9796753,-0.0002885326685,541.9796753,0.04531364143,
540.9282227,-0.0005195828271,540.9282227,0.04483182728,
540.0267944,0.0006336587248,540.0267944,0.04626631364,
538.9748535,-0.0001249077177,538.9748535,0.04632299021,
538.072998,-0.000889720628,538.072998,0.04607331008,
537.0205688,-2.101889731E-5,537.0205688,0.04620901495,
535.9678955,-0.0001652763458,535.9678955,0.04589146748,
535.0654297,-0.0004186331353,535.0654297,0.04652613401,
534.0122681,0.0005962782307,534.0122681,0.04616041854,
532.9589233,-0.0006314689526,532.9589233,0.0456033051,
532.0557861,-9.733014849E-6,532.0557861,0.04640861973,
531.0019531,-4.265797907E-5,531.0019531,0.0465268828,
529.947876,-0.001854492119,529.947876,0.04386299103,
529.0441284,-6.429598579E-5,529.0441284,0.04603270069,
527.989624,0.0002581857261,527.989624,0.04487393424,
526.9348145,-2.67134983E-5,526.9348145,0.04416447133,
526.0304565,-0.0002038300445,526.0304565,0.04386341944,
524.9752197,-0.0003139350738,524.9752197,0.04369449615,
524.0704956,-0.0003720290551,524.0704956,0.04275680706,
523.0147705,-0.0005884034326,523.0147705,0.04182239622,
521.9587402,0.0001609628962,521.9587402,0.04303113744,
521.0534668,-7.464872033E-5,521.0534668,0.04176835716,
519.9970093,-0.001044381061,519.9970093,0.04040797055,
518.9403076,-0.0008208444342,518.9403076,0.0406572856,
518.0344238,-9.644040983E-5,518.0344238,0.04100399837,
516.9772949,9.348429012E-5,516.9772949,0.04140206799,
516.0709839,0.0002094420925,516.0709839,0.03994541615,
515.0133667,-0.0009449997451,515.0133667,0.03843902051,
513.9555664,0.0003169339907,513.9555664,0.03897707164,
513.048645,-0.0007957300404,513.048645,0.03817382082,
511.990387,0.0003734880011,511.990387,0.0385632515,
510.9318542,-0.0001919279312,510.9318542,0.03804690391,
510.024353,0.0005760858767,510.024353,0.03813001513,
508.9653931,-0.0002733732981,508.9653931,0.03754517063,
508.0575256,-0.0007495798636,508.0575256,0.03715366125,
506.9981079,-3.018199095E-5,506.9981079,0.03700263053,
505.9384766,-5.45124276E-5,505.9384766,0.03687938303,
505.0299988,-7.262995496E-5,505.0299988,0.03651257232,
503.9699097,-0.0005107403267,503.9699097,0.03597421944,
503.0610657,-5.383947791E-5,503.0610657,0.03665050492,
502.0005188,-0.001075316803,502.0005188,0.034846019,
500.9397583,-0.0004385456559,500.9397583,0.03529087082,
500.0303345,-0.0001869082334,500.0303345,0.03567030281,
498.9691467,-0.0003067956422,498.9691467,0.03599905223,
498.0593262,-0.0006961367326,498.0593262,0.03461142629,
496.9976807,0.0001292419765,496.9976807,0.03532858193,
495.9358215,-8.236134454E-5,495.9358215,0.03534113243,
495.0254517,-3.727563353E-6,495.0254517,0.03527761996,
493.9631348,-2.510866398E-5,493.9631348,0.03533868864,
493.0523987,6.453851529E-5,493.0523987,0.03551824391,
491.9896545,-0.0007345399936,491.9896545,0.03455575556,
490.9266663,0.0001978656364,490.9266663,0.03577864915,
490.0153503,-1.723971218E-5,490.0153503,0.03547161445,
488.9519653,-0.0003593038709,488.9519653,0.03526891395,
488.0402832,5.669397069E-5,488.0402832,0.03529477492,
486.9764404,6.937495073E-6,486.9764404,0.03573997319,
486.0643921,-0.0001575651841,486.0643921,0.03530513495,
485.0001526,-9.784786016E-6,485.0001526,0.03625943884,
483.9356384,-0.0004923825036,483.9356384,0.03569638357,
483.0230408,-0.0002379821526,483.0230408,0.03638487682,
481.9581299,-8.339658234E-5,481.9581299,0.03603626043,
481.045166,-8.24131057E-5,481.045166,0.03680290654,
479.9798279,6.259678048E-5,479.9798279,0.03716981784,
479.0665283,-6.274305633E-5,479.0665283,0.03735888004,
478.0007629,-0.0001803359773,478.0007629,0.03750354052,
476.9347839,3.502512845E-5,476.9347839,0.03825339302,
476.0209045,-0.0003371115308,476.0209045,0.03831623867,
474.9544983,-0.0007908723783,474.9544983,0.03833529726,
474.0402832,0.0009569706162,474.0402832,0.03965828195,
472.9734802,-0.0002202337346,472.9734802,0.04003345966,
472.0588684,-1.123436505E-5,472.0588684,0.04038299993,
470.9916687,-9.675096953E-5,470.9916687,0.04162753746,
469.9241943,0.0001784945343,469.9241943,0.04234493524,
469.0090637,-0.0004721104342,469.0090637,0.04287479445,
467.9412231,-0.0001001153869,467.9412231,0.04426635802,
467.0257263,0.000284320995,467.0257263,0.0451349318,
465.9574585,-0.0002583686437,465.9574585,0.0461044535,
465.041626,-0.0002651466639,465.041626,0.0469831191,
463.9729614,0.0001061195508,463.9729614,0.04857007042,
463.0567627,-0.0006666730042,463.0567627,0.04909253865,
461.9877014,2.177064562E-5,461.9877014,0.05143852904,
461.071167,-0.0003888402134,461.071167,0.05196356028,
460.0016785,1.990676537E-5,460.0016785,0.05401138216,
458.9319763,-0.0001092768071,458.9319763,0.05565840378,
458.0149231,-0.0004195124202,458.0149231,0.05629581213,
456.9448242,-0.0003817020042,456.9448242,0.05885497108,
456.0274048,-0.0002148004132,456.0274048,0.06135702133,
454.9569092,4.519925278E-5,454.9569092,0.06404153258,
454.0391541,-0.0004089610011,454.0391541,0.06578586996,
452.9682617,-0.0002573338279,452.9682617,0.06836934388,
452.0501709,-0.0001313255489,452.0501709,0.07058200985,
450.9788818,0.000481668365,450.9788818,0.07384938747,
450.0604553,0.0001401433547,450.0604553,0.0773350969,
448.9887695,0.000152210283,448.9887695,0.08111213893,
448.0700073,-0.000203623058,448.0700073,0.0841460824,
446.9979248,-0.0001215434968,446.9979248,0.08821776509,
445.9256287,-0.0004736619012,445.9256287,0.09199999273,
445.0063477,-0.0007801749161,445.0063477,0.09649644792,
443.9336548,5.01440154E-5,443.9336548,0.1033309177,
443.0140381,-7.7081575E-5,443.0140381,0.1087647155,
441.940979,-0.001062147436,441.940979,0.1139221787,
441.0210266,0.0001326599595,441.0210266,0.1200217679,
439.9475708,-0.0002139207209,439.9475708,0.1276109219,
439.0273132,-0.0001611361367,439.0273132,0.137286365,
437.9534607,-0.0003258855722,437.9534607,0.1475578099,
437.0328674,-3.090674727E-5,437.0328674,0.1556210816,
435.9586182,-7.464872033E-5,435.9586182,0.1668820828,
435.0376892,-0.0007043035002,435.0376892,0.1770386547,
433.9631042,-0.0008670386742,433.9631042,0.191298753,
433.0418396,-0.000405133469,433.0418396,0.2065828443,
431.9668579,-8.526001329E-5,431.9668579,0.2205246091,
431.0452576,0.0004443787038,431.0452576,0.2335084826,
429.9699097,-0.0002340496139,429.9699097,0.2491163313,
429.0480042,-1.941404298E-5,429.0480042,0.2666971385,
427.9722595,-5.539244012E-5,427.9722595,0.2840453982,
427.0500183,-0.0001812157425,427.0500183,0.2962808311,
425.9739075,-0.0002743563673,425.9739075,0.3121362031,
425.0513611,-0.0007723713643,425.0513611,0.3225599527,
423.974884,-6.911003584E-5,423.974884,0.3370730877,
423.0520325,0.0004015993327,423.0520325,0.3503416479,
421.9751587,9.705733828E-5,421.9751587,0.3600852489,
421.0519714,3.562055281E-5,421.0519714,0.36638394,
419.974762,-0.0001160571701,419.974762,0.3703446984,
419.0512695,-3.836131145E-5,419.0512695,0.3716835082,
417.9736633,1.322793105E-5,417.9736633,0.3705120087,
417.0498657,-0.0001087592173,417.0498657,0.3676686585,
415.9718933,0.0006083578337,415.9718933,0.3624153733,
415.04776,-0.0003461127635,415.04776,0.3555846214,
413.9694519,0.0002601801243,413.9694519,0.3473959863,
413.0450134,-0.000538560038,413.0450134,0.3375096619,
411.9663391,0.0006777313538,411.9663391,0.3264627457,
411.0415955,-0.001367522986,411.0415955,0.3171674013,
409.9625244,-0.000203623058,409.9625244,0.3073188365,
409.0374756,-8.381067892E-5,409.0374756,0.2988188565,
407.9580688,-0.0005142567097,407.9580688,0.2874428332,
407.0327148,-0.0001853557478,407.0327148,0.2798732519,
405.9529724,-0.0003618903283,405.9529724,0.2689473033,
405.0273132,8.455180068E-5,405.0273132,0.2605658472,
403.9471741,-0.0001356212888,403.9471741,0.2555411756,
403.0212097,-0.0001000636257,403.0212097,0.248012349,
401.9407349,0.0002597139101,401.9407349,0.2399965823,
401.0144958,-0.0002946894092,401.0144958,0.2324789315,
399.9336548,-0.0002507108729,399.9336548,0.2269170731,
399.0070801,1.219246224E-5,399.0070801,0.2226807326,
397.9259338,-0.0002467267332,397.9259338,0.2170346677,
396.999054,0.0002909003815,396.999054,0.2121378034,
396.072052,0.0002367399284,396.072052,0.2069535106,
394.990387,-0.0001454547746,394.990387,0.2018270791,
394.0630798,0.0002827150165,394.0630798,0.1986980736,
392.9810486,-0.000421374396,392.9810486,0.1929011196,
392.0534668,-0.0001347931975,392.0534668,0.1894230694,
390.9710999,0.0002379054204,390.9710999,0.1846021563,
390.0431824,0.0008973315707,390.0431824,0.1796788722,
388.9604797,5.695286382E-5,388.9604797,0.1751087755,
388.0323181,-7.045589155E-5,388.0323181,0.1713213027,
386.9492493,7.404018106E-5,386.9492493,0.1675261408,
386.0207825,-0.0005377326743,386.0207825,0.1630402207,
384.9374084,0.0001078284404,384.9374084,0.1600295156,
384.0086365,0.0002563985181,384.0086365,0.1576622874,
382.9249268,0.0004687889596,382.9249268,0.1557970941,
381.9958496,0.0005124042509,381.9958496,0.1531612277,
381.0666809,0.001096618711,381.0666809,0.1515849531,
379.9824829,-0.0003806674795,379.9824829,0.1483730376,
379.053009,-0.001122155343,379.053009,0.1466908753,
377.9684448,0.0001912358566,377.9684448,0.145482406,
377.0386963,-4.783463373E-5,377.0386963,0.1446009725,
375.9538269,2.500656592E-5,375.9538269,0.142989561,
375.0238037,0.0001357672299,375.0238037,0.1432957053,
373.9385986,0.0002038221573,373.9385986,0.1428122967,
373.0082703,-0.0009167410899,373.0082703,0.140925765,
371.92276,0.0010344435,371.92276,0.1427073926,
370.992157,0.0004404400242,370.992157,0.1418936104,
370.0614319,0.000320612482,370.0614319,0.141521886,
368.9754333,0.0004331587697,368.9754333,0.1421028227,
368.0444336,-0.0002643188345,368.0444336,0.1419299245,
366.9580994,-3.758479943E-5,366.9580994,0.1426084489,
366.026825,-0.0002330147399,366.026825,0.1420463771,
364.9401855,-0.0007474091835,364.9401855,0.1420114785,
364.0086365,-0.0007119015791,364.0086365,0.1417283416,
363.0769653,-0.0001840619952,363.0769653,0.142982468,
361.9898376,-2.153659079E-5,361.9898376,0.141868636,
361.0578918,3.883068712E-5,361.0578918,0.1412978023,
359.970459,-6.92653266E-5,359.970459,0.1403970867,
359.0382385,-0.0003136246814,359.0382385,0.13911964,
357.9505005,-4.15708746E-5,357.9505005,0.1385694295,
357.0180359,-0.000192962907,357.0180359,0.1372334659,
355.9299622,-0.000237412969,355.9299622,0.1357544065,
354.9972229,0.0002067486639,354.9972229,0.1342615336,
354.0643311,3.026175182E-5,354.0643311,0.1322961301,
352.9758301,-6.144893996E-5,352.9758301,0.1302091181,
352.0426941,0.0002574863902,352.0426941,0.1290058047,
350.9538574,-0.0004246328608,350.9538574,0.1254435331,
350.0204468,-0.0004721621517,350.0204468,0.1233674064,
348.9313354,-0.0001970510493,348.9313354,0.12155509,
347.9976807,-0.0007428610697,347.9976807,0.1197263375,
347.0638733,-0.0001149702512,347.0638733,0.1173462495,
345.9743042,0.0003126597148,345.9743042,0.1162742525,
345.0402527,-8.318953769E-5,345.0402527,0.1129269078,
343.9503784,-0.0004669905757,343.9503784,0.1104964837,
343.0160828,0.0004432644928,343.0160828,0.1088463888,
341.9259033,0.0002227282093,341.9259033,0.1071104482,
340.991333,-0.0003901333548,340.991333,0.1047460362,
340.0566711,-0.0007918025367,340.0566711,0.1024147719,
338.9660645,-0.0009338411619,338.9660645,0.09984885901,
338.0311279,0.0002437329968,338.0311279,0.09859823436,
336.9402161,0.0003643942764,336.9402161,0.09622686356,
336.0050354,-0.000398305885,336.0050354,0.09448155761,
335.0697327,0.0001234936208,335.0697327,0.09257218987,
333.9783936,-0.0001703480375,333.9783936,0.09192826599,
333.0428162,0.0003492126416,333.0428162,0.08975701779,
331.9512024,0.0002215627319,331.9512024,0.08772343397,
331.0154114,0.0001066891782,331.0154114,0.08585392684,
329.9234924,0.0004180524556,329.9234924,0.08378546685,
328.9874268,-0.0006980492035,328.9874268,0.08181715012,
328.0512695,-7.299781828E-6,328.0512695,0.08104297519,
326.9589233,0.0001108837532,326.9589233,0.08016150445,
326.022522,5.627974315E-5,326.022522,0.07765219361,
324.9299011,0.0002097528777,324.9299011,0.07647308707,
323.9932251,4.576880383E-5,323.9932251,0.07548473775,
323.0564575,-0.0003142972128,323.0564575,0.0738818869,
321.9634399,8.853091458E-6,321.9634399,0.07354256511,
321.0264282,0.0002260174224,321.0264282,0.07272479683,
319.9331055,0.0004160573008,319.9331055,0.07193741202,
318.9958496,-0.0006145121297,318.9958496,0.07095129788,
318.0585022,0.0004299457069,318.0585022,0.07147715241,
316.9647522,0.0005492591299,316.9647522,0.07032751292,
316.0271606,9.524491907E-5,316.0271606,0.07017405331,
314.9331665,-3.572248943E-6,314.9331665,0.07132118195,
313.9953308,-2.334851524E-5,313.9953308,0.07138823718,
313.057373,-0.0004339425941,313.057373,0.07228951156,
