kpi,,kpi_1%Triton,,10umBM3_kpi,,10umBM3_kpi_triton1%,,20umBM3_kpi,,20umBM3_kpi_triton1%,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
706.0127563,0.0006022661692,706.0127563,0.005319892429,706.0127563,0.01230025943,706.0127563,0.01064306963,706.0127563,0.01954772696,706.0127563,0.01956551708,
705.0081787,0.0004755266127,705.0081787,0.005432116799,705.0081787,0.01253524888,705.0081787,0.01042864192,705.0081787,0.01963730901,705.0081787,0.01902357489,
704.0033569,0.0002656453871,704.0033569,0.005044198595,704.0033569,0.01204905473,704.0033569,0.01043988392,704.0033569,0.01968064345,704.0033569,0.01895842701,
702.9981689,0.0007756663836,702.9981689,0.005524654407,702.9981689,0.01267509907,702.9981689,0.01147836912,702.9981689,0.02055702917,702.9981689,0.01956394687,
701.9926147,0.0004751897359,701.9926147,0.004924717359,701.9926147,0.01215994358,701.9926147,0.0109895058,701.9926147,0.02011344954,701.9926147,0.01909119263,
700.9867554,6.78783108E-5,700.9867554,0.005333021283,700.9867554,0.01221388113,700.9867554,0.01036843006,700.9867554,0.01940900274,700.9867554,0.01909346506,
699.9805298,0.0001747136557,699.9805298,0.005032440182,699.9805298,0.01248025894,699.9805298,0.01017099153,699.9805298,0.01978588663,699.9805298,0.01897930354,
698.973999,0.0001992123289,698.973999,0.004794851877,698.973999,0.01229855511,698.973999,0.01061686035,698.973999,0.02028554305,698.973999,0.01951915957,
697.9671631,0.0007578512887,697.9671631,0.004178331699,697.9671631,0.01220437605,697.9671631,0.01070838608,697.9671631,0.01993782073,697.9671631,0.019004751,
696.960022,0.0008944523288,696.960022,0.004701396916,696.960022,0.01294938754,696.960022,0.01052760705,696.960022,0.0203392785,696.960022,0.01963535883,
695.9524536,-0.0003119174216,695.9524536,0.005525440909,695.9524536,0.01233975217,695.9524536,0.01068949606,695.9524536,0.01967541687,695.9524536,0.01897841133,
694.9446411,-0.0001420389599,694.9446411,0.004412549082,694.9446411,0.01255531237,694.9446411,0.01038115565,694.9446411,0.02034329437,694.9446411,0.01942586713,
693.9364624,0.0004360090825,693.9364624,0.005063054617,693.9364624,0.01273581851,693.9364624,0.01083698031,693.9364624,0.02003740519,693.9364624,0.01923457719,
692.9279785,-0.0001994832273,692.9279785,0.004820659757,692.9279785,0.01327226125,692.9279785,0.01035114471,692.9279785,0.01996804029,692.9279785,0.01927895471,
692.0632935,-0.0007971253362,692.0632935,0.004223523196,692.0632935,0.01253378391,692.0632935,0.009848296642,692.0632935,0.01963909529,692.0632935,0.01887331158,
691.0541992,6.754173955E-5,691.0541992,0.004756169394,691.0541992,0.01295517478,691.0541992,0.01095663942,691.0541992,0.02031123079,691.0541992,0.01990917511,
690.0447388,-0.0008269936079,690.0447388,0.004181049764,690.0447388,0.01224750932,690.0447388,0.009893128648,690.0447388,0.01993348449,690.0447388,0.01905960031,
689.0350342,-0.0006425835891,689.0350342,0.004396806937,689.0350342,0.012313121,689.0350342,0.01058065332,689.0350342,0.02016467042,689.0350342,0.01893482171,
688.0249634,-0.0002819619549,688.0249634,0.005270131864,688.0249634,0.01309505384,688.0249634,0.01155763585,688.0249634,0.02090576477,688.0249634,0.02042492852,
687.0145264,0.0002585224283,687.0145264,0.004803410731,687.0145264,0.01401143521,687.0145264,0.01022224408,687.0145264,0.02024670318,687.0145264,0.01983064599,
686.0037842,0.0006024994655,686.0037842,0.004706264008,686.0037842,0.01313000452,686.0037842,0.01150207873,686.0037842,0.02135621756,686.0037842,0.02033803053,
684.9927368,-0.0002823758696,684.9927368,0.004284248222,684.9927368,0.01268421486,684.9927368,0.0107056275,684.9927368,0.02061166614,684.9927368,0.01937107928,
683.9813843,0.0001260311838,683.9813843,0.004602285102,683.9813843,0.0133835962,683.9813843,0.01146824285,683.9813843,0.02129441686,683.9813843,0.02061454393,
682.9696655,-0.0002096774842,682.9696655,0.00501494715,682.9696655,0.01296178903,682.9696655,0.01056699269,682.9696655,0.02125812322,682.9696655,0.01975787245,
681.9577026,0.0001089418147,681.9577026,0.004733060952,681.9577026,0.01329529472,681.9577026,0.01116747689,681.9577026,0.02155554295,681.9577026,0.02011076547,
680.9453125,-0.0004938304774,680.9453125,0.004435980227,680.9453125,0.01334993448,680.9453125,0.01086710487,680.9453125,0.02198967896,680.9453125,0.02044034004,
679.9326782,-0.0005521072308,679.9326782,0.004089425318,679.9326782,0.01315935329,679.9326782,0.01155045815,679.9326782,0.02232899331,679.9326782,0.02040740103,
679.0643921,-0.0003344214638,679.0643921,0.004760435317,679.0643921,0.01366570592,679.0643921,0.01184930839,679.0643921,0.02297995053,679.0643921,0.02093140595,
678.0511475,-0.0001357248111,678.0511475,0.004356225021,678.0511475,0.01439856645,678.0511475,0.01127014402,678.0511475,0.02259695902,678.0511475,0.02095857076,
677.0375977,-5.953364598E-5,677.0375977,0.005074054003,677.0375977,0.01447454095,677.0375977,0.01143812947,677.0375977,0.02259180509,677.0375977,0.02136426605,
676.0236816,-4.659224214E-5,676.0236816,0.004852489568,676.0236816,0.01445390657,676.0236816,0.01166967582,676.0236816,0.02243836783,676.0236816,0.02187290229,
675.0094604,0.001520092599,675.0094604,0.005567207001,675.0094604,0.01506370492,675.0094604,0.01329390705,675.0094604,0.02427352406,675.0094604,0.02214361168,
673.9949341,0.0003303788253,673.9949341,0.006134373602,673.9949341,0.01526257675,673.9949341,0.01314278413,673.9949341,0.02346961014,673.9949341,0.02239669114,
672.9801025,0.0006454282557,672.9801025,0.005893977825,672.9801025,0.01615753956,672.9801025,0.01259360369,672.9801025,0.02441274188,672.9801025,0.02289497107,
671.9649048,0.0005300797056,671.9649048,0.005143097136,671.9649048,0.01602451317,671.9649048,0.01278041676,671.9649048,0.02444949187,671.9649048,0.02268218249,
670.9494629,9.107638471E-5,670.9494629,0.004454234615,670.9494629,0.01448363997,670.9494629,0.01172243524,670.9494629,0.0234221518,670.9494629,0.02244665474,
669.9336548,0.0004924230743,669.9336548,0.005204815418,669.9336548,0.01595866121,669.9336548,0.01287485287,669.9336548,0.02565473691,669.9336548,0.02264045551,
669.0626831,0.0003568552202,669.0626831,0.004901364446,669.0626831,0.01549877319,669.0626831,0.01261857245,669.0626831,0.02578401566,669.0626831,0.02310485952,
668.0463257,-0.0006615036982,668.0463257,0.004775928799,668.0463257,0.0154783316,668.0463257,0.0120448228,668.0463257,0.02523423545,668.0463257,0.02330758609,
667.0296021,0.0009714470943,667.0296021,0.004512402695,667.0296021,0.01584376395,667.0296021,0.01263077836,667.0296021,0.02617304586,667.0296021,0.02444949187,
666.0125732,0.0002825854754,666.0125732,0.005791130476,666.0125732,0.01593502983,666.0125732,0.01344428118,666.0125732,0.02653895132,666.0125732,0.02417468652,
664.9953003,8.071994671E-5,664.9953003,0.004623895045,664.9953003,0.01637790725,664.9953003,0.01287520025,664.9953003,0.02671878599,664.9953003,0.02446269058,
663.9776001,5.954180961E-5,663.9776001,0.005695310421,663.9776001,0.0166307129,663.9776001,0.0136260381,663.9776001,0.02787950821,663.9776001,0.02358140424,
662.9596558,-0.000191203435,662.9596558,0.004376776982,662.9596558,0.01704918221,662.9596558,0.01291421242,662.9596558,0.02808685042,662.9596558,0.02453685924,
661.9414063,0.0004274063685,661.9414063,0.005002901424,661.9414063,0.01714996435,661.9414063,0.01321090665,661.9414063,0.028608514,661.9414063,0.02485522628,
661.0683594,-0.0001274955575,661.0683594,0.005290491506,661.0683594,0.01739260554,661.0683594,0.01339029707,661.0683594,0.02986327559,661.0683594,0.02524833567,
660.0494995,0.0001889309933,660.0494995,0.004855813924,660.0494995,0.01788096502,660.0494995,0.01401092764,660.0494995,0.03011390381,660.0494995,0.02586431615,
659.0303345,0.0004885357921,659.0303345,0.005446140189,659.0303345,0.01784144901,659.0303345,0.01339411456,659.0303345,0.03062828816,659.0303345,0.02572372369,
658.0108643,0.0002239195746,658.0108643,0.005020734388,658.0108643,0.01846691035,658.0108643,0.01443881355,658.0108643,0.03206275031,658.0108643,0.02601146698,
656.9910889,-2.992314876E-5,656.9910889,0.004544811323,656.9910889,0.01859604008,656.9910889,0.01353079733,656.9910889,0.03186110407,656.9910889,0.02611872181,
