baseline,,sample_5_in_1000,,target5um,,target10um,,target20um,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
649.9280396,3.727739386E-5,649.9280396,0.007463897578,649.9280396,0.01210795622,649.9280396,0.01819095202,649.9280396,0.03729193658,
649.0514526,-0.0004078230995,649.0514526,0.007937653922,649.0514526,0.01167589799,649.0514526,0.01763389818,649.0514526,0.0370487757,
648.0284424,-0.0006242313539,648.0284424,0.007311446592,648.0284424,0.0114986496,648.0284424,0.01810547337,648.0284424,0.03738491982,
647.005188,-0.0002530910133,647.005188,0.007675706409,647.005188,0.01062534843,647.005188,0.01770108566,647.005188,0.03760164976,
645.9815674,0.001149640651,645.9815674,0.009561113082,645.9815674,0.01293794718,645.9815674,0.01896188967,645.9815674,0.03867469728,
644.9577026,0.0001083462921,644.9577026,0.007855012082,644.9577026,0.01221249718,644.9577026,0.01793847606,644.9577026,0.03802144527,
643.9334717,-0.000270527642,643.9334717,0.007885193452,643.9334717,0.01112102531,643.9334717,0.01862865314,643.9334717,0.03792143613,
643.0553589,-0.0006173038273,643.0553589,0.007334297523,643.0553589,0.01181015186,643.0553589,0.0185633488,643.0553589,0.03854873776,
642.0306396,2.076104283E-5,642.0306396,0.008258245885,642.0306396,0.01255272795,642.0306396,0.01839493401,642.0306396,0.03849392012,
641.0055542,-0.000365925167,641.0055542,0.008236849681,641.0055542,0.01247349288,641.0055542,0.01764419675,641.0055542,0.03948715329,
639.9801636,-0.0006305901334,639.9801636,0.008136400953,639.9801636,0.01215704251,639.9801636,0.01868918352,639.9801636,0.03859609738,
638.9545288,-0.0002906539012,638.9545288,0.007566562388,638.9545288,0.01249525789,638.9545288,0.01845218986,638.9545288,0.03874338046,
637.9285278,-0.0007828622474,637.9285278,0.00842103269,637.9285278,0.01229637116,637.9285278,0.01871312596,637.9285278,0.03996908665,
637.0488892,-3.023375939E-5,637.0488892,0.008923657238,637.0488892,0.01284781564,637.0488892,0.01890199631,637.0488892,0.03960105032,
636.0223999,-0.0005183935282,636.0223999,0.00808639545,636.0223999,0.01245537773,636.0223999,0.01878842711,636.0223999,0.04021127522,
634.9955444,3.305764039E-5,634.9955444,0.008472898044,634.9955444,0.01233051158,634.9955444,0.01881199889,634.9955444,0.0405366309,
633.9684448,-0.0001407968375,633.9684448,0.009162326343,633.9684448,0.01302361488,633.9684448,0.0198812075,633.9684448,0.04076696932,
632.940979,-0.0004675077216,632.940979,0.008588817902,632.940979,0.01295576151,632.940979,0.01924772747,632.940979,0.04080370441,
