,SrcWell,Destination Well,Volume
0,C4,A1,0.0
1,D10,A1,1000.0
2,C4,A2,0.0
3,D10,A2,1000.0
4,C4,B1,2.5
5,D10,B1,997.5
6,C4,B2,2.5
7,D10,B2,997.5
8,C4,C1,22.5
9,D10,C1,977.5
10,C4,C2,22.5
11,D10,C2,977.5
12,C4,D1,77.5
13,D10,D1,922.5
14,C4,D2,77.5
15,D10,D2,922.5
16,C4,E1,187.5
17,D10,E1,812.5
18,C4,E2,187.5
19,D10,E2,812.5
20,C4,F1,365.0
21,D10,F1,635.0
22,C4,F2,365.0
23,D10,F2,635.0
24,C4,G1,630.0
25,D10,G1,370.0
26,C4,G2,630.0
27,D10,G2,370.0
28,C4,H1,1000.0
29,D10,H1,0.0
30,C4,H2,1000.0
31,D10,H2,0.0
32,C4,I1,0.0
33,D10,I1,1000.0
34,C4,I2,0.0
35,D10,I2,1000.0
36,C4,J1,2.5
37,D10,J1,997.5
38,C4,J2,2.5
39,D10,J2,997.5
40,C4,K1,22.5
41,D10,K1,977.5
42,C4,K2,22.5
43,D10,K2,977.5
44,C4,L1,77.5
45,D10,L1,922.5
46,C4,L2,77.5
47,D10,L2,922.5
48,C4,M1,187.5
49,D10,M1,812.5
50,C4,M2,187.5
51,D10,M2,812.5
52,C4,N1,365.0
53,D10,N1,635.0
54,C4,N2,365.0
55,D10,N2,635.0
56,C4,O1,630.0
57,D10,O1,370.0
58,C4,O2,630.0
59,D10,O2,370.0
60,C4,P1,1000.0
61,D10,P1,0.0
62,C4,P2,1000.0
63,D10,P2,0.0
64,C4,A3,0.0
65,D10,A3,1000.0
66,C4,A4,0.0
67,D10,A4,1000.0
68,C4,B3,2.5
69,D10,B3,997.5
70,C4,B4,2.5
71,D10,B4,997.5
72,C4,C3,22.5
73,D10,C3,977.5
74,C4,C4,22.5
75,D10,C4,977.5
76,C4,D3,77.5
77,D10,D3,922.5
78,C4,D4,77.5
79,D10,D4,922.5
80,C4,E3,187.5
81,D10,E3,812.5
82,C4,E4,187.5
83,D10,E4,812.5
84,C4,F3,365.0
85,D10,F3,635.0
86,C4,F4,365.0
87,D10,F4,635.0
88,C4,G3,630.0
89,D10,G3,370.0
90,C4,G4,630.0
91,D10,G4,370.0
92,C4,H3,1000.0
93,D10,H3,0.0
94,C4,H4,1000.0
95,D10,H4,0.0
96,C4,I3,0.0
97,D10,I3,1000.0
98,C4,I4,0.0
99,D10,I4,1000.0
100,C4,J3,2.5
101,D10,J3,997.5
102,C4,J4,2.5
103,D10,J4,997.5
104,C4,K3,22.5
105,D10,K3,977.5
106,C4,K4,22.5
107,D10,K4,977.5
108,C4,L3,77.5
109,D10,L3,922.5
110,C4,L4,77.5
111,D10,L4,922.5
112,C4,M3,187.5
113,D10,M3,812.5
114,C4,M4,187.5
115,D10,M4,812.5
116,C4,N3,365.0
117,D10,N3,635.0
118,C4,N4,365.0
119,D10,N4,635.0
120,C4,O3,630.0
121,D10,O3,370.0
122,C4,O4,630.0
123,D10,O4,370.0
124,C4,P3,1000.0
125,D10,P3,0.0
126,C4,P4,1000.0
127,D10,P4,0.0
128,C5,A5,0.0
129,D10,A5,1000.0
130,C5,A6,0.0
131,D10,A6,1000.0
132,C5,B5,2.5
133,D10,B5,997.5
134,C5,B6,2.5
135,D10,B6,997.5
136,C5,C5,22.5
137,D10,C5,977.5
138,C5,C6,22.5
139,D10,C6,977.5
140,C5,D5,77.5
141,D10,D5,922.5
142,C5,D6,77.5
143,D10,D6,922.5
144,C5,E5,187.5
145,D11,E5,812.5
146,C5,E6,187.5
147,D11,E6,812.5
148,C5,F5,365.0
149,D11,F5,635.0
150,C5,F6,365.0
151,D11,F6,635.0
152,C5,G5,630.0
153,D11,G5,370.0
154,C5,G6,630.0
155,D11,G6,370.0
156,C5,H5,1000.0
157,D11,H5,0.0
158,C5,H6,1000.0
159,D11,H6,0.0
160,C5,I5,0.0
161,D11,I5,1000.0
162,C5,I6,0.0
163,D11,I6,1000.0
164,C5,J5,2.5
165,D11,J5,997.5
166,C5,J6,2.5
167,D11,J6,997.5
168,C5,K5,22.5
169,D11,K5,977.5
170,C5,K6,22.5
171,D11,K6,977.5
172,C5,L5,77.5
173,D11,L5,922.5
174,C5,L6,77.5
175,D11,L6,922.5
176,C5,M5,187.5
177,D11,M5,812.5
178,C5,M6,187.5
179,D11,M6,812.5
180,C5,N5,365.0
181,D11,N5,635.0
182,C5,N6,365.0
183,D11,N6,635.0
184,C5,O5,630.0
185,D11,O5,370.0
186,C5,O6,630.0
187,D11,O6,370.0
188,C5,P5,1000.0
189,D11,P5,0.0
190,C5,P6,1000.0
191,D11,P6,0.0
192,C5,A7,0.0
193,D11,A7,1000.0
194,C5,A8,0.0
195,D11,A8,1000.0
196,C5,B7,2.5
197,D11,B7,997.5
198,C5,B8,2.5
199,D11,B8,997.5
200,C5,C7,22.5
201,D11,C7,977.5
202,C5,C8,22.5
203,D11,C8,977.5
204,C5,D7,77.5
205,D11,D7,922.5
206,C5,D8,77.5
207,D11,D8,922.5
208,C5,E7,187.5
209,D11,E7,812.5
210,C5,E8,187.5
211,D11,E8,812.5
212,C5,F7,365.0
213,D11,F7,635.0
214,C5,F8,365.0
215,D11,F8,635.0
216,C5,G7,630.0
217,D11,G7,370.0
218,C5,G8,630.0
219,D11,G8,370.0
220,C5,H7,1000.0
221,D11,H7,0.0
222,C5,H8,1000.0
223,D11,H8,0.0
224,C5,I7,0.0
225,D11,I7,1000.0
226,C5,I8,0.0
227,D11,I8,1000.0
228,C5,J7,2.5
229,D11,J7,997.5
230,C5,J8,2.5
231,D11,J8,997.5
232,C5,K7,22.5
233,D11,K7,977.5
234,C5,K8,22.5
235,D11,K8,977.5
236,C5,L7,77.5
237,D11,L7,922.5
238,C5,L8,77.5
239,D11,L8,922.5
240,C5,M7,187.5
241,D11,M7,812.5
242,C5,M8,187.5
243,D11,M8,812.5
244,C5,N7,365.0
245,D11,N7,635.0
246,C5,N8,365.0
247,D11,N8,635.0
248,C5,O7,630.0
249,D11,O7,370.0
250,C5,O8,630.0
251,D11,O8,370.0
252,C5,P7,1000.0
253,D11,P7,0.0
254,C5,P8,1000.0
255,D11,P8,0.0
256,C5,A9,0.0
257,D11,A9,1500.0
258,C5,A10,0.0
259,D11,A10,1500.0
260,C5,B9,5.0
261,D11,B9,1495.0
262,C5,B10,5.0
263,D11,B10,1495.0
264,C5,C9,35.0
265,D11,C9,1465.0
266,C5,C10,35.0
267,D11,C10,1465.0
268,C5,D9,117.5
269,D11,D9,1382.5
270,C5,D10,117.5
271,D11,D10,1382.5
272,C5,E9,280.0
273,D11,E9,1220.0
274,C5,E10,280.0
275,D11,E10,1220.0
276,C5,F9,547.5
277,D11,F9,952.5
278,C5,F10,547.5
279,D11,F10,952.5
280,C5,G9,945.0
281,D11,G9,555.0
282,C5,G10,945.0
283,D11,G10,555.0
284,C5,H9,1500.0
285,D11,H9,0.0
286,C5,H10,1500.0
287,D11,H10,0.0
288,C5,I9,0.0
289,D11,I9,1500.0
290,C5,I10,0.0
291,D11,I10,1500.0
292,C5,J9,5.0
293,D11,J9,1495.0
294,C5,J10,5.0
295,D11,J10,1495.0
296,C5,K9,35.0
297,D11,K9,1465.0
298,C5,K10,35.0
299,D11,K10,1465.0
300,C5,L9,117.5
301,D11,L9,1382.5
302,C5,L10,117.5
303,D11,L10,1382.5
304,C5,M9,280.0
305,D11,M9,1220.0
306,C5,M10,280.0
307,D11,M10,1220.0
308,C5,N9,547.5
309,D11,N9,952.5
310,C5,N10,547.5
311,D11,N10,952.5
312,C5,O9,945.0
313,D11,O9,555.0
314,C5,O10,945.0
315,D11,O10,555.0
