experiment_number,ligand,km,vmax,rsq,protein_concentration,a420_max,auc_mean,auc_cv,std_405,dd_soret,well_volume,concentrations,controls_ok,centrifuge_minutes,plate_type,centrifuge_rpm,dispense_bulk,dispense_ligands,k,percent_dmso,protein_days_thawed
20,Arachadionic,27.3452393934367,0.9249999993193094,-46.66654303350871,15.2,0.495,72.62612499999983,0.12198553348525015,0.008052284502815697,0.023471270160247436,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,26.010228413812513,0.8649998510344776,-48.68649868717024,15.2,0.482,65.21462499999993,0.18340356566960056,0.020297343246275915,0.024567237899640333,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,26.603655738291987,0.8849999989883847,-44.56801752167324,15.2,0.486,66.52224999999996,0.12247308584407784,0.015146310253184261,0.02327268145113799,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,23.89073491358686,0.7920669913590016,-42.5064121488576,15.2,0.46199999999999997,61.67712499999992,0.18745622662635375,0.02297825058615209,0.023354536288247914,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,33.48443016204212,0.3300000000000001,-53.92638345541378,7.5,0.128,22.0713125,0.24026389926062547,0.009723866074179112,0.012392741934644009,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,34.891623521124345,0.24499999198137273,-64.74412513511709,7.5,0.135,18.306125000000016,0.2634249947986121,0.008276472678623423,-0.0018246471797095584,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,33.372726233936774,0.30999999985746696,-55.829988640338634,7.5,0.127,17.381562500000015,0.31042489627836783,0.004911720676097129,0.0068352318555864235,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,30.966880671981112,0.23999965433505566,-60.6345588171173,7.5,0.12,18.356812500000018,0.19861461704286307,0.006706872807586468,0.005008568548760312,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,35.7048877934585,0.2799999894029831,-49.71084237281105,7.5,0.127,15.84393750000002,0.2810490090341123,0.005994044663544923,0.006400756047919589,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,30.78156173213435,0.2849999993924081,-69.8054015019363,7.5,0.126,14.036874999999991,0.3995882609265224,0.0071301672991792905,0.004996572580699266,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,30.78156173213435,0.2849999993924081,-69.8054015019363,15.2,0.126,14.036874999999991,0.3995882609265224,0.0071301672991792905,0.004996572580699266,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,43.255665638492246,0.8449999999999995,-54.50812587894979,15.2,0.5289999999999999,60.88437499999995,0.05828965510631238,0.025761266605950437,0.010416532258301262,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,37.858321856936904,0.8099999999999995,-57.79897740391835,15.2,0.5289999999999999,62.02562499999998,0.06806741742275878,0.01520749345365164,0.009953427421035808,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,33.848322672124276,0.6849999992764237,-63.9174901122195,15.2,0.507,57.883312499999924,0.18438845603358303,0.03370459909270543,0.0069269153217559705,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,36.840067468872604,0.8099999999999995,-53.48987392583353,15.2,0.5299999999999999,61.04699999999995,0.08023152295813285,0.014192553379451184,0.006250756045895663,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,33.97891338717104,0.5399999992748209,-68.27899110168451,15.2,0.624,63.64049999999992,0.24891157165471992,0.05837914867484793,-0.05080997983618213,20,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,30.682195593955534,0.3549999444464499,-54.94955739510293,7.5,0.128,19.99787500000001,0.41164810388518,0.0062206453500765185,0.011300504031125909,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,21.572328972151155,0.29708511326512693,-41.34474700408538,7.5,0.126,18.635625000000005,0.4992814993634348,0.015146310253184244,0.012164012097087128,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,31.89170201143038,0.3449999832592514,-54.283082740844584,7.5,0.12400000000000001,17.64200000000003,0.4612280596984035,0.008730079364718616,0.009605141129029215,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,30.218954041523297,0.3299999996915197,-62.48238339640445,7.5,0.12,17.213500000000035,0.515827065640506,0.015882942332668,0.009094808465719001,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,31.03416004414665,0.37499988337762896,-57.807446876982304,7.5,0.12300000000000003,20.000000000000032,0.4408738790033957,0.009576757578339638,0.012920362902421165,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic acid,30.81062003338794,0.31499999986533056,-60.91167676532118,7.5,0.13,18.021937500000025,0.4637765971505219,0.01403821315450896,0.004117792338797673,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,33.99757986511993,0.9699999999999994,-56.86407858636348,15.2,0.5229999999999999,61.16481249999992,0.11294008012380732,0.011673382420826325,0.016685987899221846,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,16.11969238173229,0.5064239083580616,-24.09703296452802,15.2,0.503,61.93124999999989,0.1716839447690552,0.03128555120635906,0.015674949595886955,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,34.70262511177596,0.945,-51.79096638452836,15.2,0.518,62.917562499999875,0.08274094202646726,0.009035643703846286,0.017892036290460572,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,28.770449905936342,0.7699999631148176,-59.77813288054327,15.2,0.507,57.518437499999926,0.1962831753005456,0.034803273655546495,0.01388729838882724,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,34.68269460351744,0.9499999999999998,-52.51061633747929,15.2,0.523,62.304124999999964,0.1417138189400238,0.011469680528618542,0.014876512099941903,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
20,Arachadionic,21.232374604374126,0.6087520604534542,-36.1059134116898,15.2,0.498,59.38599999999991,0.22998384018210621,0.03529240104368886,0.01645070564652607,40,"[0.0, 1.46, 11.66, 39.36, 93.29, 182.22, 314.87, 500.0]",True,2,Thermo Polystyrene (262160),3700,Manual,Echo,3,5,0
