blank,,bm3Rep2_workingconc,,bm3Rep3_workingconc,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
617.0142212,0.001719249994,617.0142212,0.01610872522,617.0142212,0.01422881614,
615.9801025,0.0008515248192,615.9801025,0.01487336215,615.9801025,0.01347973943,
614.9456177,-3.225271939E-5,614.9456177,0.0123041207,614.9456177,0.01216281857,
614.0587769,-0.000604275614,614.0587769,0.01319019962,614.0587769,0.01158802211,
613.0237427,0.001017992967,613.0237427,0.01384555176,613.0237427,0.01242399774,
611.9884644,-0.001222012448,611.9884644,0.01296312269,611.9884644,0.0121884821,
610.9529419,-1.366757624E-5,610.9529419,0.01466936711,610.9529419,0.01387775596,
610.0650635,0.0006145533407,610.0650635,0.01584996656,610.0650635,0.01427220367,
609.0289917,0.0002265354124,609.0289917,0.01535296906,609.0289917,0.01280417014,
607.9926147,5.625385165E-5,607.9926147,0.0142987147,607.9926147,0.01342011802,
606.9559326,-0.0002241663897,606.9559326,0.01514129713,606.9559326,0.01407897286,
606.0671387,-0.0002864114358,606.0671387,0.01559216622,606.0671387,0.01442693174,
605.0299072,0.0002640394669,605.0299072,0.01631721295,605.0299072,0.01521619502,
603.9924316,0.002647099551,603.9924316,0.01635183208,603.9924316,0.01755063236,
602.9546509,-0.001241062186,602.9546509,0.01680807769,602.9546509,0.01579764113,
602.0648804,-0.0003379392438,602.0648804,0.01671119593,602.0648804,0.01588331163,
601.0266113,0.0005309868138,601.0266113,0.01844106242,601.0266113,0.01677745767,
599.9879761,-0.0003619937925,599.9879761,0.01733494923,599.9879761,0.01537072286,
598.9491577,0.0004123261606,598.9491577,0.01859101467,598.9491577,0.01645791158,
598.0584106,0.0003890332009,598.0584106,0.01901464909,598.0584106,0.01777138188,
597.019043,0.0002207598591,597.019043,0.01907864213,597.019043,0.01856321469,
595.9793701,0.0004137771612,595.9793701,0.01942970976,595.9793701,0.01717061922,
594.9393921,-7.009354886E-5,594.9393921,0.02019327879,594.9393921,0.0191142112,
594.0477905,-0.0004449588596,594.0477905,0.02032785863,594.0477905,0.01887815073,
593.0073242,0.0002728461404,593.0073242,0.02178890072,593.0073242,0.02120229043,
591.9665527,-0.0006494590198,591.9665527,0.02153737098,591.9665527,0.02171443962,
591.0742188,0.0001096409178,591.0742188,0.02291426249,591.0742188,0.02182921208,
590.032959,-1.496183177E-5,590.032959,0.02393142879,590.032959,0.02251554281,
588.991394,-0.0001172993652,588.991394,0.0248389449,588.991394,0.02319725417,
587.9495239,-0.0007782111061,587.9495239,0.02525143698,587.9495239,0.02335915528,
587.0563354,-0.001322620781,587.0563354,0.02645021863,587.0563354,0.02518962882,
586.0139771,-0.001196508179,586.0139771,0.02885451727,586.0139771,0.02758622356,
584.9713135,0.001677748049,584.9713135,0.03156403452,584.9713135,0.03042922541,
583.9284058,9.089514788E-5,583.9284058,0.0320754312,583.9284058,0.0292597115,
583.0342407,0.00017121766,583.0342407,0.0327430442,583.0342407,0.03065631725,
581.9908447,-0.00199123635,581.9908447,0.03475680575,581.9908447,0.03184823692,
580.9471436,-0.00109840103,580.9471436,0.0350128524,580.9471436,0.03482918814,
580.0523071,-0.00184980093,580.0523071,0.03746462613,580.0523071,0.03541968018,
579.0081177,0.0004575942876,579.0081177,0.04094610736,579.0081177,0.03992773592,
577.963623,-0.0001719005813,577.963623,0.04101517797,577.963623,0.0413675867,
577.0681763,0.0004564540868,577.0681763,0.04276252165,577.0681763,0.04210817069,
576.0231934,-0.0001629474864,576.0231934,0.04453312606,576.0231934,0.04368496314,
574.9779053,0.001549057662,574.9779053,0.04671951011,574.9779053,0.0458025746,
573.932373,-6.641831715E-5,573.932373,0.04788983613,573.932373,0.04612831771,
573.0360107,-0.000774283486,573.0360107,0.04697184265,573.0360107,0.04788133875,
571.9899292,2.529132689E-5,571.9899292,0.04952330515,571.9899292,0.04853996262,
570.9436646,0.0009212744189,570.9436646,0.05200271308,570.9436646,0.05084798485,
570.0465698,0.001425547642,570.0465698,0.05255869403,570.0465698,0.05253868178,
568.9998169,0.001071186969,568.9998169,0.05236909166,568.9998169,0.05287285149,
567.9526978,-0.000960703881,567.9526978,0.05217796937,567.9526978,0.05117022619,
567.0549927,-0.0002127822954,567.0549927,0.05238568038,567.0549927,0.05170813948,
566.0074463,-0.0001847864914,566.0074463,0.05191935971,566.0074463,0.05113565922,
564.9595947,0.0008957492537,564.9595947,0.05261476338,564.9595947,0.05247280747,
564.0612183,0.0002550516801,564.0612183,0.05187058449,564.0612183,0.05168554187,
563.0128784,-0.0002759085328,563.0128784,0.05150917545,563.0128784,0.05059534311,
561.9642944,-0.0005532447831,561.9642944,0.05063460767,561.9642944,0.04827260226,
561.0652466,0.0002466856677,561.0652466,0.04996853322,561.0652466,0.04966125637,
560.0161743,-8.909036114E-5,560.0161743,0.04986233637,560.0161743,0.04891403392,
558.9667969,-0.0004669388582,558.9667969,0.04884838685,558.9667969,0.047402706,
558.0671387,-0.0008763389196,558.0671387,0.04981129616,558.0671387,0.04844933748,
557.017334,-0.0002496243105,557.017334,0.04848499596,557.017334,0.0471682176,
555.9671631,0.001984467031,555.9671631,0.05020811036,555.9671631,0.04914711788,
555.0668945,0.0005736752646,555.0668945,0.04891664162,555.0668945,0.04803744331,
554.0162964,0.0001640962582,554.0162964,0.04923130572,554.0162964,0.04696090892,
552.9653931,0.001060054637,552.9653931,0.04963960499,552.9653931,0.04702275246,
552.0644531,-0.001395133091,552.0644531,0.04865782335,552.0644531,0.04782339185,
551.0131226,-0.0004483205848,551.0131226,0.04866222292,551.0131226,0.04785931483,
549.9614868,-0.001525057247,549.9614868,0.04990821332,549.9614868,0.0483969599,
549.0599365,-0.0009299149388,549.0599365,0.05079685524,549.0599365,0.04807835817,
548.0078125,-0.001283443533,548.0078125,0.04930947721,548.0078125,0.04866798595,
546.9555054,0.00106044393,546.9555054,0.05201281235,546.9555054,0.05129031464,
546.0532837,0.001647838973,546.0532837,0.05236222968,546.0532837,0.05257961154,
545.0004272,-0.0005267704837,545.0004272,0.0534552671,545.0004272,0.05217251182,
543.9473267,0.001458272454,543.9473267,0.05512453988,543.9473267,0.05361526459,
543.0444946,-0.000116885305,543.0444946,0.05403251573,543.0444946,0.0526683256,
541.9909058,-0.0001459205669,541.9909058,0.05427388102,541.9909058,0.05314504728,
540.9370728,-0.0002961380233,540.9370728,0.05449439213,540.9370728,0.05374605209,
540.0336304,-0.0005023113335,540.0336304,0.05495211855,540.0336304,0.0532646887,
538.9793091,-0.0006044824258,538.9793091,0.05463780463,538.9793091,0.05404286459,
537.9247437,3.888246647E-5,537.9247437,0.05501504987,537.9247437,0.0548832342,
537.0206909,0.001333619701,537.0206909,0.05750447139,537.0206909,0.05640291423,
535.9656372,0.0004904794623,535.9656372,0.05556936935,535.9656372,0.05492961779,
535.0611572,0.001025543548,535.0611572,0.05733520538,535.0611572,0.05646190047,
534.0056763,0.0004520229704,534.0056763,0.05496351793,534.0056763,0.05386044085,
532.9498901,4.747746061E-5,532.9498901,0.05563736334,532.9498901,0.0529987663,
532.0447998,-0.0001156431099,532.0447998,0.05533922464,532.0447998,0.05296314508,
530.9885864,0.0002152433881,530.9885864,0.05420164019,530.9885864,0.05382410437,
529.9321289,0.0002464784484,529.9321289,0.05461288244,529.9321289,0.0535341464,
529.0263672,9.902512102E-5,529.0263672,0.05456955731,529.0263672,0.05347438529,
527.9694214,-0.0002891535405,527.9694214,0.05462321267,527.9694214,0.05160865933,
527.0632935,-0.000535405823,527.0632935,0.05323109776,527.0632935,0.05062599853,
526.0059204,-0.0001767651847,526.0059204,0.05290279165,526.0059204,0.05098542199,
524.9482422,-7.128410653E-5,524.9482422,0.05240787566,524.9482422,0.04969375953,
524.0415039,-0.0009174643783,524.0415039,0.05161375925,524.0415039,0.05033313856,
522.9833984,-0.0004748513747,522.9833984,0.0504591018,522.9833984,0.05024679005,
521.9250488,0.0005349522107,521.9250488,0.05093197897,521.9250488,0.04858550057,
521.0177002,0.001529859961,521.0177002,0.05109279603,521.0177002,0.05068065599,
519.9589233,0.001341850962,519.9589233,0.05150077865,519.9589233,0.0497395061,
519.0511475,-0.0004952267627,519.0511475,0.0499175638,519.0511475,0.04822154716,
517.9918823,-0.0002772019943,517.9918823,0.04848337546,517.9918823,0.04581828043,
516.932373,-0.001732246717,516.932373,0.04847182706,516.932373,0.04609838128,
516.0240479,-0.000793817977,516.0240479,0.04909668118,516.0240479,0.04664039239,
514.9641113,-0.0001919279312,514.9641113,0.04752779379,514.9641113,0.04431064427,
514.0553589,-0.0001871152344,514.0553589,0.04666834697,514.0553589,0.04239496589,
512.9949341,0.0002030970209,512.9949341,0.04639462009,512.9949341,0.04484899342,
511.9342957,-0.002011643723,511.9342957,0.04528100044,511.9342957,0.04360719398,
511.0249634,0.0005123783485,511.0249634,0.04633727297,511.0249634,0.04418309778,
509.9638672,-0.0002817032801,509.9638672,0.0466761291,509.9638672,0.04483194277,
509.0541382,0.00106584141,509.0541382,0.04597718641,509.0541382,0.04290062189,
507.9926147,-0.0005220132298,507.9926147,0.04423987493,507.9926147,0.04045624286,
506.9308167,-5.658304144E-5,506.9308167,0.0440184325,506.9308167,0.04179588705,
506.0205078,3.085716889E-5,506.0205078,0.0436020419,506.0205078,0.04094107449,
504.9582825,-0.0009443798335,504.9582825,0.04274818301,504.9582825,0.03925976157,
504.0476074,6.241555093E-5,504.0476074,0.04316709563,504.0476074,0.04058792815,
502.9849243,0.0009771807818,502.9849243,0.0439078398,502.9849243,0.04006511346,
502.0738525,0.00114091998,502.0738525,0.04313576221,502.0738525,0.04159862176,
501.0107422,-1.506537228E-5,501.0107422,0.04211727157,501.0107422,0.04022482038,
499.9473877,-0.001295057707,499.9473877,0.04170332849,499.9473877,0.03823049366,
499.0357361,-0.000636173354,499.0357361,0.04159998894,499.0357361,0.03852619231,
497.9719543,0.0004940298386,497.9719543,0.04217802733,497.9719543,0.03977466002,
497.0599365,-0.0003208157141,497.0599365,0.0416784212,497.0599365,0.03860031068,
495.995697,-0.001058842172,495.995697,0.04023001716,495.995697,0.03842363507,
494.9312439,-0.000495899003,494.9312439,0.04123597592,494.9312439,0.03873341903,
494.0186462,-0.001178540755,494.0186462,0.04116274416,494.0186462,0.03948332742,
492.9537659,-0.0001790422248,492.9537659,0.04175171256,492.9537659,0.03856955841,
492.040802,0.0002224174095,492.040802,0.04149872437,492.040802,0.03938284144,
490.9754639,-0.0004864871735,490.9754639,0.04128001258,490.9754639,0.03907788917,
490.0621338,-0.00134125317,490.0621338,0.04123492166,490.0621338,0.03927483782,
488.9963684,0.0002918847022,488.9963684,0.04150535911,488.9963684,0.03932185099,
487.9303589,-0.0009243871318,487.9303589,0.04136294499,487.9303589,0.03853818774,
487.0164795,0.001336917398,487.0164795,0.04297029227,487.0164795,0.04091840237,
485.9500427,-0.0001406415831,485.9500427,0.04278591648,485.9500427,0.04127292335,
485.0357971,-0.0001649140759,485.0357971,0.04183550552,485.0357971,0.03981208056,
483.9689331,-0.0006569029647,483.9689331,0.04273264483,483.9689331,0.04074362293,
483.0543213,-0.0001561161043,483.0543213,0.04207537323,483.0543213,0.03884120286,
481.9870605,-0.0009128146921,481.9870605,0.04298821092,481.9870605,0.04088031873,
481.072052,0.0006261409144,481.072052,0.04257774726,481.072052,0.04163158312,
480.004364,0.0004351280513,480.004364,0.04344002903,480.004364,0.04176151752,
478.9364319,-0.0001485600515,478.9364319,0.04355293512,478.9364319,0.03992597759,
478.0209045,-0.0008445621934,478.0209045,0.04355144501,478.0209045,0.03970967233,
476.9525452,0.0007133038016,476.9525452,0.04504386708,476.9525452,0.0423838906,
476.0366516,0.0002053760545,476.0366516,0.04492460191,476.0366516,0.04182624444,
474.9678955,0.001121247304,474.9678955,0.04768027738,474.9678955,0.04621152207,
474.0516357,0.0002823264513,474.0516357,0.04668313637,474.0516357,0.0426728949,
472.9824524,-0.000170141022,472.9824524,0.04675251991,472.9824524,0.04499634355,
472.0658264,-0.001270641806,472.0658264,0.04757463932,472.0658264,0.04556322843,
470.9962463,-0.0009095598944,470.9962463,0.04840639234,470.9962463,0.04506143928,
469.9264221,-0.0009537300793,469.9264221,0.04985815659,469.9264221,0.04644030705,
469.0092468,-0.001337898313,469.0092468,0.05078643933,469.0092468,0.04778888822,
467.9390259,0.0008897054358,467.9390259,0.05337540805,467.9390259,0.0496131666,
