experiment_number,ligand,km,vmax,rsq,protein_concentration,a420_max,auc_mean,auc_cv,std_405,dd_soret,well_volume,concentrations,controls_ok,centrifuge_minutes,plate_type,centrifuge_rpm,dispense_bulk,dispense_ligands,k,percent_dmso,protein_days_thawed
21,Arachadionic acid,16.187186485127558,0.16444874378027727,-23.56520543909324,4.05,0.066,4.06275,0.49673437346616617,0.008790213714288016,0.014113659273512323,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,25.77474878845512,0.19498773046108972,-49.9626536203943,4.05,0.065,5.443250000000001,0.12035784126580193,0.00287538817255291,0.0044600302420644234,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,19.237787142055947,0.17300559400636475,-28.665190853447907,4.05,0.06699999999999999,5.171000000000001,0.13226156766223326,0.002875388172552906,0.006438508063964281,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,17.159655435537847,0.14613133699020814,-23.201883944418316,4.05,0.068,4.118250000000002,0.2086002968490399,0.004086126352846734,0.003973891129055201,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,16.31485448502879,0.16153381575613676,-23.198038040185473,4.05,0.06799999999999999,4.413812500000002,0.22482944024842283,0.00439967531269557,0.005829183467661649,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,11.996851597317463,0.12204504405361787,-14.116300710929865,4.05,0.071,4.835374999999995,0.33345021428212757,0.007069805008424409,0.0027794858859599555,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,19.67867107836938,0.28197141445876406,-29.624402126489173,4.05,0.104,7.353937500000001,0.1333594855243645,0.003739270364274678,0.009763256047482233,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,11.741290822192653,0.18513828465539872,-13.164262463548832,4.05,0.10699999999999998,7.272812499999999,0.12191271554742794,0.004301162633521311,0.0076561995947889185,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,13.426624363332637,0.21294806591803736,-16.289528345215533,4.05,0.11199999999999999,8.705687500000007,0.11258967415109383,0.005097268175909803,0.008259526208488074,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,12.449358531176271,0.18562630266392113,-14.089560919857295,4.05,0.10999999999999999,7.857499999999998,0.10323003484935328,0.00483846197522666,0.00610110887176917,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,6.798681732387032e-16,0.0192857142833081,0.0972970375788118,4.05,0.10499999999999998,6.74325000000001,0.3892338221277841,0.02601510550210616,0.026712500000754556,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,19.94040405720241,0.24742579767785766,-30.45019386864029,4.05,0.10399999999999998,7.822125000000004,0.07338036715440438,0.003159452936370917,0.0056183971769815585,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,16.578919203700817,0.2338829098909569,-23.662687413376233,4.05,0.11,8.783000000000015,0.07835964316052534,0.003955105199973465,0.006696068547103012,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,18.934405331803255,0.2534983433937646,-29.266752327394837,4.05,0.10999999999999999,8.855750000000011,0.060875623940878955,0.005070925528371098,0.006947479837416371,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,17.39788163671801,0.3146737556285035,-23.965867623965583,4.05,0.14600000000000002,10.873500000000016,0.1605673291756121,0.008799350625391148,0.009363508064350311,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,14.549753648136207,0.27339383297454917,-17.976368784872296,4.05,0.13899999999999998,10.720562499999996,0.08065987788943832,0.0029730936268953447,0.011266179436614765,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,13.899303188826627,0.27941820730631917,-17.53517255515307,4.05,0.15100000000000002,11.634687500000014,0.0844503636817168,0.004611708700997618,0.008596522178201643,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,13.823421805260216,0.2613656683772278,-16.942581801270787,4.05,0.13399999999999998,11.281625000000005,0.05494143291899042,0.0025877458475338285,0.013364364919314335,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,13.819819633826697,0.27181167005843404,-16.48024682464275,4.05,0.14900000000000002,11.962312500000017,0.06894077346311335,0.003440826312717007,0.010266078628165854,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,20.120593009134325,0.34189564574567344,-30.60439802656877,4.05,0.14400000000000002,10.093250000000006,0.09782594639232287,0.005230405611149373,0.009363256049620797,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,14.819300305776606,0.2810527674645998,-17.8642065518394,4.05,0.155,10.882062500000018,0.2341285990871987,0.010819955109492308,0.005145060484349903,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,18.446691219285526,0.3311582602947288,-26.646322771025435,4.05,0.133,10.027062500000008,0.12982385010311637,0.003925648263117098,0.01340821572500197,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,1.8984426944694063e-15,0.010857142881633608,0.7474120082815738,8.7,0.14200000000000002,9.671812499999993,0.17059275437048294,0.008749489781042754,0.0045273689516668325,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,3.2456538902375245,0.005932655133833051,-0.25215352150745995,8.7,0.14500000000000002,8.511624999999988,0.1365791116745659,0.00719995039665453,0.0006945564477184389,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,0.08803059460885389,0.0070773863499046874,0.5004712454901108,8.7,0.136,9.985187500000002,0.10269460128532495,0.00605775771811886,0.0019401713689052489,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,1.7425368354664703,0.004630096409258166,0.056644639910490735,8.7,0.136,10.310249999999995,0.04399117531807949,0.00243486579272276,0.0007072076631629766,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,3.994689485864862e-09,0.006999998236491282,0.6225045357239138,8.7,0.136,10.243749999999991,0.05449501034057987,0.002356601669474804,0.0004525705626932541,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,0.17117127929285975,0.0025784847157225566,0.16074109268356773,8.7,0.134,8.761250000000006,0.08104885706511689,0.003380617018914068,-0.002085030244575648,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,1.8055079425266893,0.0052083467182757895,0.2074259825715059,8.7,0.137,9.431187499999997,0.08882398335816638,0.00427409138213693,-0.00015836693456706234,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,1.493211808437056,0.004187446240552019,0.07402972187870849,8.7,0.14100000000000001,9.866375000000016,0.13134342169976457,0.005946187253790697,-0.00230458669932339,20,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,1.2944357499940218e-13,0.010000074677779002,0.6653992392468182,8.7,0.21800000000000003,14.785687500000002,0.07211009298689336,0.006412877669190336,0.004094808469298543,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,0.7197483470261028,0.002291742166744714,0.33381735545443036,8.7,0.21500000000000002,14.611875000000005,0.0485685844583413,0.0030705978943149563,-0.0019980342723238437,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,2.3610502060476826,0.01078228692484246,-0.21535743437881072,8.7,0.22000000000000003,16.10625000000003,0.04828972063090568,0.004309458036856677,-0.0015514616946594153,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,0.18618296668426532,0.005635204664942982,0.5049975925836694,8.7,0.21800000000000003,15.677375000000026,0.046572735981334525,0.0041035698744246755,-0.0006149697606395907,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,5.0695862244497935e-15,0.12057142856709507,0.9467315952877126,8.7,0.21100000000000002,13.117812500000014,0.3745790699180865,0.04712218161333365,0.03164697580467888,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,44.61915928040951,0.11499999865975657,-62.10477894723745,8.7,0.21000000000000002,12.794187500000014,0.22853533157734543,0.006988510979764273,-0.006531350808331138,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,7.044954378514698,0.019655395203408452,-4.338544326914348,8.7,0.22300000000000003,16.07431250000002,0.05746945421207994,0.0059746488241091324,0.0005045362886221397,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,9.664714774480124e-12,0.0022857142653940504,0.15238095238015947,8.7,0.22000000000000003,16.02618750000002,0.022879186987313727,0.0037701837772561885,-0.0029326108894744502,30,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,2.0091143947715287e-09,0.008142854194723425,0.3104634490906871,8.7,0.30500000000000005,21.421499999999988,0.06883163737188293,0.007623975340988444,0.0039748991914352666,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,8.67465779034143e-16,0.006000000018569989,0.5887850467289788,8.7,0.29700000000000004,20.898937499999988,0.02178754035318251,0.0034200041771068924,-0.0005606350778473712,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,34.96035611831223,0.169999998123361,-60.41779905593767,8.7,0.302,21.178312499999983,0.043917033982197096,0.00623354977979184,-0.0008122983889641204,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,10.372475010907722,0.015349905558864427,-9.921259119655797,8.7,0.29100000000000004,21.65162499999998,0.02535163362397602,0.0022638462845343487,-0.0009744455636050548,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,2.189334150938175,0.007738462344693593,0.12972257990065916,8.7,0.304,21.49681249999999,0.03716460924638289,0.0035431019500674057,-0.0021217237913147237,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
21,Arachadionic acid,6.415853541882729e-12,0.00285714283414458,0.3968253968234955,8.7,0.305,20.74937499999998,0.026502278567452717,0.0027998724460742367,-0.0012033770157154232,40,"[0.0, 1.4577259475218656, 11.661807580174925, 39.35860058309037, 93.2944606413994, 182.21574344023315, 314.868804664723, 500.0]",True,2,Thermo Polystyrene (262160),3700,Clariostar Injector,Echo,3,5,0
