,BSA,Protein Conc,Protein Vol
0,0.10000000000000003,10.0,23.636363636363637
1,0.10000000000000003,16.363636363636363,30.0
2,0.390909090909091,10.0,30.0
3,0.5,10.0,20.0
4,0.10000000000000003,20.0,20.0
5,0.5,20.0,30.0
6,0.5,14.545454545454547,25.454545454545453
7,0.5,20.0,20.0
8,0.2454545454545455,13.636363636363637,20.0
9,0.2454545454545455,20.0,26.363636363636363
