baseline,,b0,,p0,,b1,,p1,,b2,,p2,,b3,,p3,,b4,,p4,,b5,,p5,,b6,,p6,,b7,,b7,,p7,,b8,,p8,,b9,,p9,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
511.0137634,-9.354181384E-005,511.0137634,0.0004023766378,511.0137634,0.1541968882,511.0137634,0.000274400285,511.0137634,0.1934265792,511.0137634,0.0003143694194,511.0137634,0.2012611181,511.0137634,0.0008737791213,511.0137634,0.1201099232,511.0137634,6.98459553E-005,511.0137634,0.1240256429,511.0137634,0.001668367186,511.0137634,0.1792165786,511.0137634,0.0007697538822,511.0137634,0.1598971039,511.0137634,0.03275289759,511.0137634,0.00221315911,511.0137634,0.1282883286,511.0137634,0.0004029207339,511.0137634,0.1265627444,511.0137634,0.0005572421942,511.0137634,0.1663513184,
509.9986877,-0.0001862354984,509.9986877,-9.87178646E-005,509.9986877,0.1529490501,509.9986877,-1.351226547E-005,509.9986877,0.1914820373,509.9986877,-0.000134430913,509.9986877,0.1997161806,509.9986877,0.0007642563432,509.9986877,0.1188242659,509.9986877,0.0004945740802,509.9986877,0.1225975156,509.9986877,0.001306927996,509.9986877,0.1774111092,509.9986877,0.0006126091466,509.9986877,0.1579701751,509.9986877,0.03270572424,509.9986877,0.002258094726,509.9986877,0.1263911873,509.9986877,4.985923806E-005,509.9986877,0.1248004586,509.9986877,0.0007007286767,509.9986877,0.1646140367,
508.9833374,7.577484212E-005,508.9833374,0.0007039696793,508.9833374,0.1517358869,508.9833374,0.0005583048915,508.9833374,0.1902651936,508.9833374,0.000123131118,508.9833374,0.1985257864,508.9833374,0.001167471753,508.9833374,0.1179692671,508.9833374,0.0003868309432,508.9833374,0.1216576397,508.9833374,0.00208308734,508.9833374,0.175939098,508.9833374,0.001225901884,508.9833374,0.1564600319,508.9833374,0.03316817433,508.9833374,0.00230061519,508.9833374,0.1255895197,508.9833374,0.0006918614963,508.9833374,0.1240936369,508.9833374,0.0005693206913,508.9833374,0.1632265896,
508.0054016,-0.000377356977,508.0054016,7.921829092E-005,508.0054016,0.1496211141,508.0054016,0.0003596532042,508.0054016,0.1887122244,508.0054016,0.0003483318142,508.0054016,0.1974180043,508.0054016,0.0009711617022,508.0054016,0.1164458171,508.0054016,0.0002343312226,508.0054016,0.1205774918,508.0054016,0.001713948324,508.0054016,0.1738682091,508.0054016,0.001210664166,508.0054016,0.1546786278,508.0054016,0.03296216205,508.0054016,0.002126709092,508.0054016,0.1243573502,508.0054016,0.0006266852724,508.0054016,0.1228739843,508.0054016,0.000411341578,508.0054016,0.1615830809,
506.9895935,-2.17441584E-006,506.9895935,0.0005602228921,506.9895935,0.1488806754,506.9895935,0.0004323036701,506.9895935,0.1867243648,506.9895935,0.0002164347243,506.9895935,0.1965894997,506.9895935,0.001312510227,506.9895935,0.115231894,506.9895935,0.0008090424817,506.9895935,0.1193020642,506.9895935,0.002152723027,506.9895935,0.1726093888,506.9895935,0.00126608857,506.9895935,0.1534037292,506.9895935,0.03297009319,506.9895935,0.002577879466,506.9895935,0.1232343391,506.9895935,0.0009205999668,506.9895935,0.1211434007,506.9895935,0.0004862812057,506.9895935,0.1601621807,
506.0112,0.0005911976914,506.0112,0.0004525671247,506.0112,0.1477235705,506.0112,0.0004211876658,506.0112,0.1858430803,506.0112,0.0007799970917,506.0112,0.1954548508,506.0112,0.001596444985,506.0112,0.1143759862,506.0112,0.0006520131137,506.0112,0.1180752143,506.0112,0.001869568252,506.0112,0.1708924919,506.0112,0.001516637742,506.0112,0.1522619128,506.0112,0.03310539573,506.0112,0.002370467642,506.0112,0.1219380051,506.0112,0.0006926133647,506.0112,0.1200048029,506.0112,0.0004977617064,506.0112,0.1588003784,
504.9949951,0.0003178147599,504.9949951,1.084635642E-005,504.9949951,0.1464632303,504.9949951,0.0002954593801,504.9949951,0.1842208356,504.9949951,0.0002932575881,504.9949951,0.1941378266,504.9949951,0.00123241765,504.9949951,0.113099739,504.9949951,0.000491153216,504.9949951,0.117259331,504.9949951,0.001702799462,504.9949951,0.1691032201,504.9949951,0.001243242994,504.9949951,0.1503913552,504.9949951,0.03302005678,504.9949951,0.002253358951,504.9949951,0.1205640286,504.9949951,0.0007194748614,504.9949951,0.1191046387,504.9949951,0.0007940527285,504.9949951,0.157487303,
504.0161743,-0.0003829434572,504.0161743,0.0005283950595,504.0161743,0.1447061747,504.0161743,-0.0001008917825,504.0161743,0.182960853,504.0161743,0.0002241785696,504.0161743,0.1927891821,504.0161743,0.0008570234641,504.0161743,0.1119618788,504.0161743,0.0001998079679,504.0161743,0.116124332,504.0161743,0.001583402511,504.0161743,0.1678732187,504.0161743,0.000901170657,504.0161743,0.1491904557,504.0161743,0.03304251656,504.0161743,0.00203197985,504.0161743,0.1197212562,504.0161743,0.0006056100829,504.0161743,0.1179537103,504.0161743,0.0004117302306,504.0161743,0.1562990993,
502.9995728,-0.0003042088647,502.9995728,0.000249793753,502.9995728,0.1440645605,502.9995728,3.365177292E-007,502.9995728,0.1816246808,502.9995728,-0.0001610326435,502.9995728,0.1914869547,502.9995728,0.001191818854,502.9995728,0.1113812029,502.9995728,0.0001808511443,502.9995728,0.1151343957,502.9995728,0.001641966635,502.9995728,0.1665627658,502.9995728,0.0008686693618,502.9995728,0.1477321237,502.9995728,0.0330151692,502.9995728,0.002234728774,502.9995728,0.1188878044,502.9995728,0.0002973244409,502.9995728,0.1167964041,502.9995728,0.0004872918944,502.9995728,0.1546335816,
501.9826355,2.948511792E-005,501.9826355,0.0002823523537,501.9826355,0.1432803422,501.9826355,0.000662020233,501.9826355,0.180550307,501.9826355,0.0002105298336,501.9826355,0.1905416399,501.9826355,0.001421392313,501.9826355,0.1105179116,501.9826355,0.0003890850348,501.9826355,0.1145627797,501.9826355,0.001859429292,501.9826355,0.165524736,501.9826355,0.001337228925,501.9826355,0.1468019336,501.9826355,0.03286322579,501.9826355,0.002496668138,501.9826355,0.1179772466,501.9826355,0.0007524057874,501.9826355,0.1161742508,501.9826355,0.0004472031724,501.9826355,0.1537128836,
501.0032959,-0.0001937908819,501.0032959,0.0003199389612,501.0032959,0.1420898587,501.0032959,0.0002215627319,501.0032959,0.1797079146,501.0032959,0.0001019509073,501.0032959,0.1903372854,501.0032959,0.00144707819,501.0032959,0.1096295863,501.0032959,0.0004532408784,501.0032959,0.1137478054,501.0032959,0.001667925389,501.0032959,0.1647701412,501.0032959,0.001102224225,501.0032959,0.1465370506,501.0032959,0.03293856233,501.0032959,0.002379681449,501.0032959,0.1169393063,501.0032959,0.0005707463133,501.0032959,0.1154889911,501.0032959,0.0006255705957,501.0032959,0.1529498696,
499.9859314,-8.784809324E-005,499.9859314,0.0003666482517,499.9859314,0.1416858286,499.9859314,7.652566273E-005,499.9859314,0.1787301749,499.9859314,0.000101251826,499.9859314,0.1894228309,499.9859314,0.001135132276,499.9859314,0.1091923937,499.9859314,0.0003091107938,499.9859314,0.1132650822,499.9859314,0.001666158321,499.9859314,0.1633005887,499.9859314,0.001109231263,499.9859314,0.1452361643,499.9859314,0.03304824233,499.9859314,0.002023657551,499.9859314,0.1167525724,499.9859314,0.0008544038283,499.9859314,0.1150489971,499.9859314,0.0003376583627,499.9859314,0.1520477831,
499.006134,-0.0001572546753,499.006134,0.0001882317738,499.006134,0.1412832141,499.006134,0.0003311818873,499.006134,0.1787869483,499.006134,-0.0002435186761,499.006134,0.1891154796,499.006134,0.001065452117,499.006134,0.1086639687,499.006134,0.0006170159904,499.006134,0.1128474772,499.006134,0.00134159124,499.006134,0.1628152281,499.006134,0.001069162972,499.006134,0.1448552459,499.006134,0.03304659203,499.006134,0.001990188146,499.006134,0.1159084663,499.006134,0.0003700421948,499.006134,0.1142456457,499.006134,0.0003267779539,499.006134,0.1514291167,
497.9884338,0.0003161309287,497.9884338,0.0004510901053,497.9884338,0.1413343996,497.9884338,0.0001568455191,497.9884338,0.1787751019,497.9884338,0.0001137060535,497.9884338,0.1889724135,497.9884338,0.001568178181,497.9884338,0.1086872742,497.9884338,0.0004474623129,497.9884338,0.1128132418,497.9884338,0.001992112491,497.9884338,0.1625306457,497.9884338,0.001413133577,497.9884338,0.1447195411,497.9884338,0.03310005739,497.9884338,0.002278443659,497.9884338,0.1160117239,497.9884338,0.001089949161,497.9884338,0.1144571081,497.9884338,0.0007351621171,497.9884338,0.1517114043,
497.0081177,2.907091584E-005,497.0081177,0.0004313449317,497.0081177,0.1412246227,497.0081177,0.0005922085838,497.0081177,0.1784080416,497.0081177,0.0001088123536,497.0081177,0.1891320795,497.0081177,0.001261129859,497.0081177,0.1082602963,497.0081177,0.0002640394669,497.0081177,0.1125902981,497.0081177,0.001901858603,497.0081177,0.1625715196,497.0081177,0.001338059898,497.0081177,0.1447757632,497.0081177,0.03305712342,497.0081177,0.002299626125,497.0081177,0.1156039685,497.0081177,0.000854300044,497.0081177,0.1140087694,497.0081177,0.0006184158265,497.0081177,0.1513086259,
495.9900208,0.0001636819361,495.9900208,0.000797968707,495.9900208,0.1409563124,495.9900208,0.000340067636,495.9900208,0.1784352213,495.9900208,-0.0002023293637,495.9900208,0.1893551201,495.9900208,0.001339072594,495.9900208,0.1079809517,495.9900208,0.0003740061657,495.9900208,0.1128219366,495.9900208,0.002017676132,495.9900208,0.162534669,495.9900208,0.0008750760462,495.9900208,0.1449719816,495.9900208,0.0330577381,495.9900208,0.002013202989,495.9900208,0.1156760901,495.9900208,0.0005404987023,495.9900208,0.1138222143,495.9900208,0.000578574196,495.9900208,0.1513947099,
495.0093079,-5.679010064E-005,495.0093079,0.000569631753,495.0093079,0.1411725879,495.0093079,0.0002412465547,495.0093079,0.1787763536,495.0093079,0.0002194131084,495.0093079,0.189654991,495.0093079,0.0009970804676,495.0093079,0.1081219167,495.0093079,0.0003059245646,495.0093079,0.1128031388,495.0093079,0.001870998181,495.0093079,0.1625165641,495.0093079,0.001391033409,495.0093079,0.1443835944,495.0093079,0.03353448585,495.0093079,0.002223852556,495.0093079,0.1157601252,495.0093079,0.0008416171186,495.0093079,0.1139978319,495.0093079,0.000951574475,495.0093079,0.1516433805,
493.9906921,-5.063000208E-005,493.9906921,0.0004908940755,493.9906921,0.1412590593,493.9906921,0.0004451819987,493.9906921,0.1794125289,493.9906921,0.0001000866832,493.9906921,0.189895466,493.9906921,0.0009429096826,493.9906921,0.1082752421,493.9906921,0.0003442126617,493.9906921,0.1132770106,493.9906921,0.001705943956,493.9906921,0.1629108936,493.9906921,0.001083617215,493.9906921,0.1449818462,493.9906921,0.03297556564,493.9906921,0.002049769275,493.9906921,0.1157186329,493.9906921,0.0007321801968,493.9906921,0.1142941341,493.9906921,0.0005156697589,493.9906921,0.15172337,
493.0096741,8.980771236E-005,493.0096741,0.0001514075266,493.0096741,0.141821295,493.0096741,0.0003219854552,493.0096741,0.1794160157,493.0096741,7.284922322E-005,493.0096741,0.1903232038,493.0096741,0.00113873987,493.0096741,0.1087223217,493.0096741,0.00032449828,493.0096741,0.113567479,493.0096741,0.002112115966,493.0096741,0.1632244438,493.0096741,0.001328400685,493.0096741,0.145274207,493.0096741,0.03291742504,493.0096741,0.002080980688,493.0096741,0.1161655635,493.0096741,0.000537414453,493.0096741,0.114531137,493.0096741,0.0006985766813,493.0096741,0.1519417316,
491.9906006,9.361375123E-005,491.9906006,0.0002100118581,491.9906006,0.1424473375,491.9906006,0.0003756642982,491.9906006,0.1804516613,491.9906006,9.88956599E-005,491.9906006,0.1908382028,491.9906006,0.001263466431,491.9906006,0.108898744,491.9906006,0.0002625112829,491.9906006,0.1134426966,491.9906006,0.001845963066,491.9906006,0.1639286429,491.9906006,0.001352471183,491.9906006,0.1456192583,491.9906006,0.03298517317,491.9906006,0.002206212142,491.9906006,0.1164373904,491.9906006,0.0007172968471,491.9906006,0.1148721129,491.9906006,0.0005515140947,491.9906006,0.1526143253,
491.0091248,-8.101552521E-005,491.0091248,0.0003340574331,491.0091248,0.142750904,491.0091248,0.0001717355772,491.0091248,0.1809792966,491.0091248,0.000222287912,491.0091248,0.1915153116,491.0091248,0.001371297403,491.0091248,0.1093739718,491.0091248,0.0001871699933,491.0091248,0.113776803,491.0091248,0.001765720081,491.0091248,0.1644764841,491.0091248,0.001114265993,491.0091248,0.1463127136,491.0091248,0.03308019787,491.0091248,0.002021577209,491.0091248,0.1169243976,491.0091248,0.0006457911804,491.0091248,0.1151717529,491.0091248,0.0006201785873,491.0091248,0.1529192328,
489.9896851,0.0001271445944,489.9896851,0.0005789111601,489.9896851,0.1436953694,489.9896851,0.0006611646968,489.9896851,0.1821319014,489.9896851,0.0004806058714,489.9896851,0.1928975731,489.9896851,0.001339773647,489.9896851,0.1102297455,489.9896851,0.0005711350823,489.9896851,0.1145761237,489.9896851,0.002201138763,489.9896851,0.1656520218,489.9896851,0.001458402257,489.9896851,0.1473415196,489.9896851,0.03335440904,489.9896851,0.002234286396,489.9896851,0.1177173853,489.9896851,0.0008405277622,489.9896851,0.1158859581,489.9896851,0.0009180058842,489.9896851,0.1543831229,
489.007843,-7.734038809E-005,489.007843,0.0003425546456,489.007843,0.1444557458,489.007843,0.0001273776434,489.007843,0.1830190122,489.007843,0.0001629050676,489.007843,0.1934884936,489.007843,0.001032860717,489.007843,0.1102707535,489.007843,0.0002945527667,489.007843,0.1149670929,489.007843,0.001672550803,489.007843,0.1659925878,489.007843,0.001063064788,489.007843,0.1478045136,489.007843,0.03320360184,489.007843,0.001862158999,489.007843,0.1177906469,489.007843,0.0006085652276,489.007843,0.1161615327,489.007843,0.0005395397311,489.007843,0.1547344029,
487.987915,0.00015596507,487.987915,8.96005804E-005,487.987915,0.1447929144,487.987915,0.0001837515883,487.987915,0.1839271039,487.987915,-6.838534318E-005,487.987915,0.1943144947,487.987915,0.0009676333284,487.987915,0.1109044775,487.987915,0.0001264713646,487.987915,0.115453802,487.987915,0.001736428821,487.987915,0.1670906097,487.987915,0.001136637642,487.987915,0.1483641863,487.987915,0.03293275461,487.987915,0.001773439697,487.987915,0.118475914,487.987915,0.000343927677,487.987915,0.1168101877,487.987915,0.0005827992572,487.987915,0.1553277373,
487.0056458,-8.857274952E-005,487.0056458,0.0004702660372,487.0056458,0.1458698958,487.0056458,0.0002758767223,487.0056458,0.1852600127,487.0056458,0.0001209042966,487.0056458,0.1954566389,487.0056458,0.001233404153,487.0056458,0.111547865,487.0056458,0.0004496389884,487.0056458,0.1163463593,487.0056458,0.001867826446,487.0056458,0.1683570743,487.0056458,0.001245319727,487.0056458,0.1494339556,487.0056458,0.03315093368,487.0056458,0.00213297829,487.0056458,0.119239822,487.0056458,0.0007232864155,487.0056458,0.1174570322,487.0056458,0.000595319143,487.0056458,0.1565012634,
485.9853821,4.271394937E-005,485.9853821,0.0002614752157,485.9853821,0.1469440162,485.9853821,0.0003865718318,485.9853821,0.1866761446,485.9853821,8.333492588E-005,485.9853821,0.19686158,485.9853821,0.001261545229,485.9853821,0.1120755225,485.9853821,0.0003835145908,485.9853821,0.1173423156,485.9853821,0.0017904907,485.9853821,0.1696765125,485.9853821,0.001352107618,485.9853821,0.1506715715,485.9853821,0.03319513425,485.9853821,0.002077235142,485.9853821,0.1200908422,485.9853821,0.000743174518,485.9853821,0.1186735928,485.9853821,0.0008254072745,485.9853821,0.157653138,
485.002655,-7.402755728E-005,485.002655,0.0003401194699,485.002655,0.1482154727,485.002655,0.0001490252034,485.002655,0.1885625124,485.002655,8.47848205E-005,485.002655,0.1987814456,485.002655,0.001289532403,485.002655,0.113280274,485.002655,0.0004770555825,485.002655,0.1179909036,485.002655,0.002033592435,485.002655,0.1709198207,485.002655,0.001182604232,485.002655,0.1520988196,485.002655,0.03318457305,485.002655,0.001961791655,485.002655,0.1208257005,485.002655,0.000513026258,485.002655,0.1191477925,485.002655,0.000570072385,485.002655,0.1592359692,
483.9820251,0.0001823272614,483.9820251,0.000421135861,483.9820251,0.1494888365,483.9820251,0.0003252236056,483.9820251,0.1901190281,483.9820251,0.0001190917828,483.9820251,0.2002596408,483.9820251,0.001186108333,483.9820251,0.114178665,483.9820251,0.0002159685537,483.9820251,0.1189015582,483.9820251,0.001808192232,483.9820251,0.1725904346,483.9820251,0.001231509144,483.9820251,0.1531302184,483.9820251,0.03320402279,483.9820251,0.002067273483,483.9820251,0.1221505404,483.9820251,0.0005767079419,483.9820251,0.1201647744,483.9820251,0.0006894761464,483.9820251,0.1605747491,
482.9988708,-0.000101150581,482.9988708,0.0004804503697,482.9988708,0.150539577,482.9988708,0.0001638890972,482.9988708,0.1920957416,482.9988708,-7.785801427E-005,482.9988708,0.2020449191,482.9988708,0.001025180332,482.9988708,0.1148842201,482.9988708,0.0003490312956,482.9988708,0.1197855771,482.9988708,0.001656647772,482.9988708,0.1741299331,482.9988708,0.001077648601,482.9988708,0.1545627713,482.9988708,0.03326468915,482.9988708,0.001876275754,482.9988708,0.1232215464,482.9988708,0.0005515399971,482.9988708,0.1214617118,482.9988708,0.000446944061,482.9988708,0.1618710607,
482.0155945,0.0001503717358,482.0155945,0.0002124722232,482.0155945,0.1523630768,482.0155945,0.0001636819361,482.0155945,0.1942407638,482.0155945,0.000250881596,482.0155945,0.2048030794,482.0155945,0.001285767765,482.0155945,0.1161613315,482.0155945,0.0005218639271,482.0155945,0.1211084723,482.0155945,0.001791530405,482.0155945,0.1763990372,482.0155945,0.001194129116,482.0155945,0.1564333737,482.0155945,0.03337084502,482.0155945,0.001960751601,482.0155945,0.1245397553,482.0155945,0.000601877342,482.0155945,0.1226219237,482.0155945,0.0005531469942,482.0155945,0.1640146971,
480.9942932,0.000173729597,480.9942932,0.000221174254,480.9942932,0.1544524431,480.9942932,0.0003080746101,480.9942932,0.1971208751,480.9942932,-0.0001461793436,480.9942932,0.2074198425,480.9942932,0.001131083467,480.9942932,0.1174760684,480.9942932,0.0004399995378,480.9942932,0.1228034347,480.9942932,0.001760573825,480.9942932,0.1789040118,480.9942932,0.001512169838,480.9942932,0.1587363183,480.9942932,0.03312807903,480.9942932,0.002028130926,480.9942932,0.1260273159,480.9942932,0.0005003791885,480.9942932,0.1243099198,480.9942932,0.0004744123144,480.9942932,0.1662419736,
480.0106201,-0.0002871874894,480.0106201,3.492157703E-005,480.0106201,0.1561825871,480.0106201,0.0001221471757,480.0106201,0.1994083822,480.0106201,7.29527892E-005,480.0106201,0.2094523311,480.0106201,0.0009785557631,480.0106201,0.1189707592,480.0106201,0.0002196721034,480.0106201,0.1241073832,480.0106201,0.001839958015,480.0106201,0.1811694354,480.0106201,0.001060573617,480.0106201,0.1604172736,480.0106201,0.03322388977,480.0106201,0.002009666292,480.0106201,0.1275688261,480.0106201,0.0007564510452,480.0106201,0.1257021129,480.0106201,0.0004432644928,480.0106201,0.1682396382,
478.9888611,0.0001182632041,478.9888611,7.981377712E-005,478.9888611,0.1583166271,478.9888611,5.213747136E-005,478.9888611,0.2024818212,478.9888611,1.58683888E-005,478.9888611,0.2125451565,478.9888611,0.00116373424,478.9888611,0.1204213277,478.9888611,0.0004562467802,478.9888611,0.1255758256,478.9888611,0.001745967078,478.9888611,0.1834269166,478.9888611,0.001073911786,478.9888611,0.1626569629,478.9888611,0.03318965808,478.9888611,0.002020302694,478.9888611,0.1292930841,478.9888611,0.0004530594742,478.9888611,0.1276656836,478.9888611,0.0004429017135,478.9888611,0.1709150225,
478.0047302,1.837907689E-006,478.0047302,0.0004717431439,478.0047302,0.16105102,478.0047302,0.0005695021246,478.0047302,0.2060263902,478.0047302,0.0004070145369,478.0047302,0.2158415616,478.0047302,0.001358391601,478.0047302,0.1224131733,478.0047302,0.0004291942751,478.0047302,0.1281031519,478.0047302,0.001934645232,478.0047302,0.1865785122,478.0047302,0.001374076004,478.0047302,0.1654417664,478.0047302,0.03352209926,478.0047302,0.00211229804,478.0047302,0.1310724765,478.0047302,0.0008063971763,478.0047302,0.1294401884,478.0047302,0.0006645868416,478.0047302,0.1741030663,
476.982605,9.332894115E-005,476.982605,0.0003824005253,476.982605,0.1637339741,476.982605,0.0003440572182,476.982605,0.209512338,476.982605,0.0001227945031,476.982605,0.2203838229,476.982605,0.001463545021,476.982605,0.1246067956,476.982605,0.0004724687315,476.982605,0.1299586296,476.982605,0.001762341242,476.982605,0.190132618,476.982605,0.001187042799,476.982605,0.1685092449,476.982605,0.03306687251,476.982605,0.002185294405,476.982605,0.1330828965,476.982605,0.000650483591,476.982605,0.1313305348,476.982605,0.0005649402738,476.982605,0.1771280169,
475.9981689,-0.0003716152278,475.9981689,-5.363241507E-005,475.9981689,0.1667939425,475.9981689,-0.0001263051527,475.9981689,0.2128977925,475.9981689,-0.0002771502768,475.9981689,0.2231270969,475.9981689,0.0005456046201,475.9981689,0.1267046332,475.9981689,-2.122597471E-005,475.9981689,0.1319384277,475.9981689,0.001733803772,475.9981689,0.1936305463,475.9981689,0.0008649343508,475.9981689,0.1712678075,475.9981689,0.03304125741,475.9981689,0.001691988669,475.9981689,0.1351833493,475.9981689,0.000171554304,475.9981689,0.1333439648,475.9981689,0.0001888792031,475.9981689,0.1795201004,
475.0133972,-0.0002967071487,475.0133972,0.0005051995395,475.0133972,0.1697575152,475.0133972,0.0002537048131,475.0133972,0.2175098956,475.0133972,0.0002488095197,475.0133972,0.2281110436,475.0133972,0.001404485549,475.0133972,0.1290531456,475.0133972,0.000530105608,475.0133972,0.1347410679,475.0133972,0.001962181879,475.0133972,0.1972860545,475.0133972,0.0009745603893,475.0133972,0.174741134,475.0133972,0.03309888765,475.0133972,0.001962155802,475.0133972,0.1378182769,475.0133972,0.0006848092889,475.0133972,0.1360866874,475.0133972,0.0006636016769,475.0133972,0.1831734926,
473.9906921,-0.0002825828269,473.9906921,0.0002283224749,473.9906921,0.172999993,473.9906921,4.688201807E-005,473.9906921,0.2218577862,473.9906921,-0.0002543328155,473.9906921,0.232293278,473.9906921,0.0009890374495,473.9906921,0.1311850697,473.9906921,0.0002255253348,473.9906921,0.1374070942,473.9906921,0.00158880651,473.9906921,0.2012881637,473.9906921,0.0008517841925,473.9906921,0.1783863455,473.9906921,0.03293448687,473.9906921,0.001736558741,473.9906921,0.1406284422,473.9906921,0.0004416838347,473.9906921,0.138862431,473.9906921,0.0001368547819,473.9906921,0.1870449185,
473.0056152,0.0002821710368,473.0056152,0.000694143062,473.0056152,0.1775211096,473.0056152,0.000432588713,473.0056152,0.2275752872,473.0056152,0.000720278651,473.0056152,0.2382838577,473.0056152,0.001684062765,473.0056152,0.1345842034,473.0056152,0.0006565499934,473.0056152,0.1407212317,473.0056152,0.002108136192,473.0056152,0.2065699846,473.0056152,0.001645526383,473.0056152,0.1831305176,473.0056152,0.03375305235,473.0056152,0.002162244404,473.0056152,0.1441582292,473.0056152,0.0006852500956,473.0056152,0.1427453309,473.0056152,0.001006913837,473.0056152,0.1919021606,
471.9824219,0.0002145959152,471.9824219,0.0003062871983,471.9824219,0.1813636273,471.9824219,0.0002109701018,471.9824219,0.2328778654,471.9824219,0.0001676957909,471.9824219,0.2428129464,471.9824219,0.001226914348,471.9824219,0.1374642104,471.9824219,0.0004088282585,471.9824219,0.1439858228,471.9824219,0.002018040279,471.9824219,0.2113305479,471.9824219,0.0009716287022,471.9824219,0.1869702339,471.9824219,0.03307662159,471.9824219,0.002180299256,471.9824219,0.1471398026,471.9824219,0.0006777313538,471.9824219,0.145376876,471.9824219,0.0002187397331,471.9824219,0.1967274398,
470.9969788,0.0002695306612,470.9969788,0.0004522820818,470.9969788,0.186103791,470.9969788,0.000360611768,470.9969788,0.2386487424,470.9969788,0.0004141917452,470.9969788,0.2496208102,470.9969788,0.001474765595,470.9969788,0.1409207135,470.9969788,0.0006763832062,470.9969788,0.1470096707,470.9969788,0.00194260187,470.9969788,0.2163090706,470.9969788,0.00116334483,470.9969788,0.1914668828,470.9969788,0.03361186758,470.9969788,0.002041524742,470.9969788,0.1506107897,470.9969788,0.0008681765758,470.9969788,0.1491819173,470.9969788,0.0004800616589,470.9969788,0.2016965002,
470.011261,0.0002613198012,470.011261,0.0005338896299,470.011261,0.1895077527,470.011261,0.0002343830274,470.011261,0.2443433255,470.011261,0.0002923509746,470.011261,0.2550214231,470.011261,0.001338994596,470.011261,0.1439508051,470.011261,0.0003995783627,470.011261,0.1503681988,470.011261,0.002026310423,470.011261,0.2214481235,470.011261,0.001432170277,470.011261,0.1960538179,470.011261,0.03331046924,470.011261,0.002058768412,470.011261,0.1542781889,470.011261,0.0007020250778,470.011261,0.1522190124,470.011261,0.0005862467224,470.011261,0.2061354369,
468.9875488,9.810893062E-006,468.9875488,0.0002174965921,468.9875488,0.1948208362,468.9875488,9.801533452E-005,468.9875488,0.2511684299,468.9875488,-4.348624861E-005,468.9875488,0.2618562579,468.9875488,0.00132315571,468.9875488,0.1476880759,468.9875488,0.0003534095595,468.9875488,0.1542099267,468.9875488,0.001841439749,468.9875488,0.22768493,468.9875488,0.001510870992,468.9875488,0.201319024,468.9875488,0.03311254829,468.9875488,0.001807516324,468.9875488,0.1582403779,468.9875488,0.0007559324149,468.9875488,0.1563648432,468.9875488,0.0005472374614,468.9875488,0.2113863826,
468.0014954,-0.0001509924914,468.0014954,0.0001759825827,468.0014954,0.2008137703,468.0014954,0.0002717582393,468.0014954,0.2585059106,468.0014954,-0.0001286342158,468.0014954,0.2678376734,468.0014954,0.001442844747,468.0014954,0.1528092176,468.0014954,0.0004175860377,468.0014954,0.1586978585,468.0014954,0.001804423053,468.0014954,0.2345298231,468.0014954,0.001275045332,468.0014954,0.2072021365,468.0014954,0.03350823,468.0014954,0.001627233927,468.0014954,0.1624654233,468.0014954,0.0006695127813,468.0014954,0.1605427861,468.0014954,0.0002982828883,468.0014954,0.2175453603,
467.0151978,0.0002598693245,467.0151978,0.0004671304487,467.0151978,0.2064252645,467.0151978,0.0005077134119,467.0151978,0.2661142051,467.0151978,0.0002059199178,467.0151978,0.2764891982,467.0151978,0.001489389222,467.0151978,0.1567490846,467.0151978,0.0003673736937,467.0151978,0.163828209,467.0151978,0.001815652475,467.0151978,0.240460217,467.0151978,0.001394331455,467.0151978,0.2131301314,467.0151978,0.03353317082,467.0151978,0.002110269153,467.0151978,0.167010054,467.0151978,0.0006575610605,467.0151978,0.165819332,467.0151978,0.0006963728229,467.0151978,0.2246517986,
465.9909058,-0.0001320501324,465.9909058,0.0001130587407,465.9909058,0.2114850283,465.9909058,0.0004043976078,465.9909058,0.2730945349,465.9909058,-0.0001190591356,465.9909058,0.2848443687,465.9909058,0.00131632702,465.9909058,0.1613538116,465.9909058,0.0002586001356,465.9909058,0.1689169258,465.9909058,0.00203369651,465.9909058,0.2492206693,465.9909058,0.00128558604,465.9909058,0.2199348956,465.9909058,0.0335098207,465.9909058,0.001955004875,465.9909058,0.1725279689,465.9909058,0.0007641267148,465.9909058,0.1710100323,465.9909058,0.0004602374393,465.9909058,0.2325074077,
