baseline,,bm3WT_HemePM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
690.0028687,-9.809673793E-5,690.0028687,0.004204756115,
688.9926147,-0.0009678842616,688.9926147,0.003501199884,
687.9819946,-0.0007161399117,687.9819946,0.003632427892,
686.9711304,-0.0001966888085,686.9711304,0.004439197015,
685.9598389,0.0004545883567,685.9598389,0.005201488268,
684.9483032,0.0001466687681,684.9483032,0.004273687024,
683.9364624,-0.0004532855237,683.9364624,0.004491137806,
683.0688477,0.0006452727248,683.0688477,0.004401879851,
682.0563965,-0.0001092250532,682.0563965,0.004885106813,
681.0435791,0.0002193095133,681.0435791,0.005298326258,
680.0304565,-0.000982192927,680.0304565,0.003829657566,
679.0170288,0.0004025580129,679.0170288,0.00448012678,
678.0032349,0.0001771997195,678.0032349,0.004480074625,
676.9891357,0.0008289344842,676.9891357,0.005668060854,
675.9747314,-0.0005530379713,675.9747314,0.005024819635,
674.960022,9.327715816E-5,674.960022,0.005976693239,
673.9450073,0.0005735715968,673.9450073,0.005298771895,
672.9296265,0.0001413862919,672.9296265,0.00463663647,
672.059082,0.0003833591472,672.059082,0.005068868399,
671.0431519,3.732916957E-5,671.0431519,0.005259362981,
670.0268555,-0.001607490936,670.0268555,0.003563703038,
669.0103149,-0.0006682237727,669.0103149,0.005894922651,
667.9934082,9.57886441E-5,667.9934082,0.005067323335,
666.9761963,-0.0005139464047,666.9761963,0.005421475042,
665.9586792,6.837022374E-5,665.9586792,0.004728324246,
664.9407959,-0.000383408973,664.9407959,0.004520563409,
664.0681152,-0.0006083081826,664.0681152,0.004874295089,
663.0497437,-0.0001603081037,663.0497437,0.005325709935,
662.0310059,-0.001777931582,662.0310059,0.004629179835,
661.0119629,-0.001354414155,661.0119629,0.004839793779,
659.9925537,-0.0005377844209,659.9925537,0.004079835489,
658.9729004,4.289516801E-5,658.9729004,0.004694697913,
657.9529419,0.0003048106737,657.9529419,0.005290989298,
656.9326172,-0.0002016048966,656.9326172,0.006385410205,
656.0578613,-0.0001149702512,656.0578613,0.004975852091,
655.0369873,-0.0008153152303,655.0369873,0.005549797323,
654.0158081,-0.001021655509,654.0158081,0.005293007009,
652.9943237,-0.001086523407,652.9943237,0.004597288091,
651.9725342,-0.0005210824311,651.9725342,0.005589992739,
650.9504395,-6.1604238E-5,650.9504395,0.005875269417,
649.9280396,9.573686111E-5,649.9280396,0.005239974242,
649.0514526,-0.0009029986104,649.0514526,0.005829485599,
648.0284424,-0.0007117982022,648.0284424,0.00551463943,
647.005188,-0.0007912340807,647.005188,0.005799525417,
645.9815674,0.0004802430631,645.9815674,0.005607430357,
644.9577026,0.001812611241,644.9577026,0.00639817724,
643.9334717,0.000720382377,643.9334717,0.005862255115,
643.0553589,-2.505689372E-5,643.0553589,0.006040288601,
642.0306396,0.0002049357863,642.0306396,0.006663323846,
641.0055542,-5.471949044E-5,641.0055542,0.005237721372,
639.9801636,4.271205853E-6,639.9801636,0.005842472427,
638.9545288,-0.0008468874148,638.9545288,0.005247415509,
637.9285278,0.0002245152573,637.9285278,0.006393317133,
637.0488892,-0.0009234572062,637.0488892,0.005670709535,
636.0223999,0.0006381953717,636.0223999,0.006215821952,
634.9955444,-0.0005608972278,634.9955444,0.005793648772,
633.9684448,-0.0003791674098,633.9684448,0.006309839431,
632.940979,-0.0003487510257,632.940979,0.005069340114,
632.0601196,-0.0005387151614,632.0601196,0.005558580626,
631.0321045,-0.001210757648,631.0321045,0.005544632208,
630.0038452,0.0006678016507,630.0038452,0.00622950308,
628.9752808,0.001058627502,628.9752808,0.007113971747,
627.9464111,0.0008819756913,627.9464111,0.005899881944,
627.06427,-0.0003980989859,627.06427,0.005275555886,
626.0348511,-0.0001042044096,626.0348511,0.005317507777,
625.005127,1.928547499E-5,625.005127,0.005976640619,
623.9750977,0.0007762109744,623.9750977,0.006056038197,
622.9448242,-0.0007637406816,622.9448242,0.006251404528,
622.0614624,-0.0008408935391,622.0614624,0.005762641784,
621.0306396,-0.0001922384254,621.0306396,0.006488556042,
619.9994507,0.0007450414705,619.9994507,0.006360139698,
618.9680176,0.001106713898,618.9680176,0.007349277847,
617.9362793,-6.155246956E-5,617.9362793,0.007119208109,
617.0517578,0.0001296562841,617.0517578,0.00633797003,
616.0194702,-0.0005178764113,616.0194702,0.006339598447,
614.9868774,-0.0001287894847,614.9868774,0.006195025053,
613.9540405,-0.0003575450974,613.9540405,0.006122427993,
613.0685425,0.0001227427128,613.0685425,0.00687813526,
612.0351563,4.395659926E-5,612.0351563,0.007076871116,
611.0014648,-0.0008129898924,611.0014648,0.007202814799,
609.9674683,-4.296858242E-5,609.9674683,0.007179918233,
608.9332275,-0.0004094265169,608.9332275,0.007479909342,
608.0465088,-0.0006541114999,608.0465088,0.007577388547,
607.0117188,-9.623336518E-5,607.0117188,0.00832481496,
605.9766235,-0.0003023981117,605.9766235,0.008181136101,
604.9412842,-0.0003119691683,604.9412842,0.00841704756,
604.0535889,-0.00052594312,604.0535889,0.009196035564,
603.0177002,5.653863627E-5,603.0177002,0.0100857513,
601.9815674,0.0002830776502,601.9815674,0.01024580561,
600.9450684,0.0002561654255,600.9450684,0.009941938333,
600.0564575,-0.000633898715,600.0564575,0.00927782245,
599.0194702,-0.0002589895448,599.0194702,0.01036371104,
597.9822388,-0.001235073665,597.9822388,0.01013861038,
596.9446411,-0.0002367920388,596.9446411,0.01090309676,
596.0551147,-0.0003378357796,596.0551147,0.01237775851,
595.0170288,-0.0005941423005,595.0170288,0.01183265541,
593.9786987,-0.0001256323158,593.9786987,0.01346612163,
592.9400635,-0.0006989279063,592.9400635,0.01440137625,
592.0495605,-0.0008580482099,592.0495605,0.01451693568,
591.010437,-0.0008870856836,591.010437,0.01569926739,
589.9710083,-0.0006718421937,589.9710083,0.01707809791,
588.9312744,-0.0003232471936,588.9312744,0.01791325398,
588.039917,0.0003579951299,588.039917,0.01921945252,
586.9996948,-0.0003019842261,586.9996948,0.02073752508,
585.9591675,-0.0003358699614,585.9591675,0.02319864742,
585.0670776,-2.72311845E-5,585.0670776,0.0245263949,
584.026062,-0.0007827588706,584.026062,0.02542008832,
582.9848022,-8.722695202E-5,582.9848022,0.02909498662,
581.9432373,-0.000995054841,581.9432373,0.03007867001,
581.0502319,0.0002689867106,581.0502319,0.03332799301,
580.0081787,-0.0004083920503,580.0081787,0.03408256173,
578.9658203,-0.0005620864104,578.9658203,0.03717043996,
578.0721436,0.0002065932786,578.0721436,0.03887180239,
577.0292969,-5.425359996E-5,577.0292969,0.04077171534,
575.9862061,-0.0003941679024,575.9862061,0.04233412072,
574.9428101,-0.0001487153058,574.9428101,0.04359188303,
574.0482178,0.0004349207738,574.0482178,0.04556190595,
573.0043335,0.00101786328,573.0043335,0.04701591656,
571.960144,-0.000369442685,571.960144,0.04737998545,
571.0649414,-0.0007540245424,571.0649414,0.04744783416,
570.0202637,-0.0001960678346,570.0202637,0.04797843471,
568.9753418,0.0002919624094,568.9753418,0.04824980721,
567.9301147,-0.000390443689,567.9301147,0.04849900305,
567.0339966,0.0005128189223,567.0339966,0.04724902287,
565.9882813,2.547254007E-5,565.9882813,0.04656678811,
564.9423218,-0.0007553166361,564.9423218,0.04606248811,
564.0455933,-0.0008822806994,564.0455933,0.04518608749,
562.9990845,-7.252642536E-5,562.9990845,0.04430743679,
561.9523926,-7.345816266E-5,561.9523926,0.04325762764,
561.0549927,0.0003786178422,561.0549927,0.04228706658,
560.0077515,-7.765783607E-7,560.0077515,0.04165582731,
558.9602661,-0.0001991209865,558.9602661,0.0406155847,
558.0621948,2.378985664E-5,558.0621948,0.04008427262,
557.0142212,-0.0002206477075,557.0142212,0.03979171067,
555.9659424,0.0002125499159,555.9659424,0.04037464783,
555.0672607,-0.000531579426,555.0672607,0.03904002532,
554.0185547,-0.0002910160692,554.0185547,0.0392815806,
552.9695435,-0.0004221502168,552.9695435,0.03846538067,
552.0701904,-0.0001359318267,552.0701904,0.03916558623,
551.020752,-0.0005096544046,551.020752,0.03840845078,
549.9710083,-0.001766536618,549.9710083,0.03828383982,
549.0710449,0.0002247742523,549.0710449,0.03980206698,
548.020813,-0.0004072541196,548.020813,0.03977542743,
546.9703369,-0.0004453725996,546.9703369,0.04011709243,
546.0697021,0.001145020709,546.0697021,0.04150049016,
545.0187988,-0.0001624817087,545.0187988,0.04210874438,
543.9675903,-0.0004813674605,543.9675903,0.04262146354,
543.0663452,-0.001351420651,543.0663452,0.04255267978,
542.0146484,-0.0007182073896,542.0146484,0.04368507862,
540.9627075,-0.0003142454952,540.9627075,0.0448378846,
540.0608521,0.0003557412128,540.0608521,0.04498689994,
539.0084229,0.0005801294465,539.0084229,0.04553787038,
537.9557495,-0.001394617022,537.9557495,0.04455380514,
537.0532837,-0.0009001053986,537.0532837,0.04500228912,
536.0001221,-0.0007160365349,536.0001221,0.0454126671,
534.9467163,0.0001801519247,534.9467163,0.04539510608,
534.0436401,-0.0001135727798,534.0436401,0.04552361369,
532.9897461,-0.0002853249316,532.9897461,0.04509053007,
531.9356689,-0.0003351457126,531.9356689,0.04468114674,
531.0319214,-0.0003248509311,531.0319214,0.04390694946,
529.977356,-0.0004767131177,529.977356,0.04309450835,
529.0732422,-0.0001352072431,529.0732422,0.04295565933,
528.0181885,0.0001626978919,528.0181885,0.04202752188,
526.9628906,0.0002596362028,526.9628906,0.04177026823,
526.0581665,5.604673788E-5,526.0581665,0.04012439027,
525.0023804,-0.0008597533451,525.0023804,0.03873950243,
523.9464111,-0.001477385056,523.9464111,0.03674957529,
523.0410767,-6.647007831E-5,523.0410767,0.03750469908,
521.9846191,-0.0002609039366,521.9846191,0.03611636907,
520.9279175,-4.286504918E-5,520.9279175,0.03551197797,
520.0219727,-3.520349128E-5,520.0219727,0.03464941308,
518.9647827,0.0002669404785,518.9647827,0.03376393393,
518.0584717,-0.0001711243094,518.0584717,0.03335876763,
517.0008545,-0.001399158267,517.0008545,0.03086440451,
515.9429932,-0.0001903754455,515.9429932,0.03114086203,
515.0360718,-0.00115019409,515.0360718,0.02977474779,
513.9777222,-0.0006380860577,513.9777222,0.0292983409,
513.0704346,0.0003654047032,513.0704346,0.02952082455,
512.0116577,-0.0008750989218,512.0116577,0.02867092192,
510.9526672,-9.535343997E-5,510.9526672,0.02961315401,
510.0447693,-9.069496446E-5,510.0447693,0.02808353677,
508.985321,-0.0001365011412,508.985321,0.02725495957,
507.9256287,-0.0003948920639,507.9256287,0.02706966922,
507.0171204,-0.0001671911741,507.0171204,0.02650100738,
505.9570007,-0.000333335076,505.9570007,0.02674094774,
505.0481262,-0.0003012082016,505.0481262,0.02651933208,
503.9875488,-6.854063395E-5,503.9875488,0.02611588873,
502.9267273,-0.0001719523279,502.9267273,0.0258395616,
502.0172729,-0.000268147618,502.0172729,0.02548813447,
500.9560242,-0.0004769199877,500.9560242,0.02527563646,
500.0462036,-0.0005144118331,500.0462036,0.02461468242,
498.9844971,-0.0006479081931,498.9844971,0.02475433983,
498.0742798,0.0001915725297,498.0742798,0.02495811135,
497.012146,-9.079848678E-5,497.012146,0.02502188832,
495.9497986,-1.962112037E-5,495.9497986,0.02517141402,
495.0390015,0.000302712433,495.0390015,0.02504920028,
493.9762268,0.0002675621072,493.9762268,0.02516858838,
493.0650635,5.669397069E-5,493.0650635,0.02503565326,
492.0018311,-0.0003693392209,492.0018311,0.02517166175,
490.9383545,-3.608354018E-5,490.9383545,0.02523075044,
490.0266418,-0.0002583686437,490.0266418,0.02486438118,
488.9627686,-0.0004831774568,488.9627686,0.02444053628,
488.0506592,-0.000238447843,488.0506592,0.02539470233,
486.9863586,-0.0002114368835,486.9863586,0.02517248318,
486.0738831,-0.0009116781293,486.0738831,0.02521382459,
485.0091553,-9.556047735E-5,485.0091553,0.02569301985,
483.9441833,0.0005970299826,483.9441833,0.02665371448,
483.0311584,-0.0007251849747,483.0311584,0.02566165663,
481.9657593,-0.00035713127,481.9657593,0.0262927711,
481.0523682,-9.131609841E-5,481.0523682,0.0267087929,
479.9865417,-0.0001043079246,479.9865417,0.02684887871,
479.0728149,-0.0001776966965,479.0728149,0.0269985944,
478.0065918,-0.0002527805627,478.0065918,0.02764020674,
476.9401245,-0.0004838497553,476.9401245,0.02807086147,
476.0258179,-0.0004444416845,476.0258179,0.02821323648,
474.9589233,-0.001742714434,474.9589233,0.02777352929,
474.044281,-0.0004033748701,474.044281,0.02969577163,
472.9769897,0.0002449244203,472.9769897,0.03118630685,
472.0619812,-0.0005756845931,472.0619812,0.03138930723,
470.9942627,-0.0002094187512,470.9942627,0.03255899623,
469.9263306,0.0003839550482,469.9263306,0.03302262723,
469.0108032,6.367994956E-6,469.0108032,0.03426215798,
467.9424438,-0.000226805394,467.9424438,0.03485311195,
467.0265503,3.046885286E-5,467.0265503,0.03571532667,
465.9577942,0.0009146854864,465.9577942,0.03752177209,
465.0415344,0.0001906143298,465.0415344,0.03880632669,
463.9723816,0.000148559091,463.9723816,0.04094278067,
463.0557861,-0.0003063817567,463.0557861,0.04234970361,
461.9862061,0.0007175302017,461.9862061,0.04429920763,
461.0692749,0.0007904220838,461.0692749,0.04573984072,
459.9992981,-0.0006160113844,459.9992981,0.04668884352,
458.9291077,0.0001560427627,458.9291077,0.05128746107,
458.0116272,-0.0001929111604,458.0116272,0.05326577276,
456.94104,0.0004360090825,456.94104,0.05597269163,
456.0232239,1.322793105E-5,456.0232239,0.05885422975,
454.95224,-0.0003478715953,454.95224,0.06091671064,
454.0340576,-0.0005760465283,454.0340576,0.06364617497,
452.962677,-0.0001877362374,452.962677,0.06727355719,
452.0441589,-0.0001869599801,452.0441589,0.07046169788,
450.9723816,2.32203347E-5,450.9723816,0.07550950348,
450.0535583,-3.856838157E-5,450.0535583,0.077188842,
448.9813538,-0.0006626409595,448.9813538,0.08232498914,
448.0621948,0.0001145087299,448.0621948,0.08743311465,
446.989624,-6.33124655E-5,446.989624,0.09297855943,
446.0700989,-0.0004374078417,446.0700989,0.09776087105,
444.9971313,-0.0001941531227,444.9971313,0.1037141532,
443.9239502,-8.386972695E-6,443.9239502,0.1106761321,
443.0039368,-0.000125891107,443.0039368,0.1181448996,
441.9303589,-0.0006949478993,441.9303589,0.1269252747,
441.0100098,-0.0006243347307,441.0100098,0.1351150423,
439.9360657,-6.72465394E-5,439.9360657,0.1469495744,
439.0153809,-0.0003077786241,439.0153809,0.1553329676,
437.94104,-0.0001614466601,437.94104,0.1692115664,
437.0200195,-6.859240239E-5,437.0200195,0.1852439493,
435.945282,-0.0006120822509,435.945282,0.2001025677,
435.0239563,5.565518677E-6,435.0239563,0.2172469944,
433.9488525,-0.000122061072,433.9488525,0.2345786095,
433.0271606,-0.0006790273474,433.0271606,0.254376471,
431.9516907,-0.001071856706,431.9516907,0.2755625248,
431.0296936,-0.0003280066303,431.0296936,0.301196903,
429.9538269,3.624050578E-6,429.9538269,0.3251196146,
429.0315247,-0.0001568923908,429.0315247,0.34401384,
427.9552917,0.0007902146317,427.9552917,0.3706544042,
427.0326538,-0.0001767134381,427.0326538,0.389927119,
425.9560242,0.0003037227143,425.9560242,0.4162356555,
425.0330811,-0.0001973097969,425.0330811,0.4315269291,
423.9560852,-0.0008625951596,423.9560852,0.4521531463,
423.0328064,-0.0003222642408,423.0328064,0.4643996656,
421.9554443,-0.0006486319471,421.9554443,0.4761323333,
421.0318604,-0.0003012082016,421.0318604,0.4842630625,
419.9541321,0.0003189545532,419.9541321,0.4878419638,
419.0302124,0.001074041473,419.0302124,0.4869593978,
417.9521484,-3.727419607E-5,417.9521484,0.4811401665,
417.0278931,0.0008288047975,417.0278931,0.4755929112,
415.9494629,-9.918370051E-5,415.9494629,0.4622483552,
415.0249023,-0.0003980472684,415.0249023,0.4459764957,
413.946106,2.995109753E-5,413.946106,0.4301246107,
413.0212402,7.378127339E-5,413.0212402,0.4158658981,
411.9420776,0.0001423961658,411.9420776,0.39577806,
411.0169067,0.0007186192088,411.0169067,0.379329443,
409.9373779,-0.0003521134786,409.9373779,0.3575325012,
409.0119019,-0.0003967541561,409.0119019,0.34256199,
407.9320068,-0.0004820914473,407.9320068,0.3232726753,
407.0062256,0.000785676355,407.0062256,0.3119308949,
405.9259644,-0.000232549035,405.9259644,0.2949228883,
404.9998779,-3.722242764E-5,404.9998779,0.2805365324,
404.0736694,-0.0002112816437,404.0736694,0.2684042454,
402.9928894,0.0002905636211,402.9928894,0.2541420758,
402.0663452,-0.0005716000451,402.0663452,0.2464203835,
400.9852295,-0.0002731146233,400.9852295,0.2360447049,
400.0584106,-0.000679492543,400.0584106,0.2253707349,
398.9769287,-4.296858242E-5,398.9769287,0.2141738981,
398.0498047,-0.0004239087575,398.0498047,0.2063257545,
396.9679871,-0.0001819402387,396.9679871,0.1985521913,
396.0405579,0.0002680024481,396.0405579,0.1892151088,
394.958374,0.0001158810555,394.958374,0.1811109483,
394.0306702,-0.0006718938821,394.0306702,0.172194317,
392.9481506,0.0001866261591,392.9481506,0.1672558188,
392.0201111,-0.0001643965516,392.0201111,0.1624244153,
390.9372559,-6.036188279E-5,390.9372559,0.1553201526,
390.0089417,-0.000166363141,390.0089417,0.1492072344,
388.9257507,0.0001971664024,388.9257507,0.1445206702,
387.9971619,-0.0005288388347,387.9971619,0.1408063918,
387.0684204,1.133820206E-5,387.0684204,0.1360728741,
385.9847107,-0.0001245454187,385.9847107,0.1323359758,
385.0556946,0.000708662672,385.0556946,0.1290798783,
383.9716492,-0.0002679923782,383.9716492,0.1256850958,
383.0423279,-0.0008682787302,383.0423279,0.1233218089,
381.9579468,1.874184636E-5,381.9579468,0.1223552823,
381.0283508,-0.0003960299946,381.0283508,0.1194681153,
379.943634,-0.0007610016037,379.943634,0.1177735701,
379.0137634,-0.0005954865483,379.0137634,0.1177470535,
377.9287109,5.338014671E-5,377.9287109,0.1170945913,
376.9985352,0.0006508724182,376.9985352,0.1173952594,
376.0682373,-0.0001412626443,376.0682373,0.1171138436,
374.9827271,-0.0002152143861,374.9827271,0.1177485138,
374.052124,-0.0003178668849,374.052124,0.1169892177,
372.9662781,-0.0002422250982,372.9662781,0.1180160046,
372.0354004,-0.0001128999211,372.0354004,0.1195149124,
370.9492493,0.000437796989,370.9492493,0.1203305125,
370.0180969,0.0003949923557,370.0180969,0.1218270287,
368.9315796,0.0003706121934,368.9315796,0.1231617704,
368.0001831,0.0002900714753,368.0001831,0.1254341602,
367.068634,-6.543479685E-5,367.068634,0.1264241934,
365.9816589,0.000202086987,365.9816589,0.1276484579,
365.0498352,-0.0002789611171,365.0498352,0.1290238202,
363.9625244,0.0001738331775,363.9625244,0.1322551668,
363.030426,-0.0008269419195,363.030426,0.1305430532,
361.9428406,-7.169821038E-5,361.9428406,0.1319395155,
361.0104675,-0.0005314243026,361.0104675,0.13265948,
359.9225159,0.0003629434505,359.9225159,0.1336010247,
358.9898987,0.0005186761264,358.9898987,0.1339748949,
358.0571289,-0.0007608465385,358.0571289,0.1340061277,
356.96875,-0.0007374343113,356.96875,0.1322999597,
356.0357056,-0.0007010471309,356.0357056,0.1314549744,
354.9470215,-7.806506619E-5,354.9470215,0.1307013631,
354.0137024,-0.0007148994482,354.0137024,0.1285433769,
352.9247131,-0.000454837078,352.9247131,0.1261081398,
351.9911194,4.103119863E-5,351.9911194,0.1255949736,
351.0574341,-0.0001548222644,351.0574341,0.1233378649,
349.9679871,-0.000163982535,349.9679871,0.1207474843,
349.0340271,-0.000151613538,349.0340271,0.1190918386,
347.9442749,5.498527753E-5,347.9442749,0.1155275255,
347.0100708,-0.000121957557,347.0100708,0.113728568,
346.0757141,0.0002038739622,346.0757141,0.1115723625,
344.9855347,-0.0004879351472,344.9855347,0.1094122007,
344.0509338,0.0007728916244,344.0509338,0.107294634,
342.9604187,4.644190994E-5,342.9604187,0.1037350893,
342.0255737,-0.0004822983174,342.0255737,0.1016976014,
340.9347534,-0.0009666444967,340.9347534,0.09853236377,
339.9996643,-0.00042504663,339.9996643,0.09683921188,
339.0644226,-0.0001462311047,339.0644226,0.09407351911,
337.973175,-0.0004342529282,337.973175,0.09143176675,
337.0377197,-0.0005274944124,337.0377197,0.0890949443,
335.946167,-0.0001804394851,335.946167,0.08521226048,
335.010437,0.0003310523753,335.010437,0.08399108797,
334.074585,-0.000589799427,334.074585,0.08223435283,
332.9826355,-0.0005279080942,332.9826355,0.07929191738,
332.0465393,-0.0001928076526,332.0465393,0.07671851665,
330.9542847,1.115699524E-5,330.9542847,0.0731401816,
330.0179138,-0.0003497856087,330.0179138,0.07201913744,
328.9253845,0.0005448011216,328.9253845,0.07035429776,
327.9888,-0.000213506748,327.9888,0.06795471162,
327.0520935,-0.0005242884508,327.0520935,0.06480489671,
325.9591064,-0.0005084650475,325.9591064,0.06340719014,
325.0221558,-0.0008201726596,325.0221558,0.06142222881,
323.928894,-0.000523667899,323.928894,0.06009973213,
322.9916992,-0.001042160206,322.9916992,0.05843448266,
322.0544128,-0.0003623559023,322.0544128,0.05649267882,
320.9607544,-0.0008365014219,320.9607544,0.05480948463,
320.0231934,-0.00021661153,320.0231934,0.05449712276,
318.9292603,-0.0001287377236,318.9292603,0.05355868489,
317.9914551,-0.0006225253455,317.9914551,0.05266546085,
317.0535583,8.815067122E-5,317.0535583,0.05215409026,
315.959198,-7.402755728E-5,315.959198,0.05237802863,
315.0210876,-0.0007992440951,315.0210876,0.0517606549,
