baseline,,bm3heme5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
561.0549927,-0.0005277012242,561.0549927,0.05565863848,
560.0077515,3.083128104E-5,560.0077515,0.05463569239,
558.9602661,9.822247375E-5,558.9602661,0.05457551405,
558.0621948,-0.0002810306614,558.0621948,0.05290273204,
557.0142212,0.0007659159601,557.0142212,0.05271336064,
555.9659424,0.0002031747135,555.9659424,0.05216325819,
555.0672607,-0.0005743920337,555.0672607,0.05117456615,
554.0185547,-8.360362699E-5,554.0185547,0.0512740314,
552.9695435,-6.812652282E-5,552.9695435,0.0509169884,
552.0701904,0.0004556766944,552.0701904,0.05118886381,
551.020752,-0.0001821989863,551.020752,0.05167743564,
549.9710083,0.0004021175264,549.9710083,0.05214597657,
549.0710449,-6.967943773E-5,549.0710449,0.05190786347,
548.020813,-0.0002490551269,548.020813,0.05259147286,
546.9703369,1.692975275E-5,546.9703369,0.05329617858,
546.0697021,0.0006276703789,546.0697021,0.05417425185,
545.0187988,0.0002330103307,545.0187988,0.05574106798,
543.9675903,0.0004259553389,543.9675903,0.05584017187,
543.0663452,-0.0003443021851,543.0663452,0.05609644577,
542.0146484,-0.0007531976444,542.0146484,0.05684197322,
540.9627075,-0.0003418190754,540.9627075,0.05780413002,
540.0608521,-0.000667655142,540.0608521,0.05771107972,
539.0084229,-0.0001173511264,539.0084229,0.05890966207,
537.9557495,5.410504309E-5,537.9557495,0.05894361064,
537.0532837,-0.0005375775509,537.0532837,0.05872414634,
536.0001221,-0.001001717988,536.0001221,0.05817667767,
534.9467163,0.0001679288544,534.9467163,0.0585674718,
534.0436401,6.417605618E-5,534.0436401,0.0588818863,
532.9897461,-0.0001903754455,532.9897461,0.05830230564,
531.9356689,-0.0003437848645,531.9356689,0.05735928193,
531.0319214,-0.0005949695478,531.0319214,0.05652378127,
529.977356,2.1356449E-5,529.977356,0.0566624701,
529.0732422,-0.0002851179743,529.0732422,0.0557083115,
528.0181885,-0.0003137281456,528.0181885,0.05463146418,
526.9628906,-0.0003905471531,526.9628906,0.05329167098,
526.0581665,-2.210605453E-5,526.0581665,0.05304924771,
525.0023804,-0.0003019842261,525.0023804,0.05086139962,
523.9464111,0.0005000681849,523.9464111,0.05038482323,
523.0410767,-0.0005798725761,523.0410767,0.04936478287,
521.9846191,-0.0006350877229,521.9846191,0.04769249633,
520.9279175,-0.001335988636,520.9279175,0.04564669728,
520.0219727,-0.0002136102412,520.0219727,0.04535266012,
518.9647827,0.0003421142465,518.9647827,0.04526307434,
518.0584717,-3.520349128E-5,518.0584717,0.04414701834,
517.0008545,-0.0007130904123,517.0008545,0.0421255976,
515.9429932,-0.0005410420126,515.9429932,0.04121904075,
515.0360718,-0.0002158353309,515.0360718,0.04156811163,
513.9777222,-0.0005835951306,513.9777222,0.03959833086,
513.0704346,-0.0004756788258,513.0704346,0.03916085511,
512.0116577,-0.0002544362796,512.0116577,0.03886325285,
510.9526672,-0.0003121760965,510.9526672,0.03823187947,
510.0447693,-0.0006151325069,510.0447693,0.03729921579,
508.985321,-0.001245192019,508.985321,0.03600729257,
507.9256287,-0.0003962886403,507.9256287,0.03605246171,
507.0171204,-8.463886479E-5,507.0171204,0.03585739061,
505.9570007,-0.0002931890194,505.9570007,0.03581539169,
505.0481262,-6.429598579E-5,505.0481262,0.03576015681,
503.9875488,-0.000533440907,503.9875488,0.03472203389,
502.9267273,0.0001544890547,502.9267273,0.03519367799,
502.0172729,1.087224246E-5,502.0172729,0.03455914557,
500.9560242,-0.0006587122916,500.9560242,0.03424932808,
500.0462036,-0.0002290821576,500.0462036,0.03528621048,
498.9844971,-8.965974121E-5,498.9844971,0.0346397981,
498.0742798,-0.0001427117822,498.0742798,0.03513088822,
497.012146,-0.000346630055,497.012146,0.03458235785,
495.9497986,0.0001563535043,495.9497986,0.03425930068,
495.0390015,-0.0003140385379,495.0390015,0.03453307971,
493.9762268,-0.0006267645513,493.9762268,0.03389456123,
493.0650635,0.0005135445972,493.0650635,0.03413195536,
492.0018311,-0.0003587865795,492.0018311,0.03464885429,
490.9383545,0.0007038399926,490.9383545,0.03520333394,
490.0266418,-0.0003023463942,490.0266418,0.03417623043,
488.9627686,0.0003222963132,488.9627686,0.03530297056,
488.0506592,-0.0006771664484,488.0506592,0.0344850421,
486.9863586,0.000438963034,486.9863586,0.03528651968,
486.0738831,-9.836556274E-6,486.0738831,0.03464742377,
485.0091553,-0.0007885468658,485.0091553,0.03542071953,
483.9441833,7.351677141E-6,483.9441833,0.03590158746,
483.0311584,-0.0001426082745,483.0311584,0.03618416935,
481.9657593,-0.0001115024352,481.9657593,0.03643317893,
481.0523682,-0.0001644482982,481.0523682,0.03670636192,
479.9865417,-6.621125794E-5,479.9865417,0.03712726757,
479.0728149,-0.0009196341853,479.0728149,0.03631968796,
478.0065918,-0.0002926199231,478.0065918,0.0377779603,
476.9401245,-0.0001697787666,476.9401245,0.03873913363,
476.0258179,0.0005876205396,476.0258179,0.03906404227,
474.9589233,-0.001184891444,474.9589233,0.03850118816,
474.044281,-0.0004668354231,474.044281,0.04006687179,
472.9769897,-0.0004189951869,472.9769897,0.04107043147,
472.0619812,0.0004691517388,472.0619812,0.04224903509,
470.9942627,-0.001263156766,470.9942627,0.04144657776,
469.9263306,-0.0007130904123,469.9263306,0.04361958802,
469.0108032,-0.00112618308,469.0108032,0.04403945804,
467.9424438,-0.0004960541264,467.9424438,0.04600049555,
467.0265503,-0.0003023981117,467.0265503,0.04761455581,
465.9577942,-0.0003685632837,465.9577942,0.04909013212,
465.0415344,-0.0006124958745,465.0415344,0.05051667616,
463.9723816,-0.0001170923351,463.9723816,0.0533449389,
463.0557861,-9.048791981E-5,463.0557861,0.0548017025,
461.9862061,0.0008857627399,461.9862061,0.05714944378,
461.0692749,4.271394937E-5,461.0692749,0.05886166915,
459.9992981,-0.0002203889744,459.9992981,0.0613553822,
458.9291077,-0.0002264431823,458.9291077,0.06486698985,
458.0116272,-9.721681272E-5,458.0116272,0.06748713553,
456.94104,-0.0009048068314,456.94104,0.06974665821,
456.0232239,-0.0001199390172,456.0232239,0.07314805686,
454.95224,-0.0002808754507,454.95224,0.0762771368,
454.0340576,-0.0005722721689,454.0340576,0.07937410474,
452.962677,-0.0004313048557,452.962677,0.0837077722,
452.0441589,-0.0002312036813,452.0441589,0.08774421364,
450.9723816,-0.0007093172171,450.9723816,0.09202219546,
450.0535583,9.902512102E-5,450.0535583,0.09660443664,
448.9813538,-0.0006368453614,448.9813538,0.1009731516,
448.0621948,-0.0002292373974,448.0621948,0.1070169434,
446.989624,-3.19938772E-5,446.989624,0.1130684391,
446.0700989,4.426522992E-6,446.0700989,0.1193470731,
444.9971313,0.000184891047,444.9971313,0.1264791936,
443.9239502,0.0004136735224,443.9239502,0.1347849071,
443.0039368,-0.0003562518687,443.0039368,0.1431108713,
441.9303589,5.268114182E-5,441.9303589,0.1538363248,
441.0100098,-0.0002495208173,441.0100098,0.1628476083,
439.9360657,-0.0001395029685,439.9360657,0.1768187732,
439.0153809,-0.0007127802819,439.0153809,0.1861133575,
437.94104,0.000101640202,437.94104,0.2017054409,
437.0200195,-0.000595228048,437.0200195,0.2175853848,
435.945282,-0.0002207512007,435.945282,0.238567993,
435.0239563,-0.0001346379286,435.0239563,0.2572362721,
433.9488525,-0.0004400455509,433.9488525,0.2798833251,
433.0271606,-0.0004562334507,433.0271606,0.3004654646,
431.9516907,-0.0001114506813,431.9516907,0.3284493685,
431.0296936,-0.0001926524128,431.0296936,0.3544971645,
429.9538269,-5.673833584E-5,429.9538269,0.3826665282,
429.0315247,-0.0003805640445,429.0315247,0.4042284191,
427.9552917,-0.0003663907119,427.9552917,0.4314342737,
427.0326538,1.26843097E-5,427.0326538,0.4570354819,
425.9560242,-0.0003202466469,425.9560242,0.4854429066,
425.0330811,-1.439235984E-5,425.0330811,0.5056948662,
423.9560852,-0.001465001842,423.9560852,0.5291496515,
423.0328064,-0.0004624394933,423.0328064,0.5432291627,
421.9554443,-0.0003075199493,421.9554443,0.5568996072,
421.0318604,4.965212429E-5,421.0318604,0.5672802925,
419.9541321,9.422594303E-6,419.9541321,0.5705603957,
419.0302124,-0.0002592999663,419.0302124,0.5688999295,
417.9521484,4.478295523E-6,417.9521484,0.5639927983,
417.0278931,-0.0003462162276,417.0278931,0.5554415584,
415.9494629,-0.0005628102808,415.9494629,0.5397254825,
415.0249023,-6.989155281E-6,415.0249023,0.5228189826,
413.946106,-0.0002226657816,413.946106,0.5048993826,
413.0212402,-0.001100208494,413.0212402,0.4898751974,
411.9420776,-0.000464146171,411.9420776,0.4662208855,
411.0169067,-0.0002250978141,411.0169067,0.4478158951,
409.9373779,-0.0001155395948,409.9373779,0.422899276,
409.0119019,-0.0003633904562,409.0119019,0.4052810967,
407.9320068,-0.0003987714008,407.9320068,0.3822876811,
407.0062256,-0.00037859843,407.0062256,0.3681104481,
405.9259644,-0.0001613431523,405.9259644,0.3506914377,
404.9998779,-0.0003889436484,404.9998779,0.3333381414,
404.0736694,-0.0006223702221,404.0736694,0.3175402284,
402.9928894,-0.0008021379472,402.9928894,0.3024701774,
402.0663452,-0.0004543715913,402.0663452,0.2919268608,
400.9852295,-0.0001942566305,400.9852295,0.2794401944,
400.0584106,-0.0002378786594,400.0584106,0.2667987943,
398.9769287,-0.0003396463871,398.9769287,0.2548962533,
398.0498047,-0.0006814568187,398.0498047,0.245138973,
396.9679871,0.0001242186408,396.9679871,0.2353288233,
396.0405579,-0.0005632239045,396.0405579,0.2270254642,
394.958374,-8.717519086E-5,394.958374,0.2183191925,
394.0306702,-0.000465904508,394.0306702,0.2085351795,
392.9481506,-0.0004028058902,392.9481506,0.2021139711,
392.0201111,-0.001362568582,392.0201111,0.1935221255,
390.9372559,-8.184371836E-5,390.9372559,0.1876504272,
390.0089417,-0.0002259774774,390.0089417,0.181393221,
388.9257507,-9.876962577E-5,388.9257507,0.1738461852,
387.9971619,-0.0002059516992,387.9971619,0.1697629541,
387.0684204,-0.000125528808,387.0684204,0.1653402001,
385.9847107,-0.000311400072,385.9847107,0.1604120284,
385.0556946,-0.0001341203752,385.0556946,0.156560868,
383.9716492,-0.0002206477075,383.9716492,0.1532101482,
383.0423279,-0.0004604225396,383.0423279,0.1502064764,
381.9579468,-0.0005038109957,381.9579468,0.1479488611,
381.0283508,-0.0007266838802,381.0283508,0.1457290202,
379.943634,-0.000533440907,379.943634,0.1440768838,
379.0137634,-0.0008495226502,379.0137634,0.1426598579,
377.9287109,-0.0006185445818,377.9287109,0.1423749328,
376.9985352,-0.0005991056096,376.9985352,0.1420739591,
376.0682373,-0.001082185423,376.0682373,0.1416013241,
374.9827271,-0.0003206087858,374.9827271,0.1427821964,
374.052124,-0.0002780298237,374.052124,0.1435091347,
372.9662781,-0.0004020300403,372.9662781,0.1435360759,
372.0354004,-0.000399081764,372.0354004,0.1444625705,
370.9492493,-0.0006336402148,370.9492493,0.1449480802,
370.0180969,0.0003088258381,370.0180969,0.147561118,
368.9315796,-0.0003348353202,368.9315796,0.1487505287,
368.0001831,-0.0003586831444,368.0001831,0.1508816034,
367.068634,-0.000581113447,367.068634,0.1524175555,
365.9816589,-0.000560586981,365.9816589,0.1539286673,
365.0498352,-0.0003764776047,365.0498352,0.1557213962,
363.9625244,-0.0003825813765,363.9625244,0.1571708769,
363.030426,-0.0002686132502,363.030426,0.1585691422,
361.9428406,-0.0001690024801,361.9428406,0.1598349363,
361.0104675,-0.0001417284366,361.0104675,0.1600530893,
359.9225159,-0.0003261442471,359.9225159,0.1603763402,
358.9898987,-0.001136510517,358.9898987,0.1600019336,
358.0571289,-0.0005227888469,358.0571289,0.1595175415,
356.96875,-0.0006128060631,356.96875,0.1591751724,
356.0357056,-0.0002945859451,356.0357056,0.1586062461,
354.9470215,0.0002579785069,354.9470215,0.1570599973,
354.0137024,-0.0008690537652,354.0137024,0.1546413004,
352.9247131,-0.0001670876663,352.9247131,0.1537373364,
351.9911194,-0.001019279589,351.9911194,0.1507209092,
351.0574341,-0.000722445664,351.0574341,0.1480699182,
349.9679871,-0.001128558419,349.9679871,0.1449156255,
349.0340271,-0.0006718938821,349.0340271,0.1433832049,
347.9442749,-0.0001283236779,347.9442749,0.1401512027,
347.0100708,-0.0002362228697,347.0100708,0.1379898936,
346.0757141,3.106317195E-7,346.0757141,0.1362534463,
344.9855347,-0.0009020169382,344.9855347,0.1322738379,
344.0509338,-0.0002918956161,344.0509338,0.130277589,
342.9604187,-0.001207247027,342.9604187,0.1259239316,
342.0255737,5.829911242E-5,342.0255737,0.1240410432,
340.9347534,4.180785254E-5,340.9347534,0.1212421581,
339.9996643,-0.0005090855993,339.9996643,0.1184093356,
339.0644226,-0.0004690075002,339.0644226,0.1155777201,
337.973175,-0.0006615036982,337.973175,0.1128127053,
337.0377197,0.0003561298072,337.0377197,0.1099918112,
335.946167,-0.001144565758,335.946167,0.1060679182,
335.010437,0.0001737813873,335.010437,0.1036292613,
334.074585,0.0001558096992,334.074585,0.1007195413,
332.9826355,-0.0003002769372,332.9826355,0.09754746407,
332.0465393,-0.0005745988456,332.0465393,0.09525600821,
330.9542847,-0.0009432432707,330.9542847,0.09114771336,
330.0179138,-0.0006804229924,330.0179138,0.09046470374,
328.9253845,-0.0003884264152,328.9253845,0.08670768887,
327.9888,-0.0007610016037,327.9888,0.08438104391,
327.0520935,-0.0002091600181,327.0520935,0.08270694315,
325.9591064,-0.0001402792841,325.9591064,0.08011574298,
325.0221558,-0.0005292008282,325.0221558,0.07797884941,
323.928894,-0.0002785989491,323.928894,0.07644864172,
322.9916992,-0.0004678180267,322.9916992,0.07388184965,
322.0544128,-0.0007208950701,322.0544128,0.07214014977,
320.9607544,-0.0007023910293,320.9607544,0.07097845525,
320.0231934,-0.0005840087542,320.0231934,0.06947713345,
318.9292603,-0.0004429418186,318.9292603,0.06813079864,
317.9914551,-0.0001301869052,317.9914551,0.06855445355,
317.0535583,-0.0006813017535,317.0535583,0.06717307121,
315.959198,9.343250713E-5,315.959198,0.06730749458,
315.0210876,-0.0002439843665,315.0210876,0.06719646603,
