ligand,km,vmax,rsq,protein_concentration,a420_max,auc,auc_cv,std_405,dd_soret,Triton  / %,DMSO /%,Arginine / mM,Glucose / mM,KPi / mM,KCl / mM,NaCl / mM,NH4 / mM,BSA /mg/ml,controls_ok,experiment_number,protein_days_thawed,centrifuge_rpm,centrifuge_minutes,well_volume,dispense_bulk
,,,,,0.09400000000000001,"[223.408  229.7055 224.473  227.21   233.4715 232.1845 224.2795 226.661
 226.222  226.8545 225.1925 222.8075 226.5805 228.866  223.7235 224.795 ]",0.013130820159482774,0.004942587041890784,,0.01,0,0,0,150,0,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.077,"[222.648  226.896  223.14   226.8695 224.858  224.8155 220.1615 224.0925
 224.2795 224.0915 224.3965 224.032  222.9185 222.5645 227.041  226.9725]",0.008249010053086012,0.0022472205054244222,,0.01,0,0,150,150,150,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.07400000000000001,"[223.3815 228.5415 227.059  223.2245 228.663  225.524  223.498  224.103
 223.7495 224.575  223.942  221.0425 222.5705 220.0795 222.6145 224.412 ]",0.010183108956408638,0.0031668859573193743,,0.01,0,150,0,0,150,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.076,"[220.6445 227.879  224.526  227.352  228.59   227.0205 226.4545 226.6785
 226.7105 227.273  222.9785 229.5515 230.258  221.0135 225.0705 222.5465]",0.012330536938887278,0.0038035071534922435,,0.01,0,150,150,0,0,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.099,"[228.082  225.557  227.767  227.1595 227.9045 230.065  225.2885 224.076
 224.8345 226.939  226.956  230.4035 233.607  227.274  226.3775 220.5855]",0.012410699183252234,0.0055737479909542635,,0.01,4,0,0,0,150,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.095,"[224.1405 226.276  222.034  227.829  229.289  226.4825 223.0705 226.148
 221.9395 225.1205 223.6    226.6265 221.8255 223.3235 229.689  221.0255]",0.011621584075946143,0.00577025418273176,,0.01,4,0,150,0,0,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.094,"[223.2615 222.834  228.413  229.4075 228.6255 223.0055 222.548  227.4065
 223.2675 226.884  222.208  227.7305 222.327  220.5915 222.008  222.9405]",0.012525364340115353,0.005018299844900994,,0.01,4,150,0,150,0,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.085,"[227.4905 230.4275 226.061  224.186  226.8025 219.462  222.5265 221.436
 224.3485 221.111  223.545  228.401  218.836  215.504  222.1185 215.7145]",0.018692043230041987,0.006148170459575759,,0.01,4,150,150,150,150,150,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.12000000000000001,"[227.8145 226.9795 231.6365 241.1805 237.2335 238.1575 234.3965 238.81
 243.3725 243.67   240.635  241.588  237.0795 239.092  237.3045 236.151 ]",0.02017592291064245,0.007330302403948515,,0.0,0,0,0,0,0,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.10500000000000001,"[223.2825 224.132  222.7885 230.7565 228.2915 231.2925 235.111  240.1085
 235.9985 241.397  232.627  236.776  235.7475 233.9035 236.997  244.614 ]",0.026533712552194798,0.005153882032022076,,0.0,0,0,150,0,150,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.255,"[223.7265 220.081  233.3915 243.5925 279.3625 299.3575 235.134  249.1545
 230.1775 234.086  248.645  234.2245 253.4295 267.405  226.4065 234.9605]",0.08518782170136646,0.04835631637473365,,0.0,0,150,0,150,150,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.199,"[217.432  221.851  230.6645 245.5005 272.377  268.5675 235.3125 238.422
 229.0435 223.3385 254.3615 232.9275 246.1255 261.0665 231.498  226.615 ]",0.06783592579370332,0.03291402943021916,,0.0,0,150,150,150,0,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.641,"[217.864  223.5915 225.0165 238.6625 449.6885 446.6985 265.904  232.1035
 222.604  242.7795 266.8565 314.2325 232.6805 357.2885 224.329  226.4275]",0.27433035798871597,0.20237720556755728,,0.0,4,0,0,150,150,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.6789999999999999,"[220.309  214.0255 219.1235 261.7565 465.0855 403.62   225.8375 230.355
 230.0605 222.6925 239.4155 251.583  233.959  345.805  221.7515 224.454 ]",0.2745447937584647,0.19494416935796427,,0.0,4,0,150,150,0,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.195,"[215.865  215.9115 225.6725 237.382  281.4075 275.0575 241.5595 236.698
 225.2705 221.875  233.5195 246.26   251.435  242.6245 224.4465 223.0605]",0.07821171987999373,0.039750838565578296,,0.0,4,150,0,0,0,150,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.31499999999999995,"[218.2645 224.7765 233.3005 238.0085 261.637  330.1505 239.1565 231.9445
 230.686  223.002  296.6285 244.371  242.474  253.83   224.6815 222.328 ]",0.11829097220806294,0.06806146119501108,,0.0,4,150,150,0,150,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.099,"[225.9125 223.7705 223.3115 229.952  226.8505 226.482  228.8935 231.8935
 226.2705 229.5415 233.003  226.6255 229.635  231.5525 224.1305 224.942 ]",0.012890698030877987,0.003245509718570159,,0.01,0,0,0,150,0,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.093,"[220.8235 222.4445 220.7435 225.923  230.4345 219.5935 224.8095 233.26
 229.662  228.603  232.394  232.7715 233.302  229.674  226.0185 226.4215]",0.019936651116740842,0.003198306843732584,,0.01,0,0,150,150,150,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.085,"[220.3915 221.0695 220.635  231.332  228.8175 219.064  228.7685 232.8855
 224.7495 228.8325 230.5735 231.414  228.017  225.9515 229.907  223.066 ]",0.019307755175413895,0.003511884584284247,,0.01,0,150,0,0,150,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.08499999999999999,"[219.2045 219.3315 225.228  224.2185 222.362  223.4885 224.4785 231.385
 226.643  229.036  230.5945 231.26   227.0355 228.902  224.709  221.8605]",0.01678803673236682,0.002821790211904492,,0.01,0,150,150,0,0,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.08900000000000001,"[217.476  223.4105 223.2665 222.766  223.091  222.7595 226.9845 229.8155
 223.639  219.503  229.92   226.6825 223.2825 226.89   224.3465 224.1655]",0.014131244843065058,0.0042578359135441906,,0.01,4,0,0,0,150,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.092,"[220.866  220.6215 223.4775 227.9265 218.937  221.889  224.6515 224.4865
 228.12   222.035  225.265  226.8755 220.422  227.1795 226.675  221.5605]",0.012922290926193864,0.004250490167812024,,0.01,4,0,150,0,0,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.1,"[221.023  216.9515 216.3045 224.381  241.446  220.1415 224.4655 221.739
 221.8475 223.528  225.077  221.5745 220.981  222.239  216.6825 222.791 ]",0.024839367825339506,0.016443843832875574,,0.01,4,150,0,150,0,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.08299999999999999,"[223.8725 220.393  221.411  219.576  230.9045 221.817  224.5745 222.4075
 214.246  215.815  219.813  220.948  220.2135 221.99   221.1125 225.4665]",0.016555922974878606,0.013445569282605081,,0.01,4,150,150,150,150,150,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.10800000000000001,"[241.461  242.989  245.7555 251.1125 248.097  250.804  246.8675 246.879
 248.248  249.38   243.102  249.7395 246.3785 243.6965 244.1725 244.2715]",0.0116765965790271,0.006631993164451641,,0.0,0,0,0,0,0,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.1,"[237.689  238.8875 241.433  242.8885 243.169  241.9865 247.3715 242.4315
 244.109  246.931  238.7875 242.3005 239.323  240.659  239.2585 249.8085]",0.013641773298552215,0.0046457866215887855,,0.0,0,0,150,0,150,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.172,"[239.683  236.157  246.511  248.7765 267.068  274.5575 247.746  248.391
 240.589  242.257  245.7945 244.6105 250.042  253.247  237.082  243.668 ]",0.03977072157144669,0.021135179992924913,,0.0,0,150,0,150,150,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.145,"[238.4535 235.44   240.068  254.1325 262.8885 261.314  248.434  246.252
 244.8585 234.1375 248.5415 235.4235 246.6665 253.019  238.6105 240.3645]",0.03510138778118452,0.015708675946749937,,0.0,0,150,150,150,0,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.321,"[238.9465 232.917  236.9515 244.2115 347.6705 341.847  263.9245 236.931
 235.4395 242.1265 264.165  277.6515 240.463  302.7745 233.7225 235.47  ]",0.14090153248131812,0.09141188835886355,,0.0,4,0,0,150,150,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.311,"[233.252  233.2295 234.2255 264.163  341.7    317.704  239.8365 239.09
 236.1345 235.7575 249.7125 258.792  242.858  298.23   237.275  233.9125]",0.12704007215283278,0.08172474125583594,,0.0,4,0,150,150,0,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.132,"[234.882  231.675  237.1075 240.175  263.566  259.6145 245.794  241.3985
 233.6165 232.256  236.488  243.687  240.7345 238.0835 235.0035 229.9885]",0.0380130204418443,0.017276187851104963,,0.0,4,150,0,0,0,150,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.2,"[236.4095 239.494  244.6195 247.068  246.6435 289.549  248.326  238.333
 236.1745 231.72   270.5385 248.403  238.679  243.6855 236.5835 237.034 ]",0.05783670071625035,0.034093437785004906,,0.0,4,150,150,0,150,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.10200000000000001,"[233.1975 237.017  238.222  236.765  238.911  238.382  242.2145 242.91
 233.845  243.513  241.585  239.8395 240.343  235.849  237.776  234.1135]",0.013054919804044164,0.005315072906367329,,0.01,0,0,0,150,0,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.099,"[236.4375 235.9685 238.8755 236.2535 241.581  237.079  238.126  236.2265
 234.137  235.3115 234.44   238.6155 236.4005 236.293  234.1555 232.7335]",0.008859708136154753,0.005218157401484421,,0.01,0,0,150,150,150,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.08099999999999999,"[233.3785 231.585  235.1095 237.8005 237.6115 235.8125 238.912  238.408
 236.0315 239.0735 237.0025 234.9085 236.5705 237.093  236.881  230.8015]",0.009946820568792038,0.0025355801440038674,,0.01,0,150,0,0,150,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.08199999999999999,"[239.7515 235.481  234.8975 236.889  238.225  235.4055 240.4195 235.0735
 235.257  237.9085 233.105  240.669  235.148  238.9785 238.3485 235.766 ]",0.009252611399856506,0.002701080030901221,,0.01,0,150,150,0,0,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.08700000000000001,"[233.8235 237.933  234.6675 237.889  236.038  235.499  235.216  234.585
 235.9445 235.467  232.7225 232.101  236.056  235.811  237.813  232.9355]",0.007313279602778694,0.004077887525014229,,0.01,4,0,0,0,150,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.08700000000000001,"[235.86   235.715  233.9885 232.918  237.469  232.9865 236.869  234.533
 238.9555 231.6905 234.4005 235.725  238.707  237.339  236.865  232.7195]",0.009073439677799638,0.003827531841800927,,0.01,4,0,150,0,0,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.083,"[235.4705 231.915  231.162  237.3705 243.952  233.8305 233.6005 236.1445
 232.6565 233.93   229.5975 230.0395 233.1595 232.8245 229.5695 231.6425]",0.014782777775467933,0.010294820704282972,,0.01,4,150,0,150,0,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.079,"[234.182  234.655  229.1475 233.461  237.404  231.9205 233.933  232.038
 231.498  231.553  229.8915 228.017  231.259  233.1455 224.9905 231.041 ]",0.012145509564245012,0.009497148694915402,,0.01,4,150,150,150,150,150,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.11200000000000002,"[238.321  241.073  237.258  249.413  254.814  248.4055 245.2065 243.461
 249.8455 254.2925 248.104  243.3255 243.2665 247.0585 241.6885 243.646 ]",0.020022000736431882,0.007974699576368588,,0.0,0,0,0,0,0,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.10699999999999998,"[238.107  237.5545 240.9575 245.1625 243.842  235.663  239.8285 242.7965
 244.099  248.151  241.556  243.9485 237.043  245.606  236.5025 251.2335]",0.01771891721507843,0.007058977735243729,,0.0,0,0,150,0,150,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.144,"[240.0865 236.513  241.174  248.195  259.361  257.7775 239.312  252.8255
 246.393  244.153  247.074  241.594  242.376  245.5295 237.176  242.2205]",0.026569364780742562,0.013783897610376149,,0.0,0,150,0,150,150,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.137,"[237.0845 235.6495 236.589  249.5555 256.735  250.5775 243.226  245.0925
 240.4035 236.381  250.7525 236.2865 239.9165 246.34   237.7235 237.1655]",0.02643494411036635,0.01215387455368314,,0.0,0,150,150,150,0,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.236,"[231.4275 230.352  240.34   242.0755 303.419  302.51   258.664  236.7555
 234.12   240.06   259.7845 268.6775 236.156  276.8005 236.928  240.444 ]",0.0919768752534694,0.058389746531390244,,0.0,4,0,0,150,150,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.23000000000000004,"[233.7725 233.2945 236.805  258.664  303.962  287.0225 235.3185 235.016
 231.991  237.928  257.6345 252.5855 239.0595 275.3605 236.2165 236.8405]",0.08486090714230594,0.05190873401140378,,0.0,4,0,150,150,0,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.109,"[235.579  233.3125 234.9335 239.781  252.4125 249.123  236.149  234.7665
 233.7835 234.7585 231.716  241.124  238.2075 234.404  232.3435 233.372 ]",0.024037416160964668,0.009478923989567593,,0.0,4,150,0,0,0,150,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.145,"[235.869  238.075  241.794  243.2945 246.254  265.6355 243.784  237.224
 231.685  235.694  257.564  240.939  234.162  235.59   237.592  236.221 ]",0.035813749585220565,0.018321094399625804,,0.0,4,150,150,0,150,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.093,"[240.1915 235.6175 242.567  234.1085 236.2985 233.8365 237.66   239.566
 238.817  235.6775 240.48   238.537  235.772  235.826  235.567  237.4555]",0.010069219959863169,0.0028217902119044938,,0.01,0,0,0,150,0,150,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.10300000000000001,"[239.307  236.7325 238.4775 235.831  237.065  229.5385 233.093  235.92
 239.769  235.007  236.8385 236.8485 233.279  233.4145 235.8585 233.7835]",0.010760830549039615,0.00663544773671428,,0.01,0,0,150,150,150,0,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.07999999999999999,"[239.3015 234.4915 239.7935 235.492  235.0585 233.248  234.6575 239.362
 236.684  237.1105 235.7255 236.8735 238.8385 236.252  234.358  236.0495]",0.008150045165627902,0.002963668897386032,,0.01,0,150,0,0,150,0,150,0.1,False,17,0,2,3700,30,Manual
,,,,,0.08,"[234.729  233.3655 236.404  234.352  238.4745 232.9105 232.504  234.8805
 237.574  238.004  236.3735 236.263  236.782  237.217  234.995  237.4515]",0.007618818420629835,0.0023655513804044345,,0.01,0,150,150,0,0,150,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.085,"[236.768  233.5925 236.973  234.775  234.4345 233.2145 233.7545 234.982
 235.184  233.5435 236.895  235.789  235.261  236.64   231.5065 234.209 ]",0.0063589678241615455,0.004061506288722613,,0.01,4,0,0,0,150,150,0,0.1,False,17,0,2,3700,30,Manual
,,,,,0.084,"[233.7345 233.0605 234.489  233.8905 235.902  229.242  234.103  236.4715
 236.816  234.7295 237.0895 231.7805 234.6015 231.2885 234.4125 231.805 ]",0.00888841751631016,0.0030269621735330644,,0.01,4,0,150,0,0,0,150,0.0,False,17,0,2,3700,30,Manual
,,,,,0.079,"[234.583  234.003  234.6105 232.8955 241.1925 228.526  231.699  232.331
 233.552  232.9285 232.4975 229.0475 233.602  231.0785 226.894  229.4545]",0.013618072011284127,0.007813449942247022,,0.01,4,150,0,150,0,0,0,0.0,False,17,0,2,3700,30,Manual
,,,,,0.075,"[235.8615 232.237  229.9875 229.3115 234.0975 233.539  231.1885 234.5575
 229.21   230.855  230.098  227.341  227.07   230.414  226.531  228.104 ]",0.011743567837476538,0.007957177053871974,,0.01,4,150,150,150,150,150,150,0.1,False,17,0,2,3700,30,Manual
