baseline#],,bm3,,dmso_1,,dmso_2,,arachadonicAcid_0.5,,arachadoinicAcid_1.0.,,arachadoinicAcid_1.5,,arachadoinicAcid_2.0,,arachadoinicAcid_2.5,,arachadoinicAcid_3.0,,arachadoinicAcid_4.0,,arachadoinicAcid_5.0,,arachadoinicAcid_6.0,,arachadoinicAcid_7.0,,arachadoinicAcid_8.0,,arachadoinicAcid_9.0,,arachadoinicAcid_10.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
484.9823303,0.0001250990172,484.9823303,0.02528636344,484.9823303,0.02792789787,484.9823303,0.02914990671,484.9823303,0.03182353079,484.9823303,0.0339737162,484.9823303,0.03627097607,484.9823303,0.03690917045,484.9823303,0.03808454424,484.9823303,0.04340481013,484.9823303,0.03930164501,484.9823303,0.04711117223,484.9823303,0.04517904669,484.9823303,0.0467793569,484.9823303,0.04645537212,484.9823303,0.04825727269,484.9823303,0.05132562295,
483.9993591,-0.0002063656721,483.9993591,0.02526290528,483.9993591,0.02771836892,483.9993591,0.02909753285,483.9993591,0.03143466637,483.9993591,0.0337735042,483.9993591,0.03590420261,483.9993591,0.03689158335,483.9993591,0.03748669475,483.9993591,0.04381158948,483.9993591,0.03913445398,483.9993591,0.04697166756,483.9993591,0.04516704381,483.9993591,0.04655027762,483.9993591,0.04666122794,483.9993591,0.0485467352,483.9993591,0.05147900805,
483.0160828,-0.0001504231914,483.0160828,0.02504571714,483.0160828,0.02782698348,483.0160828,0.02918417938,483.0160828,0.03141880408,483.0160828,0.03364632651,483.0160828,0.03594323248,483.0160828,0.03658296913,483.0160828,0.0376102291,483.0160828,0.04352148622,483.0160828,0.03900360316,483.0160828,0.04692967609,483.0160828,0.04535306245,483.0160828,0.04651429132,483.0160828,0.04643442854,483.0160828,0.04888995737,483.0160828,0.05127155781,
481.9949036,8.235107089E-005,481.9949036,0.02525634691,481.9949036,0.02829453908,481.9949036,0.0291793067,481.9949036,0.03200790659,481.9949036,0.03390911222,481.9949036,0.03649033234,481.9949036,0.03701385111,481.9949036,0.03816672787,481.9949036,0.04426397756,481.9949036,0.03988412023,481.9949036,0.04719756544,481.9949036,0.04604709148,481.9949036,0.04689189792,481.9949036,0.04670094699,481.9949036,0.04892205819,481.9949036,0.05173960328,
481.0112915,-6.678066711E-005,481.0112915,0.02524561994,481.0112915,0.02789419331,481.0112915,0.02930792235,481.0112915,0.03258628398,481.0112915,0.03428725526,481.0112915,0.03651257232,481.0112915,0.03693969175,481.0112915,0.03800440952,481.0112915,0.04358395562,481.0112915,0.0390866138,481.0112915,0.0475015156,481.0112915,0.04578471184,481.0112915,0.04673343524,481.0112915,0.04697031155,481.0112915,0.04901892319,481.0112915,0.0524328202,
479.989624,0.0004708361521,479.989624,0.02568881772,479.989624,0.02904048935,479.989624,0.0299263075,479.989624,0.03216997534,479.989624,0.03423574567,479.989624,0.03660679609,479.989624,0.03780586272,479.989624,0.0386919044,479.989624,0.04440370575,479.989624,0.04038527235,479.989624,0.04748505354,479.989624,0.04572264478,479.989624,0.04738575965,479.989624,0.04744324088,479.989624,0.04901373759,479.989624,0.05252050981,
479.0056458,-0.0003186946269,479.0056458,0.02596831881,479.0056458,0.02844450623,479.0056458,0.03006610274,479.0056458,0.03209059313,479.0056458,0.03454712406,479.0056458,0.03679355234,479.0056458,0.03754172474,479.0056458,0.03836693615,479.0056458,0.044325497,479.0056458,0.04034726322,479.0056458,0.0477752462,479.0056458,0.04642737284,479.0056458,0.04714874178,479.0056458,0.04730556533,479.0056458,0.0497334078,479.0056458,0.05259594321,
477.983551,-8.220605378E-005,477.983551,0.02631818317,477.983551,0.02863165736,477.983551,0.03027124517,477.983551,0.03242375329,477.983551,0.03496243432,477.983551,0.03684548289,477.983551,0.03822441772,477.983551,0.03873350471,477.983551,0.04468860477,477.983551,0.0404401347,477.983551,0.04816424847,477.983551,0.04620512947,477.983551,0.04800147563,477.983551,0.04817732051,477.983551,0.04968615621,477.983551,0.05298309028,
476.999176,-0.0003268167784,476.999176,0.02651630528,476.999176,0.02906130254,476.999176,0.03065109439,476.999176,0.0329060033,476.999176,0.03526793048,476.999176,0.03733402491,476.999176,0.0386177972,476.999176,0.0392048806,476.999176,0.04447843507,476.999176,0.04050997645,476.999176,0.04854737222,476.999176,0.04700873047,476.999176,0.04824966192,476.999176,0.04839750752,476.999176,0.05042558163,476.999176,0.05316537991,
476.0145874,-0.0003562518687,476.0145874,0.0267677065,476.0145874,0.02938137203,476.0145874,0.03034366295,476.0145874,0.032669276,476.0145874,0.03469225392,476.0145874,0.0376730971,476.0145874,0.03857247531,476.0145874,0.03891979158,476.0145874,0.04501871392,476.0145874,0.04060325027,476.0145874,0.04871718585,476.0145874,0.04680386558,476.0145874,0.04807717353,476.0145874,0.04885311052,476.0145874,0.05030357838,476.0145874,0.05386117101,
474.9919128,0.0006928985822,474.9919128,0.02705096267,474.9919128,0.03023896739,474.9919128,0.03150312975,474.9919128,0.03362669423,474.9919128,0.03628161177,474.9919128,0.03872133419,474.9919128,0.03981378302,474.9919128,0.04041436315,474.9919128,0.04627616331,474.9919128,0.04215828702,474.9919128,0.04955263808,474.9919128,0.04823378101,474.9919128,0.04965153337,474.9919128,0.04974348098,474.9919128,0.05148172006,474.9919128,0.05470471084,
474.0069275,-0.0001030139392,474.0069275,0.02774372697,474.0069275,0.02986383066,474.0069275,0.0314899087,474.0069275,0.03395062312,474.0069275,0.0360857062,474.0069275,0.03824171796,474.0069275,0.03944548219,474.0069275,0.04024652019,474.0069275,0.04566380382,474.0069275,0.04135010391,474.0069275,0.04887648672,474.0069275,0.04800020531,474.0069275,0.04936655238,474.0069275,0.04915134981,474.0069275,0.05149690434,474.0069275,0.05415070429,
472.9837952,7.649977488E-005,472.9837952,0.0278080795,472.9837952,0.03082438558,472.9837952,0.03223936632,472.9837952,0.03463606909,472.9837952,0.0372104831,472.9837952,0.03905865923,472.9837952,0.04020877555,472.9837952,0.04034166783,472.9837952,0.04728163406,472.9837952,0.04270659387,472.9837952,0.05057175457,472.9837952,0.04850436002,472.9837952,0.05004509538,472.9837952,0.05038313568,472.9837952,0.0524789989,472.9837952,0.05569833517,
471.9984131,0.0002434221969,471.9984131,0.02928911895,471.9984131,0.03137864918,471.9984131,0.03298696131,471.9984131,0.03542324901,471.9984131,0.03726869449,471.9984131,0.03967407718,471.9984131,0.04081243649,471.9984131,0.04173607007,471.9984131,0.04696194828,471.9984131,0.04362742975,471.9984131,0.05138989538,471.9984131,0.0491858758,471.9984131,0.05065555125,471.9984131,0.05099118501,471.9984131,0.05299004912,471.9984131,0.05588795245,
471.0128479,-0.0005090855993,471.0128479,0.0283053983,471.0128479,0.0320340991,471.0128479,0.03288643062,471.0128479,0.03510551527,471.0128479,0.03770609945,471.0128479,0.03950702772,471.0128479,0.04036064446,471.0128479,0.04112074152,471.0128479,0.04732712731,471.0128479,0.04363037646,471.0128479,0.0521139577,471.0128479,0.04958412051,471.0128479,0.05066081509,471.0128479,0.05144418404,471.0128479,0.05305863544,471.0128479,0.05611559004,
469.9891663,0.000778104004,469.9891663,0.02987647429,469.9891663,0.03273676336,469.9891663,0.03404829279,469.9891663,0.03611138836,469.9891663,0.03855402768,469.9891663,0.04065896198,469.9891663,0.04156059027,469.9891663,0.04230381548,469.9891663,0.04849590734,469.9891663,0.0437448509,469.9891663,0.0520362407,469.9891663,0.05032299459,469.9891663,0.05196974427,469.9891663,0.05177430436,469.9891663,0.05406028032,469.9891663,0.05730070546,
469.0032043,-8.862451068E-005,469.0032043,0.03007850423,469.0032043,0.03310511634,469.0032043,0.03474625945,469.0032043,0.03724435717,469.0032043,0.0390086174,469.0032043,0.04128197581,469.0032043,0.04195771739,469.0032043,0.04297552258,469.0032043,0.0493962802,469.0032043,0.04432122409,469.0032043,0.05270605534,469.0032043,0.05112718418,469.0032043,0.05225369707,469.0032043,0.05197394639,469.0032043,0.05365219712,469.0032043,0.05800011382,
468.0170288,-6.476186536E-005,468.0170288,0.03099382669,468.0170288,0.03368277475,468.0170288,0.03533902764,468.0170288,0.03778979555,468.0170288,0.03985571861,468.0170288,0.04253412038,468.0170288,0.04292651266,468.0170288,0.04392135516,468.0170288,0.04975036159,468.0170288,0.04529447481,468.0170288,0.05330326036,468.0170288,0.05169242248,468.0170288,0.05349728093,468.0170288,0.05343732238,468.0170288,0.05540065467,468.0170288,0.05885621533,
466.9927673,-3.028552783E-005,466.9927673,0.03221257403,466.9927673,0.03532689437,466.9927673,0.03655833006,466.9927673,0.03848226741,466.9927673,0.04054248706,466.9927673,0.04286910966,466.9927673,0.04363352433,466.9927673,0.04417742416,466.9927673,0.05071669817,466.9927673,0.04629344121,466.9927673,0.0540879257,466.9927673,0.05240311474,466.9927673,0.0538149327,466.9927673,0.05366772041,466.9927673,0.05614154041,466.9927673,0.05968784168,
466.0062256,-0.0002710967674,466.0062256,0.03318694979,466.0062256,0.03567575663,466.0062256,0.03730911762,466.0062256,0.0391042307,466.0062256,0.04146394879,466.0062256,0.04321295768,466.0062256,0.04393670708,466.0062256,0.04531757534,466.0062256,0.05147991329,466.0062256,0.04665439948,466.0062256,0.05482819304,466.0062256,0.05361479521,466.0062256,0.0548678413,466.0062256,0.05514508486,466.0062256,0.05710111186,466.0062256,0.060706608,
464.9815369,0.0002244116622,464.9815369,0.03400534764,464.9815369,0.03740153462,464.9815369,0.03855943307,464.9815369,0.04037211835,464.9815369,0.04240050167,464.9815369,0.04441861808,464.9815369,0.04511428252,464.9815369,0.04633056372,464.9815369,0.05232470483,464.9815369,0.04784203321,464.9815369,0.05609900504,464.9815369,0.05395082012,464.9815369,0.0552203916,464.9815369,0.05621710792,464.9815369,0.05774898455,464.9815369,0.06128872186,
463.9945984,-0.0003616316826,463.9945984,0.03465182334,463.9945984,0.03738790751,463.9945984,0.03876092657,463.9945984,0.04064599797,463.9945984,0.04254340008,463.9945984,0.04504162446,463.9945984,0.04591296241,463.9945984,0.04603949189,463.9945984,0.05268688127,463.9945984,0.0480765067,463.9945984,0.05598288029,463.9945984,0.05462227389,463.9945984,0.05652024597,463.9945984,0.05667394027,463.9945984,0.0580550842,463.9945984,0.06165520474,
463.0074768,0.0003960805479,463.0074768,0.03553276882,463.0074768,0.0378633365,463.0074768,0.03993568197,463.0074768,0.04120116681,463.0074768,0.0433783792,463.0074768,0.04550366476,463.0074768,0.04654157534,463.0074768,0.04676404968,463.0074768,0.05321833864,463.0074768,0.04853967205,463.0074768,0.05705697834,463.0074768,0.05472755432,463.0074768,0.05743816122,463.0074768,0.05655630678,463.0074768,0.05941175297,463.0074768,0.06283832341,
461.9821472,-0.0001599975803,461.9821472,0.03638341278,461.9821472,0.03952500224,461.9821472,0.04121343419,461.9821472,0.04196935147,461.9821472,0.0441352129,461.9821472,0.04637313262,461.9821472,0.04725664109,461.9821472,0.04784541205,461.9821472,0.05417184532,461.9821472,0.04894662648,461.9821472,0.05780516565,461.9821472,0.0560587123,461.9821472,0.05701078102,461.9821472,0.05789681524,461.9821472,0.05964721367,461.9821472,0.06342513114,
460.9946594,-3.908605504E-005,460.9946594,0.03774503618,460.9946594,0.04100707173,460.9946594,0.04229414463,460.9946594,0.04319448769,460.9946594,0.04535306245,460.9946594,0.04764930904,460.9946594,0.0484280102,460.9946594,0.0487388745,460.9946594,0.05517756194,460.9946594,0.05062212795,460.9946594,0.05855665728,460.9946594,0.0572261326,460.9946594,0.05847144127,460.9946594,0.05873466656,460.9946594,0.06089086086,460.9946594,0.06458217651,
460.006958,-7.506282418E-005,460.006958,0.0384532474,460.006958,0.04185466096,460.006958,0.0431242995,460.006958,0.04454474151,460.006958,0.04598797858,460.006958,0.04829982668,460.006958,0.04880679026,460.006958,0.04948907346,460.006958,0.05586404726,460.006958,0.05098245293,460.006958,0.05911089107,460.006958,0.05781217292,460.006958,0.05917973816,460.006958,0.05986016244,460.006958,0.06161334738,460.006958,0.06477875262,
458.9810486,-0.0001362941257,458.9810486,0.03979698941,458.9810486,0.04290419444,458.9810486,0.04441861808,458.9810486,0.04508136958,458.9810486,0.04727594927,458.9810486,0.0490038842,458.9810486,0.04950491339,458.9810486,0.05047520995,458.9810486,0.05681866407,458.9810486,0.05209629983,458.9810486,0.05995302275,458.9810486,0.05874041468,458.9810486,0.05972351134,458.9810486,0.06092773005,458.9810486,0.06276535988,458.9810486,0.06628976017,
457.9930115,1.661910937E-005,457.9930115,0.04152857512,457.9930115,0.04486871138,457.9930115,0.04613272473,457.9930115,0.04672671854,457.9930115,0.04811571911,457.9930115,0.05018033087,457.9930115,0.05117176846,457.9930115,0.05176389217,457.9930115,0.05763909593,457.9930115,0.05301584303,457.9930115,0.06109926477,457.9930115,0.05992550403,457.9930115,0.06113189459,457.9930115,0.0618914403,457.9930115,0.06407738477,457.9930115,0.06740852445,
457.0046997,-0.0002608004725,457.0046997,0.04324747249,457.0046997,0.0461165458,457.0046997,0.04712234065,457.0046997,0.0480796881,457.0046997,0.04956630617,457.0046997,0.05118327215,457.0046997,0.05184651911,457.0046997,0.05211212113,457.0046997,0.05880179256,457.0046997,0.0544504337,457.0046997,0.06160538271,457.0046997,0.06064742804,457.0046997,0.06196398288,457.0046997,0.06271795928,457.0046997,0.06536382437,457.0046997,0.06927338243,
456.0162964,0.0005220971652,456.0162964,0.04487439618,456.0162964,0.04814350978,456.0162964,0.04948588088,456.0162964,0.05000861362,456.0162964,0.05095072463,456.0162964,0.05303789675,456.0162964,0.0538017191,456.0162964,0.05351818725,456.0162964,0.05997537076,456.0162964,0.05545641482,456.0162964,0.06397692114,456.0162964,0.06221122667,456.0162964,0.06350895762,456.0162964,0.06404009461,456.0162964,0.06645721197,456.0162964,0.06972872466,
454.9896545,0.0001679029519,454.9896545,0.04689180851,454.9896545,0.04970786721,454.9896545,0.05086565018,454.9896545,0.05139691755,454.9896545,0.05223177001,454.9896545,0.05441076308,454.9896545,0.05409378931,454.9896545,0.05520107597,454.9896545,0.06120821461,454.9896545,0.0565430969,454.9896545,0.06520798802,454.9896545,0.06376592815,454.9896545,0.06466944516,454.9896545,0.0653597042,454.9896545,0.06750119478,454.9896545,0.07126523554,
454.000824,4.90825696E-005,454.000824,0.04844852909,454.000824,0.05089056119,454.000824,0.05348302424,454.000824,0.05271868035,454.000824,0.05321614444,454.000824,0.05546032637,454.000824,0.05510405824,454.000824,0.05655969679,454.000824,0.06301096827,454.000824,0.05761441216,454.000824,0.06656135619,454.000824,0.06481812149,454.000824,0.06579915434,454.000824,0.06649459153,454.000824,0.06851501763,454.000824,0.07208838314,
453.0118103,-0.0003284722334,453.0118103,0.04967599735,453.0118103,0.05353490636,453.0118103,0.05473689362,453.0118103,0.05439826474,453.0118103,0.05508951098,453.0118103,0.05673851073,453.0118103,0.0564198643,453.0118103,0.05755210668,453.0118103,0.06407546252,453.0118103,0.05923835933,453.0118103,0.06748495251,453.0118103,0.06595788896,453.0118103,0.06703407317,453.0118103,0.06749874353,453.0118103,0.06995954365,453.0118103,0.07355424762,
451.9845276,-0.0001223716099,451.9845276,0.05123252422,451.9845276,0.05563903973,451.9845276,0.05677461624,451.9845276,0.05579831451,451.9845276,0.05723333731,451.9845276,0.05806961283,451.9845276,0.05827198923,451.9845276,0.05972449109,451.9845276,0.0649767071,451.9845276,0.05972303823,451.9845276,0.06850716472,451.9845276,0.06730054319,451.9845276,0.06835483015,451.9845276,0.06882825494,451.9845276,0.07163147628,451.9845276,0.07460674644,
450.9951477,0.0005675581633,450.9951477,0.05485283583,450.9951477,0.05841890723,450.9951477,0.05938913673,450.9951477,0.05899674445,450.9951477,0.05899561942,450.9951477,0.06084151193,450.9951477,0.06060108542,450.9951477,0.06157898158,450.9951477,0.06817925721,450.9951477,0.06260312349,450.9951477,0.07116114348,450.9951477,0.06963448226,450.9951477,0.0706673786,450.9951477,0.07135561854,450.9951477,0.07362668216,450.9951477,0.07747353613,
450.0055542,-0.0001448854746,450.0055542,0.0566069074,450.0055542,0.06043680012,450.0055542,0.06185221672,450.0055542,0.06031861529,450.0055542,0.06054046378,450.0055542,0.06253205985,450.0055542,0.06276538968,450.0055542,0.06272295117,450.0055542,0.06903744489,450.0055542,0.06473974884,450.0055542,0.0727012679,450.0055542,0.07079292089,450.0055542,0.07177045941,450.0055542,0.07299356163,450.0055542,0.07571061701,450.0055542,0.07886803895,
449.0158386,-0.0002770467836,449.0158386,0.05903662741,449.0158386,0.0627791211,449.0158386,0.06467328966,449.0158386,0.06273300201,449.0158386,0.06275716424,449.0158386,0.06461675465,449.0158386,0.06447253376,449.0158386,0.06483203173,449.0158386,0.07107378542,449.0158386,0.06625200808,449.0158386,0.07444946468,449.0158386,0.07251603156,449.0158386,0.07425248623,449.0158386,0.07504316419,449.0158386,0.07716286927,449.0158386,0.08078362048,
447.9878235,-0.0006557657034,447.9878235,0.06204678118,447.9878235,0.06587690115,447.9878235,0.06747031957,447.9878235,0.0653674081,447.9878235,0.06534881145,447.9878235,0.06669054925,447.9878235,0.06622806937,447.9878235,0.06669737399,447.9878235,0.07325783372,447.9878235,0.06835785508,447.9878235,0.0758266896,447.9878235,0.07512427866,447.9878235,0.07612013817,447.9878235,0.07675798982,447.9878235,0.07955277711,447.9878235,0.0831155628,
446.9977417,-3.970726175E-005,446.9977417,0.06481024623,446.9977417,0.06903725863,446.9977417,0.07133002579,446.9977417,0.06858388335,446.9977417,0.06828860193,446.9977417,0.06977836788,446.9977417,0.06902245432,446.9977417,0.06973535568,446.9977417,0.07538381964,446.9977417,0.07074871659,446.9977417,0.07902112603,446.9977417,0.07777587324,446.9977417,0.07845567167,446.9977417,0.07981917262,446.9977417,0.08242167532,446.9977417,0.08625112474,
446.0073853,-0.0001776966965,446.0073853,0.06855084002,446.0073853,0.07213174552,446.0073853,0.07409020513,446.0073853,0.07148358971,446.0073853,0.0715560168,446.0073853,0.07218392193,446.0073853,0.0720217675,446.0073853,0.07249043137,446.0073853,0.07915040851,446.0073853,0.07383303344,446.0073853,0.08197963238,446.0073853,0.0800203383,446.0073853,0.08148285002,446.0073853,0.08256090432,446.0073853,0.08489157259,446.0073853,0.08866815269,
445.0169067,1.11311092E-005,445.0169067,0.07231690735,445.0169067,0.07677318901,445.0169067,0.07720498741,445.0169067,0.07569481432,445.0169067,0.07457908988,445.0169067,0.07556904107,445.0169067,0.07540559024,445.0169067,0.07531586289,445.0169067,0.08179368079,445.0169067,0.07640907168,445.0169067,0.08477356285,445.0169067,0.08299997449,445.0169067,0.08373715729,445.0169067,0.08468304574,445.0169067,0.08766549081,445.0169067,0.09056562185,
443.9880981,4.620891195E-005,443.9880981,0.07609191537,443.9880981,0.08076622337,443.9880981,0.08109894395,443.9880981,0.07908773422,443.9880981,0.07822497189,443.9880981,0.07886881381,443.9880981,0.07853211462,443.9880981,0.07910776883,443.9880981,0.08427571505,443.9880981,0.07962876558,443.9880981,0.08769723773,443.9880981,0.08672071248,443.9880981,0.08777590096,443.9880981,0.0886586234,443.9880981,0.09161326289,443.9880981,0.09416154027,
442.9972839,0.0004433940339,442.9972839,0.08083628118,442.9972839,0.08568299562,442.9972839,0.08670443296,442.9972839,0.08348563313,442.9972839,0.08239977062,442.9972839,0.08305472136,442.9972839,0.08197650313,442.9972839,0.08233080804,442.9972839,0.08889572322,442.9972839,0.08361308277,442.9972839,0.09171827883,442.9972839,0.08992303908,442.9972839,0.09095205367,442.9972839,0.09173391759,442.9972839,0.09519153833,442.9972839,0.09781378508,
442.0062256,0.0004083618696,442.0062256,0.08595311642,442.0062256,0.09073153138,442.0062256,0.09181644768,442.0062256,0.0879791081,442.0062256,0.0869352147,442.0062256,0.08686172962,442.0062256,0.08665696532,442.0062256,0.08652213961,442.0062256,0.09276236594,442.0062256,0.0868588835,442.0062256,0.09508351982,442.0062256,0.09380398691,442.0062256,0.09521348774,442.0062256,0.09628447145,442.0062256,0.09796695411,442.0062256,0.1020028517,
441.0150146,1.229600912E-005,441.0150146,0.09084721655,441.0150146,0.09589429945,441.0150146,0.09688926488,441.0150146,0.0923159495,441.0150146,0.09017688781,441.0150146,0.09031298012,441.0150146,0.08985668421,441.0150146,0.08984134346,441.0150146,0.09593852609,441.0150146,0.0904648006,441.0150146,0.09888996929,441.0150146,0.09709849954,441.0150146,0.09856022894,441.0150146,0.09941466153,441.0150146,0.1021200418,441.0150146,0.1056614667,
439.9854431,0.0001025464298,439.9854431,0.09669494629,439.9854431,0.1020748839,439.9854431,0.1025032327,439.9854431,0.09758852422,439.9854431,0.09594249725,439.9854431,0.09600084275,439.9854431,0.09413170815,439.9854431,0.09438867122,439.9854431,0.1002957523,439.9854431,0.0948215723,439.9854431,0.1025683656,439.9854431,0.1014425904,439.9854431,0.1032564119,439.9854431,0.1039274558,439.9854431,0.1068418398,439.9854431,0.1101808026,
438.993866,-9.126433724E-005,438.993866,0.1039257795,438.993866,0.1080358922,438.993866,0.1101394966,438.993866,0.1034829244,438.993866,0.1016587988,438.993866,0.1010950953,438.993866,0.09919520468,438.993866,0.09925336391,438.993866,0.1057636961,438.993866,0.1001148075,438.993866,0.1080443263,438.993866,0.1061789691,438.993866,0.1075353324,438.993866,0.1085082144,438.993866,0.1110899523,438.993866,0.1140993461,
438.0021362,-0.0007864280487,438.0021362,0.1108107865,438.0021362,0.1155009121,438.0021362,0.1169146746,438.0021362,0.1098678485,438.0021362,0.1070979238,438.0021362,0.1075543687,438.0021362,0.1045492217,438.0021362,0.1040449366,438.0021362,0.1101421043,438.0021362,0.1046673357,438.0021362,0.1127944142,438.0021362,0.1112213209,438.0021362,0.1123125851,438.0021362,0.1135452241,438.0021362,0.1153743193,438.0021362,0.1202816144,
437.0101929,-0.00101457932,437.0101929,0.1179399565,437.0101929,0.1232073158,437.0101929,0.1243973672,437.0101929,0.116964452,437.0101929,0.1129163951,437.0101929,0.112764746,437.0101929,0.1099687368,437.0101929,0.1094253883,437.0101929,0.1155890673,437.0101929,0.1101705879,437.0101929,0.1176525205,437.0101929,0.1160343066,437.0101929,0.1169459447,437.0101929,0.1187468469,437.0101929,0.1205664873,437.0101929,0.1244673505,
436.0180664,-4.685107706E-005,436.0180664,0.126237914,436.0180664,0.1323199272,436.0180664,0.1328828335,436.0180664,0.1254356503,436.0180664,0.1195606589,436.0180664,0.1187456548,436.0180664,0.1156911924,436.0180664,0.1164046973,436.0180664,0.1220746189,436.0180664,0.1164482534,436.0180664,0.1226999983,436.0180664,0.121764563,436.0180664,0.1230007932,436.0180664,0.1236733049,436.0180664,0.1264297068,436.0180664,0.1298594773,
434.9876404,0.0003025570186,434.9876404,0.1362004131,434.9876404,0.1425890476,434.9876404,0.1439910084,434.9876404,0.1337266713,434.9876404,0.1283562183,434.9876404,0.1269356757,434.9876404,0.123556003,434.9876404,0.1215796843,434.9876404,0.1279304624,434.9876404,0.1227430925,434.9876404,0.1299837679,434.9876404,0.1268325001,434.9876404,0.12916933,434.9876404,0.1304747462,434.9876404,0.1329415143,434.9876404,0.1354381442,
433.9951782,0.000212161438,433.9951782,0.1471555233,433.9951782,0.1537650973,433.9951782,0.1533427685,433.9951782,0.1407290697,433.9951782,0.1355358213,433.9951782,0.1341055632,433.9951782,0.1309091598,433.9951782,0.1291880906,433.9951782,0.1346073598,433.9951782,0.1290883124,433.9951782,0.1361539811,433.9951782,0.1342319846,433.9951782,0.1344843805,433.9951782,0.1355710477,433.9951782,0.1381337196,433.9951782,0.1421994567,
433.0024719,-0.0004857114691,433.0024719,0.1570982337,433.0024719,0.1631153971,433.0024719,0.1641817093,433.0024719,0.1515459418,433.0024719,0.1430619955,433.0024719,0.1422245651,433.0024719,0.1365094036,433.0024719,0.135284394,433.0024719,0.1403988004,433.0024719,0.1351549327,433.0024719,0.141465053,433.0024719,0.1391608715,433.0024719,0.1405218542,433.0024719,0.140787065,433.0024719,0.1443145126,433.0024719,0.1469456851,
432.0095825,2.120112549E-005,432.0095825,0.1700271964,432.0095825,0.1745814085,432.0095825,0.1751636863,432.0095825,0.161978513,432.0095825,0.1527099758,432.0095825,0.1506112963,432.0095825,0.1451674551,432.0095825,0.143155098,432.0095825,0.1471509933,432.0095825,0.1429138333,432.0095825,0.1472810507,432.0095825,0.1464778483,432.0095825,0.1469387114,432.0095825,0.147453323,432.0095825,0.15152888,432.0095825,0.1540407091,
431.0166626,0.0002307052491,431.0166626,0.1810049862,431.0166626,0.1870412678,431.0166626,0.1880690455,431.0166626,0.1718319654,431.0166626,0.1607285738,431.0166626,0.1580536067,431.0166626,0.1519011557,431.0166626,0.1498328,431.0166626,0.154762432,431.0166626,0.1495003551,431.0166626,0.1548532695,431.0166626,0.1520520449,431.0166626,0.1528933197,431.0166626,0.1548260599,431.0166626,0.1573016644,431.0166626,0.1597869098,
429.98526,-1.920696377E-005,429.98526,0.1939990968,429.98526,0.2000930458,429.98526,0.2011081278,429.98526,0.1822479814,429.98526,0.1699065119,429.98526,0.1659505516,429.98526,0.1602924913,429.98526,0.1578736156,429.98526,0.1622294039,429.98526,0.1570696235,429.98526,0.1613916755,429.98526,0.1595431119,429.98526,0.1600075811,429.98526,0.1607881784,429.98526,0.162952438,429.98526,0.1673709899,
428.9918823,0.0002503635769,428.9918823,0.2091516852,428.9918823,0.2149769515,428.9918823,0.2168111503,428.9918823,0.1931249052,428.9918823,0.1810302734,428.9918823,0.1763180643,428.9918823,0.1690401882,428.9918823,0.1662887037,428.9918823,0.1703405976,428.9918823,0.1650991142,428.9918823,0.1689996868,428.9918823,0.1665465087,428.9918823,0.1664626151,428.9918823,0.1669111699,428.9918823,0.1710067689,428.9918823,0.1743167788,
427.9983826,-0.0002069348993,427.9983826,0.2218961865,427.9983826,0.2302208394,427.9983826,0.2309416533,427.9983826,0.2051069587,427.9983826,0.1915825456,427.9983826,0.1858567446,427.9983826,0.1771638542,427.9983826,0.1739429981,427.9983826,0.1778080016,427.9983826,0.172581777,427.9983826,0.1752484292,427.9983826,0.1737393886,427.9983826,0.1731903702,427.9983826,0.1740887612,427.9983826,0.178315267,427.9983826,0.1809161603,
427.0046692,0.0002196721034,427.0046692,0.2364058942,427.0046692,0.2449405491,427.0046692,0.2444883883,427.0046692,0.2180580944,427.0046692,0.2001163512,427.0046692,0.1953595728,427.0046692,0.1865501106,427.0046692,0.1830947697,427.0046692,0.1864532381,427.0046692,0.1815847754,427.0046692,0.1833937466,427.0046692,0.1812136322,427.0046692,0.1816558242,427.0046692,0.1818665713,427.0046692,0.1850614846,427.0046692,0.188081339,
426.0107727,-7.252642536E-005,426.0107727,0.2492647916,426.0107727,0.2561504841,426.0107727,0.2567391992,426.0107727,0.2269194275,426.0107727,0.2088375837,426.0107727,0.2028763443,426.0107727,0.1939090341,426.0107727,0.1894566268,426.0107727,0.1921400875,426.0107727,0.1878289878,426.0107727,0.189233005,426.0107727,0.1872123182,426.0107727,0.1870075762,426.0107727,0.1884974688,426.0107727,0.1906751394,426.0107727,0.1949902028,
425.0166626,-0.0003975300351,425.0166626,0.2607574761,425.0166626,0.2682070136,425.0166626,0.2684395909,425.0166626,0.2367275804,425.0166626,0.2185005099,425.0166626,0.2114472389,425.0166626,0.2008727193,425.0166626,0.1967596412,425.0166626,0.1994549185,425.0166626,0.1948827803,425.0166626,0.1950456798,425.0166626,0.1924524605,425.0166626,0.1936615109,425.0166626,0.1937378496,425.0166626,0.1962137073,425.0166626,0.1999905556,
