baseline#],,bm3,,dmso_1,,dmso_2,,arachadonicAcid_0.5,,arachadoinicAcid_1.0.,,arachadoinicAcid_1.5,,arachadoinicAcid_2.0,,arachadoinicAcid_2.5,,arachadoinicAcid_3.0,,arachadoinicAcid_4.0,,arachadoinicAcid_5.0,,arachadoinicAcid_6.0,,arachadoinicAcid_7.0,,arachadoinicAcid_8.0,,arachadoinicAcid_9.0,,arachadoinicAcid_10.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
641.9974976,-0.0004336839775,641.9974976,0.008301305585,641.9974976,0.009882985614,641.9974976,0.00991259329,641.9974976,0.01188040711,641.9974976,0.0130648287,641.9974976,0.01471132599,641.9974976,0.0158641953,641.9974976,0.014553071,641.9974976,0.01917716302,641.9974976,0.01692045853,641.9974976,0.02023037709,641.9974976,0.01978377253,641.9974976,0.02026243508,641.9974976,0.02099416032,641.9974976,0.02051574923,641.9974976,0.02477911301,
641.0154419,0.0001787794026,641.0154419,0.00998259522,641.0154419,0.011135526,641.0154419,0.01183978468,641.0154419,0.0133986799,641.0154419,0.01292949263,641.0154419,0.01521882229,641.0154419,0.01623640209,641.0154419,0.01705709659,641.0154419,0.02086483315,641.0154419,0.01671057567,641.0154419,0.02223073505,641.0154419,0.02026677504,641.0154419,0.02328480594,641.0154419,0.02174815722,641.0154419,0.02350600623,641.0154419,0.02517626993,
639.9967041,0.0008403721731,639.9967041,0.009161056951,639.9967041,0.01148745883,639.9967041,0.01201352663,639.9967041,0.0125304535,639.9967041,0.01411523204,639.9967041,0.01556182001,639.9967041,0.01650485583,639.9967041,0.01675580069,639.9967041,0.02054701373,639.9967041,0.01713124849,639.9967041,0.02257364616,639.9967041,0.02045358159,639.9967041,0.0224502515,639.9967041,0.02233299799,639.9967041,0.02304548584,639.9967041,0.02717451192,
639.0140381,0.0007164670969,639.0140381,0.007271591574,639.0140381,0.01030040719,639.0140381,0.01230393443,639.0140381,0.01341635361,639.0140381,0.01324712113,639.0140381,0.01410167478,639.0140381,0.01504499931,639.0140381,0.01462470833,639.0140381,0.02020637691,639.0140381,0.01597823761,639.0140381,0.02204332501,639.0140381,0.01983638853,639.0140381,0.02180909738,639.0140381,0.01906806603,639.0140381,0.02294736542,639.0140381,0.02589997835,
637.9946899,0.000251270103,637.9946899,0.01026194729,637.9946899,0.01105094608,637.9946899,0.01099224109,637.9946899,0.01251148339,637.9946899,0.01300550438,637.9946899,0.01513030753,637.9946899,0.01468122937,637.9946899,0.01483738795,637.9946899,0.02029357292,637.9946899,0.01613489166,637.9946899,0.02088590898,637.9946899,0.0205471497,637.9946899,0.02068515122,637.9946899,0.02132383361,637.9946899,0.02233558707,637.9946899,0.02654536441,
637.0115356,0.0008213614346,637.0115356,0.008579550311,637.0115356,0.01115594991,637.0115356,0.01085595693,637.0115356,0.01155428588,637.0115356,0.01435706578,637.0115356,0.01416090876,637.0115356,0.01545971539,637.0115356,0.01576932147,637.0115356,0.02011678554,637.0115356,0.01694387384,637.0115356,0.02194622159,637.0115356,0.01992646419,637.0115356,0.02255551331,637.0115356,0.02009894513,637.0115356,0.02222098038,637.0115356,0.0243143402,
635.9915771,-0.0006940174499,635.9915771,0.008012848906,635.9915771,0.009644265287,635.9915771,0.008953622542,635.9915771,0.01105322968,635.9915771,0.01222551614,635.9915771,0.01437138021,635.9915771,0.01377909258,635.9915771,0.01363808475,635.9915771,0.019740697,635.9915771,0.01430077478,635.9915771,0.02037283592,635.9915771,0.01789895631,635.9915771,0.01873544976,635.9915771,0.01913625933,635.9915771,0.02106950432,635.9915771,0.02271035686,
635.0078735,0.0001681101276,635.0078735,0.009367188439,635.0078735,0.01209651027,635.0078735,0.01095313486,635.0078735,0.01266243961,635.0078735,0.0130421808,635.0078735,0.01428838819,635.0078735,0.01559796184,635.0078735,0.01519844774,635.0078735,0.01962262951,635.0078735,0.01750020497,635.0078735,0.02056590468,635.0078735,0.02025201917,635.0078735,0.02166230232,635.0078735,0.02051873505,635.0078735,0.02292973548,635.0078735,0.02558114752,
633.9873047,0.000246582058,633.9873047,0.00898506958,633.9873047,0.009602369741,633.9873047,0.01244208496,633.9873047,0.01157744136,633.9873047,0.01277583092,633.9873047,0.01418332011,633.9873047,0.01391455997,633.9873047,0.01503572706,633.9873047,0.01824747957,633.9873047,0.01528871898,633.9873047,0.02092477866,633.9873047,0.01890672743,633.9873047,0.02042593248,633.9873047,0.01926382817,633.9873047,0.02269104682,633.9873047,0.02326396853,
633.0029297,-0.0006849717465,633.0029297,0.00730573386,633.0029297,0.009098668583,633.0029297,0.01102951821,633.0029297,0.0107789943,633.0029297,0.01186790317,633.0029297,0.01387270447,633.0029297,0.01421573665,633.0029297,0.01501447707,633.0029297,0.01825771108,633.0029297,0.01404988207,633.0029297,0.01807894371,633.0029297,0.01861111633,633.0029297,0.01956887357,633.0029297,0.01819270663,633.0029297,0.02062464133,633.0029297,0.02325618453,
631.9818115,0.000113964983,631.9818115,0.006984081119,631.9818115,0.009107735008,631.9818115,0.01086575072,631.9818115,0.01071361359,631.9818115,0.0119129708,631.9818115,0.01327025983,631.9818115,0.01337475982,631.9818115,0.0123778116,631.9818115,0.01986354031,631.9818115,0.01445337106,631.9818115,0.01899423078,631.9818115,0.01744711585,631.9818115,0.01923465729,631.9818115,0.01896932535,631.9818115,0.02013684995,631.9818115,0.02361062169,
630.9969482,-0.0003975300351,630.9969482,0.009445886128,630.9969482,0.01100270171,630.9969482,0.01093962323,630.9969482,0.00992014166,630.9969482,0.01323521789,630.9969482,0.01443075854,630.9969482,0.01391244773,630.9969482,0.01299760863,630.9969482,0.01941763796,630.9969482,0.01555811707,630.9969482,0.01909790002,630.9969482,0.01914553717,630.9969482,0.01950028911,630.9969482,0.0194162298,630.9969482,0.02093336172,630.9969482,0.02443752438,
630.0117188,0.0004071441072,630.0117188,0.0086161457,630.0117188,0.01098201983,630.0117188,0.009758803993,630.0117188,0.01174924243,630.0117188,0.01278177649,630.0117188,0.01460503135,630.0117188,0.01441183873,630.0117188,0.01570546627,630.0117188,0.01912581734,630.0117188,0.01478722133,630.0117188,0.01967788115,630.0117188,0.01841842942,630.0117188,0.01934604347,630.0117188,0.01955473982,630.0117188,0.0230679512,630.0117188,0.02411341481,
628.9897461,-0.0005071722553,628.9897461,0.009653952904,628.9897461,0.009807387367,628.9897461,0.01199857052,628.9897461,0.01214040443,628.9897461,0.01294754725,628.9897461,0.01537761465,628.9897461,0.01545279473,628.9897461,0.01609129086,628.9897461,0.01976185478,628.9897461,0.01805012487,628.9897461,0.02143271081,628.9897461,0.0198116526,628.9897461,0.02087414823,628.9897461,0.01992112584,628.9897461,0.02180501446,628.9897461,0.02497963421,
628.0040283,0.0003234102332,628.0040283,0.007657553535,628.0040283,0.009900332429,628.0040283,0.009514092468,628.0040283,0.01092502289,628.0040283,0.01215107925,628.0040283,0.0139106838,628.0040283,0.01283781696,628.0040283,0.01402199548,628.0040283,0.01726989448,628.0040283,0.01533813868,628.0040283,0.02019894682,628.0040283,0.01806226745,628.0040283,0.0192851238,628.0040283,0.01837581396,628.0040283,0.02024363913,628.0040283,0.02310715243,
627.0179443,0.0006756313378,627.0179443,0.008124768734,627.0179443,0.01092608459,627.0179443,0.01073027588,627.0179443,0.01178927161,627.0179443,0.0127862012,627.0179443,0.01358535886,627.0179443,0.01341034658,627.0179443,0.01527488325,627.0179443,0.01878585853,627.0179443,0.01597952843,627.0179443,0.02082743496,627.0179443,0.01947594993,627.0179443,0.01995470561,627.0179443,0.01958531141,627.0179443,0.02104355395,627.0179443,0.02457989193,
625.9950562,0.0002800211078,625.9950562,0.009129967541,625.9950562,0.01107343659,625.9950562,0.01086630858,625.9950562,0.01225866564,625.9950562,0.01277281903,625.9950562,0.01448562089,625.9950562,0.01455767546,625.9950562,0.01499949768,625.9950562,0.01921923459,625.9950562,0.01605666615,625.9950562,0.0199732706,625.9950562,0.01931465045,625.9950562,0.020092519,625.9950562,0.01927259564,625.9950562,0.02203167044,625.9950562,0.02436375804,
625.0085449,0.001060469891,625.0085449,0.01011577062,625.0085449,0.01097344421,625.0085449,0.01170477737,625.0085449,0.01086660009,625.0085449,0.0131564457,625.0085449,0.01396446489,625.0085449,0.01346646901,625.0085449,0.01479809545,625.0085449,0.0185874477,625.0085449,0.01567492448,625.0085449,0.01988139749,625.0085449,0.01840495318,625.0085449,0.02105216868,625.0085449,0.01902971417,625.0085449,0.02125342004,625.0085449,0.02415848523,
623.9851074,0.001057926798,623.9851074,0.009050032124,623.9851074,0.01146361791,623.9851074,0.01078385022,623.9851074,0.01167026069,623.9851074,0.01328584645,623.9851074,0.01441973262,623.9851074,0.01394628733,623.9851074,0.013012412,623.9851074,0.02007332444,623.9851074,0.01605124027,623.9851074,0.02060667239,623.9851074,0.01933383755,623.9851074,0.01840746589,623.9851074,0.01997186244,623.9851074,0.02186002582,623.9851074,0.02444511093,
622.9979248,0.0006633165176,622.9979248,0.0065245023,622.9979248,0.01052095089,622.9979248,0.01192566194,622.9979248,0.0113867335,622.9979248,0.01233719569,622.9979248,0.01378403604,622.9979248,0.01422520541,622.9979248,0.01334726438,622.9979248,0.01770332269,622.9979248,0.01617075875,622.9979248,0.01988589577,622.9979248,0.01834421977,622.9979248,0.01902116649,622.9979248,0.01971788891,622.9979248,0.02143067122,622.9979248,0.02276193723,
622.0105591,-0.0003046227503,622.0105591,0.00682212133,622.0105591,0.009933437221,622.0105591,0.009321563877,622.0105591,0.009468849748,622.0105591,0.01170943119,622.0105591,0.01277191192,622.0105591,0.01324156951,622.0105591,0.01376180444,622.0105591,0.01798504218,622.0105591,0.01267555263,622.0105591,0.02002073452,622.0105591,0.01735407673,622.0105591,0.02004269138,622.0105591,0.01804478094,622.0105591,0.01942426898,622.0105591,0.02374210954,
620.9862671,-0.000618079328,620.9862671,0.009600967169,620.9862671,0.01068251859,620.9862671,0.009052543901,620.9862671,0.01184260473,620.9862671,0.01263453625,620.9862671,0.01341517922,620.9862671,0.01532979961,620.9862671,0.01429325715,620.9862671,0.01837179065,620.9862671,0.01484711096,620.9862671,0.01916433871,620.9862671,0.01818398759,620.9862671,0.0191973187,620.9862671,0.01996955834,620.9862671,0.02102578431,620.9862671,0.02226708084,
619.99823,3.342007039E-005,619.99823,0.007804696914,619.99823,0.01012411714,619.99823,0.009212191217,619.99823,0.01135434117,619.99823,0.01217903104,619.99823,0.01278430875,619.99823,0.01285533514,619.99823,0.01452330593,619.99823,0.01792555489,619.99823,0.01487630885,619.99823,0.02039888129,619.99823,0.01778217033,619.99823,0.01709497906,619.99823,0.01993375458,619.99823,0.02109781839,619.99823,0.02288702875,
619.0100098,0.0001098739449,619.0100098,0.006830536295,619.0100098,0.009158466011,619.0100098,0.009482871741,619.0100098,0.01107672974,619.0100098,0.01170161273,619.0100098,0.01255048998,619.0100098,0.01368021127,619.0100098,0.01458546147,619.0100098,0.01607178897,619.0100098,0.01525592711,619.0100098,0.01969036832,619.0100098,0.01798142679,619.0100098,0.01872999035,619.0100098,0.0188350305,619.0100098,0.02158791572,619.0100098,0.0241059456,
617.9848633,-0.0006553521962,617.9848633,0.007424450014,617.9848633,0.009071468376,617.9848633,0.009816971608,617.9848633,0.009922313504,617.9848633,0.01223201305,617.9848633,0.0135471141,617.9848633,0.01318801101,617.9848633,0.01396475919,617.9848633,0.01913934201,617.9848633,0.01395468134,617.9848633,0.01860727929,617.9848633,0.01797986217,617.9848633,0.01991158724,617.9848633,0.01752324775,617.9848633,0.02097101323,617.9848633,0.023574844,
616.9960327,0.0009462821763,616.9960327,0.008847194724,616.9960327,0.01027896348,616.9960327,0.01260745991,616.9960327,0.01066551264,616.9960327,0.01176365837,616.9960327,0.01430181786,616.9960327,0.01607090235,616.9960327,0.01509219408,616.9960327,0.0183585044,616.9960327,0.01553517766,616.9960327,0.02050725557,616.9960327,0.0189512074,616.9960327,0.02059092931,616.9960327,0.02029970288,616.9960327,0.02179265581,616.9960327,0.02423574962,
616.007019,0.0008952045464,616.007019,0.009632884525,616.007019,0.01159129199,616.007019,0.0108832689,616.007019,0.01341304369,616.007019,0.01281115506,616.007019,0.01492276229,616.007019,0.01510513946,616.007019,0.01505081449,616.007019,0.01908177882,616.007019,0.01635186002,616.007019,0.02177537419,616.007019,0.01923225075,616.007019,0.02134384587,616.007019,0.01997110248,616.007019,0.02190573514,616.007019,0.02455444448,
615.0175781,-3.587647006E-005,615.0175781,0.009036288597,615.0175781,0.01235871483,615.0175781,0.01103111077,615.0175781,0.0117375413,615.0175781,0.01232465263,615.0175781,0.01390434895,615.0175781,0.01459651813,615.0175781,0.01506563462,615.0175781,0.01933619194,615.0175781,0.01648364216,615.0175781,0.0197981596,615.0175781,0.01916763932,615.0175781,0.02049716003,615.0175781,0.02029929496,615.0175781,0.02093238384,615.0175781,0.02368283831,
613.991394,-0.0003948920639,613.991394,0.007816346362,613.991394,0.01070114318,613.991394,0.01068039611,613.991394,0.01175512094,613.991394,0.01241656579,613.991394,0.01287938654,613.991394,0.01375619415,613.991394,0.01479613967,613.991394,0.01964613795,613.991394,0.01515480597,613.991394,0.01985183358,613.991394,0.01830933429,613.991394,0.01913425699,613.991394,0.01871269383,613.991394,0.02007798851,613.991394,0.02369060181,
613.0014038,-2.479804971E-005,613.0014038,0.01039451826,613.0014038,0.01082588639,613.0014038,0.01121573895,613.0014038,0.01297075022,613.0014038,0.01314937416,613.0014038,0.01409001555,613.0014038,0.01417567115,613.0014038,0.01458760351,613.0014038,0.01922992244,613.0014038,0.01597855985,613.0014038,0.02076332085,613.0014038,0.01925414056,613.0014038,0.02010192722,613.0014038,0.01998899318,613.0014038,0.02242411114,613.0014038,0.02376649715,
612.0112915,-0.001307961997,612.0112915,0.008737492375,612.0112915,0.009429907426,612.0112915,0.01083881129,612.0112915,0.00989100989,612.0112915,0.01175171603,612.0112915,0.0133128576,612.0112915,0.013729956,612.0112915,0.0153658418,612.0112915,0.01758467592,612.0112915,0.01480299607,612.0112915,0.01901108027,612.0112915,0.01799842529,612.0112915,0.02008229867,612.0112915,0.01825444587,612.0112915,0.02191060781,612.0112915,0.02302430384,
610.9842529,-1.097551194E-005,610.9842529,0.008617254905,610.9842529,0.01127484627,610.9842529,0.01102861483,610.9842529,0.01191658992,610.9842529,0.01245191414,610.9842529,0.01450042147,610.9842529,0.01477549039,610.9842529,0.01552136149,610.9842529,0.01910785399,610.9842529,0.01576312073,610.9842529,0.0210506469,610.9842529,0.01904269494,610.9842529,0.01980452612,610.9842529,0.01965610497,610.9842529,0.02140119299,610.9842529,0.02516685985,
609.9934692,-0.0001550810266,609.9934692,0.008172510192,609.9934692,0.01162710506,609.9934692,0.01108461618,609.9934692,0.01095499378,609.9934692,0.01271476038,609.9934692,0.01448457688,609.9934692,0.01443364844,609.9934692,0.01463571191,609.9934692,0.01860003918,609.9934692,0.01531266421,609.9934692,0.02085570619,609.9934692,0.01940829866,609.9934692,0.02012139373,609.9934692,0.01967365667,609.9934692,0.02300910093,609.9934692,0.02492683008,
609.0024414,7.978788199E-005,609.0024414,0.009314212017,609.0024414,0.0114020668,609.0024414,0.01128063817,609.0024414,0.0117615303,609.0024414,0.01353603136,609.0024414,0.01510532666,609.0024414,0.01555280481,609.0024414,0.0161642842,609.0024414,0.01972436346,609.0024414,0.01656291261,609.0024414,0.02218973078,609.0024414,0.01942878962,609.0024414,0.02120620385,609.0024414,0.02130102366,609.0024414,0.02264018171,609.0024414,0.02451357804,
608.0112305,0.0001565606653,608.0112305,0.008504257537,608.0112305,0.01275293157,608.0112305,0.01250793971,608.0112305,0.01259256434,608.0112305,0.01445420086,608.0112305,0.01528276689,608.0112305,0.015251128,608.0112305,0.01520287059,608.0112305,0.02088903263,608.0112305,0.01714237034,608.0112305,0.02187423594,608.0112305,0.01995362155,608.0112305,0.02112219483,608.0112305,0.02140141092,608.0112305,0.02299971133,608.0112305,0.02507566474,
606.9829712,0.0003131000849,606.9829712,0.0105560394,606.9829712,0.01194761321,606.9829712,0.01231455989,606.9829712,0.01334974729,606.9829712,0.01361399144,606.9829712,0.01515070535,606.9829712,0.0153905414,606.9829712,0.01562589593,606.9829712,0.02016838454,606.9829712,0.01647928543,606.9829712,0.02189481817,606.9829712,0.01976185478,606.9829712,0.02149197459,606.9829712,0.02059551515,606.9829712,0.02372081205,606.9829712,0.02489464544,
605.9911499,2.140822289E-005,605.9911499,0.009995918721,605.9911499,0.01284602936,605.9911499,0.0121473521,605.9911499,0.01219678856,605.9911499,0.01443140022,605.9911499,0.01536149718,605.9911499,0.01540894061,605.9911499,0.01577240787,605.9911499,0.02020426095,605.9911499,0.01718521491,605.9911499,0.0216441527,605.9911499,0.02032655664,605.9911499,0.02123779058,605.9911499,0.02065064758,605.9911499,0.02352751233,605.9911499,0.02528518438,
604.9991455,8.737393364E-005,604.9991455,0.01074948721,604.9991455,0.012519449,604.9991455,0.01235440001,604.9991455,0.01323404349,604.9991455,0.01383176167,604.9991455,0.01551079098,604.9991455,0.01556187309,604.9991455,0.01619074866,604.9991455,0.02056492679,604.9991455,0.01672026142,604.9991455,0.02169704996,604.9991455,0.01989489235,604.9991455,0.02131913044,604.9991455,0.02125529572,604.9991455,0.023872789,604.9991455,0.02520463429,
604.0067749,-0.0002837727952,604.0067749,0.009081249125,604.0067749,0.01355154719,604.0067749,0.0124567626,604.0067749,0.01294274721,604.0067749,0.01311540976,604.0067749,0.01579339989,604.0067749,0.01645527594,604.0067749,0.01629834622,604.0067749,0.02009062096,604.0067749,0.01773940027,604.0067749,0.0221806597,604.0067749,0.02027100511,604.0067749,0.02190559916,604.0067749,0.02130036987,604.0067749,0.02341920137,604.0067749,0.02492189407,
603.0142212,-0.0002362746018,603.0142212,0.01054662373,603.0142212,0.01332380157,603.0142212,0.01299664844,603.0142212,0.01407723501,603.0142212,0.01505110972,603.0142212,0.01556525379,603.0142212,0.01679605059,603.0142212,0.01677237265,603.0142212,0.02204215527,603.0142212,0.01883303002,603.0142212,0.02170962282,603.0142212,0.02114904486,603.0142212,0.02242449299,603.0142212,0.02122221515,603.0142212,0.02440411784,603.0142212,0.02681991085,
601.9846191,-0.0009725849377,601.9846191,0.009706573561,601.9846191,0.01254153717,601.9846191,0.01259951945,601.9846191,0.01188876014,601.9846191,0.01393511426,601.9846191,0.0151794143,601.9846191,0.01675179042,601.9846191,0.01605932415,601.9846191,0.02003038302,601.9846191,0.01627507247,601.9846191,0.02242980897,601.9846191,0.01907707192,601.9846191,0.02037383988,601.9846191,0.01919637248,601.9846191,0.02341130562,601.9846191,0.02458501421,
600.9914551,-0.000464870187,600.9914551,0.0093935607,600.9914551,0.01286765374,600.9914551,0.01328109577,600.9914551,0.01278713439,600.9914551,0.01386329718,600.9914551,0.01524072513,600.9914551,0.01601425372,600.9914551,0.01573053561,600.9914551,0.01987318695,600.9914551,0.01692000031,600.9914551,0.02268791012,600.9914551,0.02084036171,600.9914551,0.02341373637,600.9914551,0.0209258385,600.9914551,0.02322174795,600.9914551,0.02571787499,
599.9980469,0.000487499201,599.9980469,0.0105245579,599.9980469,0.01322713215,599.9980469,0.01338709332,599.9980469,0.01347565465,599.9980469,0.0152949933,599.9980469,0.0162061993,599.9980469,0.01571349055,599.9980469,0.01710895449,599.9980469,0.02152485959,599.9980469,0.01845997013,599.9980469,0.02287117578,599.9980469,0.02179369144,599.9980469,0.02315334789,599.9980469,0.02258973382,599.9980469,0.02545837872,599.9980469,0.02567703463,
599.0043945,-0.002186974045,599.0043945,0.01011078898,599.0043945,0.01305330452,599.0043945,0.01339654438,599.0043945,0.01428739913,599.0043945,0.01348692272,599.0043945,0.0145690525,599.0043945,0.01730019785,599.0043945,0.01528180111,599.0043945,0.01975036971,599.0043945,0.01797015034,599.0043945,0.02288844809,599.0043945,0.02045572363,599.0043945,0.02129044756,599.0043945,0.02062211744,599.0043945,0.02422124147,599.0043945,0.02629813366,
598.010498,-3.675651897E-005,598.010498,0.01085518766,598.010498,0.01445125695,598.010498,0.0134244971,598.010498,0.01457737759,598.010498,0.01461796183,598.010498,0.01670514233,598.010498,0.01683374867,598.010498,0.01731452905,598.010498,0.02127427235,598.010498,0.01817983203,598.010498,0.022719495,598.010498,0.0215675123,598.010498,0.02215178311,598.010498,0.02212873846,598.010498,0.02506804094,598.010498,0.02627252974,
597.0162964,0.00119568652,597.0162964,0.01241411548,597.0162964,0.01498757396,597.0162964,0.01459022705,597.0162964,0.01450759452,597.0162964,0.01615942083,597.0162964,0.01707327738,597.0162964,0.01818190888,597.0162964,0.01810207218,597.0162964,0.0224490799,597.0162964,0.01917045377,597.0162964,0.02503633872,597.0162964,0.02306407504,597.0162964,0.0233986564,597.0162964,0.02309852652,597.0162964,0.0264688991,597.0162964,0.02745069936,
595.9850464,-0.0004523028911,595.9850464,0.01222524978,595.9850464,0.01538161095,595.9850464,0.01609228365,595.9850464,0.0164688006,595.9850464,0.01695660502,595.9850464,0.01827364042,595.9850464,0.01863540709,595.9850464,0.01849681325,595.9850464,0.02290454879,595.9850464,0.01928531379,595.9850464,0.02528614365,595.9850464,0.02345379069,595.9850464,0.02407598309,595.9850464,0.02260325849,595.9850464,0.02630360611,595.9850464,0.02813269384,
594.9903564,0.0002883618581,594.9903564,0.01233362686,594.9903564,0.01582811214,594.9903564,0.01529199071,594.9903564,0.01498087496,594.9903564,0.01702810265,594.9903564,0.01754542999,594.9903564,0.01846688427,594.9903564,0.01930566505,594.9903564,0.02376660705,594.9903564,0.0193185471,594.9903564,0.02462081984,594.9903564,0.02286408283,594.9903564,0.02433856949,594.9903564,0.02307797037,594.9903564,0.02558606118,594.9903564,0.02760815248,
593.9953613,-0.0002512283099,593.9953613,0.01441593282,593.9953613,0.01539008599,593.9953613,0.01566995867,593.9953613,0.01683275215,593.9953613,0.01694731973,593.9953613,0.01828546636,593.9953613,0.02043260634,593.9953613,0.01943637058,593.9953613,0.0226539541,593.9953613,0.02042167261,593.9953613,0.02513866313,593.9953613,0.02344575711,593.9953613,0.02477623709,593.9953613,0.02368685789,593.9953613,0.02561799437,593.9953613,0.02746867761,
593.0001221,-0.001972477185,593.0001221,0.01217652857,593.0001221,0.01451771241,593.0001221,0.01362550352,593.0001221,0.01529164147,593.0001221,0.01570997573,593.0001221,0.01719983853,593.0001221,0.017288642,593.0001221,0.01914072223,593.0001221,0.02051100135,593.0001221,0.01914453693,593.0001221,0.02306175418,593.0001221,0.02206168137,593.0001221,0.0221400708,593.0001221,0.02247285098,593.0001221,0.02579769492,593.0001221,0.02655871026,
592.0045776,0.001087380107,592.0045776,0.01417219453,592.0045776,0.01683425903,592.0045776,0.01540961117,592.0045776,0.01691467129,592.0045776,0.01678219438,592.0045776,0.01884135604,592.0045776,0.01979810558,592.0045776,0.01856372692,592.0045776,0.02294924855,592.0045776,0.02070931531,592.0045776,0.02480780892,592.0045776,0.02583673224,592.0045776,0.02457657643,592.0045776,0.02310996503,592.0045776,0.02638785355,592.0045776,0.02876367792,
591.0088501,0.0001148971278,591.0088501,0.01460192539,591.0088501,0.01724058762,591.0088501,0.01744757406,591.0088501,0.01749433018,591.0088501,0.01692492515,591.0088501,0.01907109469,591.0088501,0.01919829287,591.0088501,0.01927443594,591.0088501,0.02502649464,591.0088501,0.02279423736,591.0088501,0.02597961389,591.0088501,0.02543696947,591.0088501,0.02499934845,591.0088501,0.02451913804,591.0088501,0.0273587741,591.0088501,0.02837770991,
590.0128174,-0.0008401701343,590.0128174,0.0150607843,590.0128174,0.01799149066,590.0128174,0.01917624287,590.0128174,0.01768204942,590.0128174,0.01858336851,590.0128174,0.01986893266,590.0128174,0.01969738305,590.0128174,0.01996866427,590.0128174,0.02458068542,590.0128174,0.02147230878,590.0128174,0.02626098134,590.0128174,0.02483960241,590.0128174,0.02602644451,590.0128174,0.02457257733,590.0128174,0.02855299972,590.0128174,0.02873649076,
589.0166016,-0.000722187222,589.0166016,0.01523356698,589.0166016,0.01834446378,589.0166016,0.01785509661,589.0166016,0.01816649735,589.0166016,0.01759068668,589.0166016,0.02037476189,589.0166016,0.01995562762,589.0166016,0.0198059082,589.0166016,0.02521247976,589.0166016,0.02237178013,589.0166016,0.02622723952,589.0166016,0.02452097274,589.0166016,0.02728277259,589.0166016,0.02469260246,589.0166016,0.0280538518,589.0166016,0.02931418084,
587.9831543,-0.000504793541,587.9831543,0.01618010923,587.9831543,0.01970984414,587.9831543,0.01989790052,587.9831543,0.01890464686,587.9831543,0.01978802681,587.9831543,0.02114157192,587.9831543,0.02065080963,587.9831543,0.02094477229,587.9831543,0.0258941818,587.9831543,0.0228965804,587.9831543,0.02822793275,587.9831543,0.02474954352,587.9831543,0.02654371224,587.9831543,0.02610365674,587.9831543,0.02777968161,587.9831543,0.03006479889,
586.9863281,-0.000465904508,586.9863281,0.01614088193,586.9863281,0.01929730177,586.9863281,0.01919155568,586.9863281,0.01848708838,586.9863281,0.02003445104,586.9863281,0.02015553229,586.9863281,0.02098494954,586.9863281,0.02077062428,586.9863281,0.02444130369,586.9863281,0.02221482247,586.9863281,0.02693221346,586.9863281,0.02586824447,586.9863281,0.02726016939,586.9863281,0.02547973394,586.9863281,0.0297155641,586.9863281,0.02988751233,
585.9892578,-5.539561698E-006,585.9892578,0.01904561743,585.9892578,0.02155905217,585.9892578,0.02139898948,585.9892578,0.02174679749,585.9892578,0.02117804438,585.9892578,0.02264007367,585.9892578,0.02309391275,585.9892578,0.02254182659,585.9892578,0.02767797559,585.9892578,0.02345674112,585.9892578,0.02877435461,585.9892578,0.02640133351,585.9892578,0.02774742432,585.9892578,0.02792433649,585.9892578,0.02993357368,585.9892578,0.0314300172,
584.9920044,-0.0007883918006,584.9920044,0.0184945967,584.9920044,0.02192193456,584.9920044,0.02040504105,584.9920044,0.0209682975,584.9920044,0.0211401321,584.9920044,0.02151452191,584.9920044,0.0219593998,584.9920044,0.02027973905,584.9920044,0.0260910932,584.9920044,0.02286997624,584.9920044,0.02626507729,584.9920044,0.02676878124,584.9920044,0.02885471098,584.9920044,0.02630608156,584.9920044,0.02963557281,584.9920044,0.03107904457,
583.9943848,-0.0006483734469,583.9943848,0.01954991929,583.9943848,0.02271218412,583.9943848,0.02280809544,583.9943848,0.02232204378,583.9943848,0.02248162962,583.9943848,0.02370921895,583.9943848,0.02130803652,583.9943848,0.02373707853,583.9943848,0.0273618605,583.9943848,0.02358452044,583.9943848,0.02916374803,583.9943848,0.0275548622,583.9943848,0.02914821729,583.9943848,0.02763295174,583.9943848,0.0301818829,583.9943848,0.03157973662,
582.996582,-0.001639624592,582.996582,0.02087493613,582.996582,0.0228485018,582.996582,0.02309489436,582.996582,0.02194069326,582.996582,0.02126388624,582.996582,0.02344802581,582.996582,0.02348819003,582.996582,0.02335276268,582.996582,0.02728966251,582.996582,0.02466090024,582.996582,0.02913000248,582.996582,0.02755077928,582.996582,0.0291625578,582.996582,0.02841532044,582.996582,0.02976587601,582.996582,0.03233180195,
581.9984131,0.0008318392793,581.9984131,0.02251371741,581.9984131,0.02456890605,581.9984131,0.02404145338,581.9984131,0.02392686158,581.9984131,0.02259906009,581.9984131,0.02420742065,581.9984131,0.02384453826,581.9984131,0.02477694862,581.9984131,0.02830876969,581.9984131,0.02545804903,581.9984131,0.03016573377,581.9984131,0.02755968831,581.9984131,0.02996111289,581.9984131,0.02860414609,581.9984131,0.03150215745,581.9984131,0.03290335089,
