blank,,0,,DMSO_1,,DMSO_2,,ArachadionicAcid_1,,ArachadionicAcid_2,,ArachadionicAcid_3,,ArachadionicAcid_4,,ArachadionicAcid_5,,ArachadionicAcid_6,,ArachadionicAcid_7,,ArachadionicAcid_8,,ArachadionicAcid_9,,ArachadionicAcid_10,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
757.0135498,-0.001394823426,757.0135498,0.001039347728,757.0135498,0.001949284342,757.0135498,0.00380706857,757.0135498,0.004512088373,757.0135498,0.00427794829,757.0135498,0.004034475423,757.0135498,0.003111638362,757.0135498,0.00384707679,757.0135498,0.008318851702,757.0135498,0.002785598626,757.0135498,0.005742548965,757.0135498,0.005463833921,757.0135498,0.005668716505,
755.9980469,-0.0002520561684,755.9980469,0.002838566666,755.9980469,0.00283184438,755.9980469,0.002955755219,755.9980469,0.004519595299,755.9980469,0.005497493781,755.9980469,0.005150012206,755.9980469,0.002083347412,755.9980469,0.006063808221,755.9980469,0.009427261539,755.9980469,0.003299293807,755.9980469,0.00814389158,755.9980469,0.007860099897,755.9980469,0.005088511389,
755.0172729,0.0001644329168,755.0172729,0.002417658456,755.0172729,0.003723433707,755.0172729,0.004077483434,755.0172729,0.006708222907,755.0172729,0.005178041756,755.0172729,0.004956580698,755.0172729,0.003150096396,755.0172729,0.005954805762,755.0172729,0.009475622326,755.0172729,0.003674612846,755.0172729,0.004695273936,755.0172729,0.005591723602,755.0172729,0.006652993616,
754.0010376,0.0005411207094,754.0010376,0.001744147739,754.0010376,0.002858525841,754.0010376,0.004488862585,754.0010376,0.005479326937,754.0010376,0.004222791642,754.0010376,0.005377992988,754.0010376,0.002987917745,754.0010376,0.006333951373,754.0010376,0.008706591092,754.0010376,0.00532623427,754.0010376,0.007075686939,754.0010376,0.006443338003,754.0010376,0.007889728062,
752.984375,0.001247448497,752.984375,0.003259179415,752.984375,0.003237741301,752.984375,0.00334864622,752.984375,0.00666387612,752.984375,0.004824428819,752.984375,0.005162743386,752.984375,0.003806833411,752.984375,0.00651015481,752.984375,0.009257090278,752.984375,0.007189129479,752.984375,0.007572489325,752.984375,0.008095229976,752.984375,0.00842018798,
752.0025024,0.0004092428426,752.0025024,0.002987344284,752.0025024,0.003337976988,752.0025024,0.003191035241,752.0025024,0.006426366046,752.0025024,0.003379663918,752.0025024,0.006062784232,752.0025024,0.005479405168,752.0025024,0.00698113488,752.0025024,0.009182048962,752.0025024,0.005743388087,752.0025024,0.005525466986,752.0025024,0.004939457402,752.0025024,0.00685504498,
750.9851685,0.0007213936187,750.9851685,0.001948348247,750.9851685,0.003704688046,750.9851685,0.003798163729,750.9851685,0.005104986019,750.9851685,0.004489830229,750.9851685,0.005147864576,750.9851685,0.005047288723,750.9851685,0.004507014062,750.9851685,0.008765938692,750.9851685,0.005343896803,750.9851685,0.007939763367,750.9851685,0.005720883142,750.9851685,0.006388115697,
750.0024414,-0.0002850662568,750.0024414,0.00289610168,750.0024414,0.004488600884,750.0024414,0.004129459616,750.0024414,0.006841344293,750.0024414,0.006383991335,750.0024414,0.005671076477,750.0024414,0.006212224253,750.0024414,0.007294888142,750.0024414,0.009292287752,750.0024414,0.007044588681,750.0024414,0.005837277509,750.0024414,0.009891565889,750.0024414,0.009476046078,
748.984375,-0.0001772826945,748.984375,0.002320939908,748.984375,0.003475574777,748.984375,0.003275193274,748.984375,0.005942838732,748.984375,0.004837411921,748.984375,0.004732328467,748.984375,0.006439974997,748.984375,0.006808290258,748.984375,0.009783611633,748.984375,0.003835794749,748.984375,0.007061689626,748.984375,0.005767547525,748.984375,0.006739928853,
748.0010376,-0.0006432556547,748.0010376,0.001641316921,748.0010376,0.00169697823,748.0010376,0.00181349495,748.0010376,0.00565901259,748.0010376,0.005063159391,748.0010376,0.004183245357,748.0010376,0.004207369871,748.0010376,0.00566929346,748.0010376,0.007532821037,748.0010376,0.004257714376,748.0010376,0.006099246908,748.0010376,0.004453789908,748.0010376,0.00406596018,
747.017395,-0.0001473179436,747.017395,0.002481671982,747.017395,0.002851803321,747.017395,0.003668791382,747.017395,0.005492460448,747.017395,0.00347847119,747.017395,0.005228865892,747.017395,0.002901938977,747.017395,0.006206788588,747.017395,0.00956561137,747.017395,0.004869295284,747.017395,0.004679102451,747.017395,0.00394186331,747.017395,0.005580055062,
745.9981079,0.001422015601,745.9981079,0.002436843235,745.9981079,0.003317291616,745.9981079,0.003148766467,745.9981079,0.006951332092,745.9981079,0.005658619571,745.9981079,0.005010914057,745.9981079,0.008482849225,745.9981079,0.006255396176,745.9981079,0.009113788605,745.9981079,0.006329512224,745.9981079,0.006566837896,745.9981079,0.008643633686,745.9981079,0.0059197722,
745.0136719,0.0001152337281,745.0136719,0.002932169009,745.0136719,0.004937964957,745.0136719,0.004530346021,745.0136719,0.006894809194,745.0136719,0.005760858301,745.0136719,0.005605778191,745.0136719,0.005640917458,745.0136719,0.006530598737,745.0136719,0.01060526818,745.0136719,0.004614685662,745.0136719,0.007002179977,745.0136719,0.006798587274,745.0136719,0.006957855541,
743.9936523,-0.0003420777502,743.9936523,0.002523849718,743.9936523,0.002366953995,743.9936523,0.005186450668,743.9936523,0.006425183732,743.9936523,0.004299620632,743.9936523,0.004732773174,743.9936523,0.005509317387,743.9936523,0.00668395916,743.9936523,0.008758912794,743.9936523,0.007654971443,743.9936523,0.006172653753,743.9936523,0.005131283309,743.9936523,0.007752279285,
743.008606,0.0002243598574,743.008606,0.002051199786,743.008606,0.002961332677,743.008606,0.004071264528,743.008606,0.006621898618,743.008606,0.003223423846,743.008606,0.005209897645,743.008606,0.005644641351,743.008606,0.006546339951,743.008606,0.00973407831,743.008606,0.005712175276,743.008606,0.006465828046,743.008606,0.008128487505,743.008606,0.00683508534,
741.987854,0.0009200811037,741.987854,0.002921744483,741.987854,0.003533585463,741.987854,0.003701633308,741.987854,0.005142441951,741.987854,0.005300396122,741.987854,0.005770538002,741.987854,0.003579180222,741.987854,0.006912194192,741.987854,0.0100866789,741.987854,0.005261092447,741.987854,0.007175365463,741.987854,0.006656699814,741.987854,0.00850243587,
741.0020142,0.001150600961,741.0020142,0.00357103697,741.0020142,0.003952077124,741.0020142,0.004226503428,741.0020142,0.007559898309,741.0020142,0.003401396098,741.0020142,0.005607220344,741.0020142,0.005178670399,741.0020142,0.00663937768,741.0020142,0.01148110628,741.0020142,0.006762959994,741.0020142,0.007869114168,741.0020142,0.007196130231,741.0020142,0.007552312221,
740.0158081,-0.0007248232141,740.0158081,0.001897698618,740.0158081,0.003242409555,740.0158081,0.005804745946,740.0158081,0.005546362605,740.0158081,0.003091771854,740.0158081,0.005688386504,740.0158081,0.00279396167,740.0158081,0.005776177626,740.0158081,0.009986886755,740.0158081,0.005605726037,740.0158081,0.006688375492,740.0158081,0.007504876237,740.0158081,0.006425840314,
738.9940186,-8.577762492E-005,738.9940186,0.002659314312,738.9940186,0.003483194392,738.9940186,0.004437130876,738.9940186,0.006085963454,738.9940186,0.006222228985,738.9940186,0.005877683405,738.9940186,0.006753757596,738.9940186,0.006300515495,738.9940186,0.01007557753,738.9940186,0.006342671812,738.9940186,0.007505956106,738.9940186,0.005439351313,738.9940186,0.006527445745,
738.0070801,0.0003186955291,738.0070801,0.002927686553,738.0070801,0.003729961114,738.0070801,0.003355793888,738.0070801,0.005546729546,738.0070801,0.004414798226,738.0070801,0.005177517887,738.0070801,0.00570737524,738.0070801,0.006684905384,738.0070801,0.01080330275,738.0070801,0.005682380404,738.0070801,0.006034986582,738.0070801,0.005957272835,738.0070801,0.008104909211,
736.9845581,-0.0008620267618,736.9845581,0.00246930588,736.9845581,0.003126265015,736.9845581,0.003152443096,736.9845581,0.006050578319,736.9845581,0.003710118355,736.9845581,0.00498692831,736.9845581,0.004378136713,736.9845581,0.005011830945,736.9845581,0.01107088756,736.9845581,0.004969070666,736.9845581,0.008510302752,736.9845581,0.006949885283,736.9845581,0.007076713257,
735.9968872,-0.0002467267332,735.9968872,0.002944678534,735.9968872,0.00411639316,735.9968872,0.004101889674,735.9968872,0.007322240155,735.9968872,0.005342691205,735.9968872,0.005503811873,735.9968872,0.005372855812,735.9968872,0.005806713365,735.9968872,0.01107723452,735.9968872,0.005439954344,735.9968872,0.006737693679,735.9968872,0.006585418712,735.9968872,0.008599299937,
735.0089722,0.0004802171316,735.0089722,0.003225327469,735.0089722,0.003680956783,735.0089722,0.004785560537,735.0089722,0.006606155075,735.0089722,0.005065830424,735.0089722,0.005846853834,735.0089722,0.005169291981,735.0089722,0.006075646728,735.0089722,0.011211887,735.0089722,0.005495632533,735.0089722,0.007749407087,735.0089722,0.006688322872,735.0089722,0.007373473607,
733.9853516,6.899158325E-005,733.9853516,0.003384803422,733.9853516,0.004533485044,733.9853516,0.004346001428,733.9853516,0.007151364814,733.9853516,0.005490808748,733.9853516,0.006239245646,733.9853516,0.005637036171,733.9853516,0.007019516546,733.9853516,0.01091666054,733.9853516,0.007420500275,733.9853516,0.00692587113,733.9853516,0.006860804278,733.9853516,0.006737431046,
