baseline,,bm3,,dmsio_1,,dmsio_2,,arachadionicAcid_0.5,,arachadionicAcid_1.0,,arachadionicAcid_1.5,,arachadionicAcid_2.0,,arachadionicAcid_3.0,,arachadionicAcid_4.0,,arachadionicAcid_5.0,,arachadionicAcid_6.0,,arachadionicAcid_7.0,,arachadionicAcid_8.0,,arachadionicAcid_9.0,,arachadionicAcid_10.0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
683.9902344,-0.001758956932,683.9902344,0.004533145111,683.9902344,0.01092181075,683.9902344,0.006757307332,683.9902344,0.005079790018,683.9902344,0.006852809805,683.9902344,0.007492313627,683.9902344,0.006663928274,683.9902344,0.009094465524,683.9902344,0.01166233607,683.9902344,0.01537632756,683.9902344,0.01132952422,683.9902344,0.01285973471,683.9902344,0.01385121699,683.9902344,0.01393802837,683.9902344,0.01309500076,
682.9847412,-0.001716982923,682.9847412,0.004683995619,682.9847412,0.008764961734,682.9847412,0.006783416029,682.9847412,0.005288709421,682.9847412,0.005866715685,682.9847412,0.005068999715,682.9847412,0.00675352104,682.9847412,0.007797818165,682.9847412,0.0112923542,682.9847412,0.01137007214,682.9847412,0.01005724445,682.9847412,0.01129883621,682.9847412,0.01113722567,682.9847412,0.0139344465,682.9847412,0.01068838127,
682.0148315,0.000821179885,682.0148315,0.006329118274,682.0148315,0.01116498001,682.0148315,0.007890597917,682.0148315,0.009112018161,682.0148315,0.007618931588,682.0148315,0.00751965167,682.0148315,0.008689292707,682.0148315,0.009299454279,682.0148315,0.0129897939,682.0148315,0.01346094161,682.0148315,0.01078114379,682.0148315,0.01521726698,682.0148315,0.01253604796,682.0148315,0.01339032408,682.0148315,0.01472375169,
681.008728,0.0002897865197,681.008728,0.004581199028,681.008728,0.01185968239,681.008728,0.007802825887,681.008728,0.006908932701,681.008728,0.007637925912,681.008728,0.007395195775,681.008728,0.007626940031,681.008728,0.008759942837,681.008728,0.01351504121,681.008728,0.01323874108,681.008728,0.01245577727,681.008728,0.01180874184,681.008728,0.01406945381,681.008728,0.01359096821,681.008728,0.0145195052,
680.0022583,-0.0003855814866,680.0022583,0.004720604513,680.0022583,0.01103217341,680.0022583,0.007121049799,680.0022583,0.006678280886,680.0022583,0.007054638583,680.0022583,0.005892928224,680.0022583,0.008541638032,680.0022583,0.008322862908,680.0022583,0.01173932292,680.0022583,0.01281238161,680.0022583,0.01259461604,680.0022583,0.01269548945,680.0022583,0.01114912331,680.0022583,0.01407429297,680.0022583,0.01377829071,
678.9956055,0.001155298785,678.9956055,0.006194263697,678.9956055,0.01237669308,678.9956055,0.008113059215,678.9956055,0.006924687419,678.9956055,0.009593239054,678.9956055,0.008475193754,678.9956055,0.01113518048,678.9956055,0.01015021652,678.9956055,0.0145191038,678.9956055,0.01596738957,678.9956055,0.0151391523,678.9956055,0.0156050995,678.9956055,0.0137027055,678.9956055,0.01601946354,678.9956055,0.01536546554,
677.9885254,0.001910932478,677.9885254,0.006342645735,677.9885254,0.01223148033,677.9885254,0.008812931366,677.9885254,0.006185493432,677.9885254,0.008218673989,677.9885254,0.008918293752,677.9885254,0.008541585878,677.9885254,0.01011990383,677.9885254,0.01422916446,677.9885254,0.01463761274,677.9885254,0.01263845339,677.9885254,0.0148572633,677.9885254,0.0130060371,677.9885254,0.0175797157,677.9885254,0.01662778109,
677.0170898,-0.0002684062929,677.0170898,0.006532333326,677.0170898,0.01171336696,677.0170898,0.008414275944,677.0170898,0.007351305336,677.0170898,0.008599722758,677.0170898,0.01122222096,677.0170898,0.01053752657,677.0170898,0.01028930116,677.0170898,0.01449014433,677.0170898,0.01514840033,677.0170898,0.01265209913,677.0170898,0.0154710887,677.0170898,0.01483355742,677.0170898,0.0170717705,677.0170898,0.01461049262,
676.0093994,-0.001996595878,676.0093994,0.004256172106,676.0093994,0.01010262873,676.0093994,0.006135870237,676.0093994,0.004681692924,676.0093994,0.005925755482,676.0093994,0.006173231639,676.0093994,0.008251307532,676.0093994,0.007528949063,676.0093994,0.01256058831,676.0093994,0.01343509648,676.0093994,0.0108927181,676.0093994,0.01249512471,676.0093994,0.01237845048,676.0093994,0.01307091117,676.0093994,0.01327621099,
675.0014648,0.0004087764537,675.0014648,0.004317529034,675.0014648,0.01218805648,675.0014648,0.008531342261,675.0014648,0.008854935877,675.0014648,0.008649601601,675.0014648,0.008211365901,675.0014648,0.01195234992,675.0014648,0.01103809383,675.0014648,0.01352764573,675.0014648,0.01537740044,675.0014648,0.01270889584,675.0014648,0.01352788601,675.0014648,0.0137153687,675.0014648,0.01355090644,675.0014648,0.01428335905,
673.993103,0.0007992135361,673.993103,0.00556214666,673.993103,0.01139869168,673.993103,0.009080191143,673.993103,0.005879283883,673.993103,0.00877381023,673.993103,0.008802391589,673.993103,0.01144158468,673.993103,0.01045019925,673.993103,0.01373268198,673.993103,0.0150632225,673.993103,0.01338098012,673.993103,0.01558918785,673.993103,0.01353587117,673.993103,0.01697956584,673.993103,0.01595584117,
672.984436,0.0005088018952,672.984436,0.005633024033,672.984436,0.01060797367,672.984436,0.007328821812,672.984436,0.008183589205,672.984436,0.009978330694,672.984436,0.008620555513,672.984436,0.008957401849,672.984436,0.009803945199,672.984436,0.01457154192,672.984436,0.01425174065,672.984436,0.01265993435,672.984436,0.01775657758,672.984436,0.01352655143,672.984436,0.01492219977,672.984436,0.01613967307,
672.0114746,0.0004917493206,672.0114746,0.0062831291,672.0114746,0.01074444503,672.0114746,0.008699222468,672.0114746,0.008027008735,672.0114746,0.01005332358,672.0114746,0.01004235633,672.0114746,0.007876363583,672.0114746,0.01057590544,672.0114746,0.0137191359,672.0114746,0.01493704226,672.0114746,0.01348908525,672.0114746,0.01465846971,672.0114746,0.01432541478,672.0114746,0.01759268157,672.0114746,0.015726991,
671.0022583,0.0009982999181,671.0022583,0.008739578538,671.0022583,0.009791898541,671.0022583,0.007884455845,671.0022583,0.008431774564,671.0022583,0.008413432166,671.0022583,0.008259433322,671.0022583,0.009525073692,671.0022583,0.01089486852,671.0022583,0.01746029221,671.0022583,0.01613905467,671.0022583,0.01535023376,671.0022583,0.01678458788,671.0022583,0.014804014,671.0022583,0.0185359288,671.0022583,0.01662735082,
669.9926758,-0.001655922504,669.9926758,0.006628022995,669.9926758,0.01171746198,669.9926758,0.009429642931,669.9926758,0.009493666701,669.9926758,0.009544892237,669.9926758,0.009391973726,669.9926758,0.009737228043,669.9926758,0.01130715292,669.9926758,0.01491188537,669.9926758,0.01667046733,669.9926758,0.01317317504,669.9926758,0.01714659855,669.9926758,0.01525337994,669.9926758,0.01761540584,669.9926758,0.01710766181,
668.9827271,-0.0007662730641,668.9827271,0.004205279052,668.9827271,0.007789094932,668.9827271,0.006009185221,668.9827271,0.006093839183,668.9827271,0.00772110559,668.9827271,0.006110430229,668.9827271,0.007031855173,668.9827271,0.009271157905,668.9827271,0.01271726564,668.9827271,0.01424724609,668.9827271,0.0142906094,668.9827271,0.01442543324,668.9827271,0.01269527618,668.9827271,0.01296469662,668.9827271,0.01499194186,
668.0085449,-0.002547613578,668.0085449,0.005293714348,668.0085449,0.008333047852,668.0085449,0.008326900192,668.0085449,0.007226397283,668.0085449,0.00890775118,668.0085449,0.008692857809,668.0085449,0.009428108111,668.0085449,0.01092603151,668.0085449,0.01455007307,668.0085449,0.01671399362,668.0085449,0.01470875554,668.0085449,0.01527777966,668.0085449,0.01530421712,668.0085449,0.01526102144,668.0085449,0.01607568376,
666.9980469,0.001255314564,666.9980469,0.006030524615,666.9980469,0.01064362656,666.9980469,0.01012581214,666.9980469,0.008081832901,666.9980469,0.0116302697,666.9980469,0.01200687326,666.9980469,0.0118357148,666.9980469,0.01234822161,666.9980469,0.01675238274,666.9980469,0.01731821895,666.9980469,0.01539099775,666.9980469,0.01789137721,666.9980469,0.01675741374,666.9980469,0.01901086234,666.9980469,0.02000473998,
665.9872437,0.001234702184,665.9872437,0.008615908213,665.9872437,0.01177318022,665.9872437,0.009899855591,665.9872437,0.0116145825,665.9872437,0.01120322756,665.9872437,0.01131212059,665.9872437,0.01177833974,665.9872437,0.01319961902,665.9872437,0.01707381569,665.9872437,0.01889418252,665.9872437,0.01818042435,665.9872437,0.01647659764,665.9872437,0.01676263288,665.9872437,0.01929059066,665.9872437,0.0185723193,
665.012207,-0.002397709526,665.012207,0.005865482613,665.012207,0.007776840124,665.012207,0.008076374419,665.012207,0.00661774585,665.012207,0.008068251424,665.012207,0.01083960757,665.012207,0.008625810035,665.012207,0.01146215573,665.012207,0.01513116527,665.012207,0.01591150649,665.012207,0.01395684667,665.012207,0.0177095253,665.012207,0.01608503051,665.012207,0.01728584059,665.012207,0.01686657779,
664.0007324,0.0004311376542,664.0007324,0.00775335962,664.0007324,0.0101170158,664.0007324,0.009848746471,664.0007324,0.01040896773,664.0007324,0.01074630301,664.0007324,0.01169243827,664.0007324,0.01290237252,664.0007324,0.01381591521,664.0007324,0.01810023747,664.0007324,0.01900561713,664.0007324,0.01784808375,664.0007324,0.01775318012,664.0007324,0.01733115129,664.0007324,0.0193185471,664.0007324,0.02132614516,
662.9889526,0.0001814208663,662.9889526,0.008146502078,662.9889526,0.01135867275,662.9889526,0.01029897574,662.9889526,0.0113353692,662.9889526,0.0114079928,662.9889526,0.01362301968,662.9889526,0.01443787664,662.9889526,0.01452857908,662.9889526,0.01871226169,662.9889526,0.01920957677,662.9889526,0.01839034259,662.9889526,0.01840868033,662.9889526,0.01882159524,662.9889526,0.02078460902,662.9889526,0.01978794485,
662.0130005,-0.0008017762448,662.0130005,0.007477144245,662.0130005,0.01012819726,662.0130005,0.008560382761,662.0130005,0.01205288712,662.0130005,0.01057285443,662.0130005,0.01131366193,662.0130005,0.01264095865,662.0130005,0.01291191857,662.0130005,0.01680237427,662.0130005,0.01893403754,662.0130005,0.01566241868,662.0130005,0.01833868399,662.0130005,0.01675456204,662.0130005,0.02122419886,662.0130005,0.01876050606,
661.0006714,-0.0005819923826,661.0006714,0.007555683609,661.0006714,0.01038279943,661.0006714,0.009806989692,661.0006714,0.009365575388,661.0006714,0.01259690803,661.0006714,0.01245836075,661.0006714,0.01253413036,661.0006714,0.01456337702,661.0006714,0.01899333857,661.0006714,0.01968524791,661.0006714,0.01761082187,661.0006714,0.01890345663,661.0006714,0.01893379353,661.0006714,0.01961420663,661.0006714,0.02141506225,
659.9879761,0.0004770555825,659.9879761,0.007594958879,659.9879761,0.01251460053,659.9879761,0.01056829281,659.9879761,0.01132102218,659.9879761,0.01392035931,659.9879761,0.01298101898,659.9879761,0.01380915381,659.9879761,0.01571491361,659.9879761,0.01925936341,659.9879761,0.02076847851,659.9879761,0.01935860328,659.9879761,0.01960226335,659.9879761,0.01989364624,659.9879761,0.02120348625,659.9879761,0.02138702571,
659.0111084,0.0001775622659,659.0111084,0.007822408341,659.0111084,0.01080606226,659.0111084,0.01013201289,659.0111084,0.01150614489,659.0111084,0.01228880882,659.0111084,0.01235679723,659.0111084,0.01384881139,659.0111084,0.01521817874,659.0111084,0.01969397068,659.0111084,0.02070855536,659.0111084,0.01854921877,659.0111084,0.02109561674,659.0111084,0.01954818703,659.0111084,0.02156705037,659.0111084,0.02020607889,
657.9978027,0.0004600042012,657.9978027,0.009746308438,657.9978027,0.01259642839,657.9978027,0.01108801551,657.9978027,0.01151895709,657.9978027,0.0147723034,657.9978027,0.01424441114,657.9978027,0.01495796628,657.9978027,0.01712336019,657.9978027,0.02186558023,657.9978027,0.02183849365,657.9978027,0.02037297189,657.9978027,0.02164458856,657.9978027,0.0210579019,657.9978027,0.02148152888,657.9978027,0.0240471717,
656.9841919,-0.001016800408,656.9841919,0.009835639037,656.9841919,0.01094994973,656.9841919,0.01130189188,656.9841919,0.01091437787,656.9841919,0.0131411301,656.9841919,0.01464417297,656.9841919,0.01595900953,656.9841919,0.01669960096,656.9841919,0.02095506713,656.9841919,0.0209995117,656.9841919,0.02210343443,656.9841919,0.02252740227,656.9841919,0.02075036801,656.9841919,0.02218174934,656.9841919,0.02436110191,
656.0064697,0.0003047847713,656.0064697,0.008544594981,656.0064697,0.01198404096,656.0064697,0.01064304262,656.0064697,0.01093224343,656.0064697,0.01479504164,656.0064697,0.01482233498,656.0064697,0.01466628816,656.0064697,0.01656896435,656.0064697,0.02066777647,656.0064697,0.02225097828,656.0064697,0.01924794354,656.0064697,0.02321590483,656.0064697,0.02121416852,656.0064697,0.0219251737,656.0064697,0.02344102971,
654.9921875,0.0007995506166,654.9921875,0.008110843599,654.9921875,0.01251422707,654.9921875,0.01133037452,654.9921875,0.0118272556,654.9921875,0.01406838372,654.9921875,0.01664539985,654.9921875,0.01542953961,654.9921875,0.01718572713,654.9921875,0.02210242674,654.9921875,0.0230605267,654.9921875,0.02144021727,654.9921875,0.02036228403,654.9921875,0.02168788016,654.9921875,0.02299714647,654.9921875,0.02268376388,
654.0139771,0.001053281943,654.0139771,0.009567569941,654.0139771,0.01243459992,654.0139771,0.01123879664,654.0139771,0.01166850515,654.0139771,0.01489824895,654.0139771,0.01528949663,654.0139771,0.01655379683,654.0139771,0.01681857184,654.0139771,0.02194461413,654.0139771,0.02271916717,654.0139771,0.02126755752,654.0139771,0.02223321423,654.0139771,0.02162119001,654.0139771,0.02319091931,654.0139771,0.02338382229,
652.9990845,-0.0006671898882,652.9990845,0.009053759277,652.9990845,0.01172791328,652.9990845,0.01117892377,652.9990845,0.01240676362,652.9990845,0.01524978783,652.9990845,0.01579267532,652.9990845,0.01519732177,652.9990845,0.01817030273,652.9990845,0.02130961418,652.9990845,0.02325126901,652.9990845,0.02222190611,652.9990845,0.02155535296,652.9990845,0.02212808467,652.9990845,0.02249362506,652.9990845,0.02282776684,
651.9840088,0.0003054582921,651.9840088,0.009917492978,651.9840088,0.01216116827,651.9840088,0.01207545679,651.9840088,0.01165983733,651.9840088,0.01610687189,651.9840088,0.01577597857,651.9840088,0.01695434377,651.9840088,0.01744364016,651.9840088,0.02205729671,651.9840088,0.02351043373,651.9840088,0.02029815689,651.9840088,0.02302790619,651.9840088,0.02183266915,651.9840088,0.02372693457,651.9840088,0.02476702817,
651.0047607,-0.0006666730042,651.0047607,0.006622950081,651.0047607,0.009915639646,651.0047607,0.009345499799,651.0047607,0.009726956487,651.0047607,0.01258067973,651.0047607,0.01360410918,651.0047607,0.01404258236,651.0047607,0.01534487028,651.0047607,0.01967222057,651.0047607,0.02150407806,651.0047607,0.01883294806,651.0047607,0.02239789069,651.0047607,0.02019224875,651.0047607,0.0224576667,651.0047607,0.02237938344,
649.9890747,-0.0001659491245,649.9890747,0.009595885873,649.9890747,0.01216678508,649.9890747,0.01214546245,649.9890747,0.01384985447,649.9890747,0.01512604579,649.9890747,0.01605623588,649.9890747,0.01651625708,649.9890747,0.01733581163,649.9890747,0.02184990048,649.9890747,0.02447868511,649.9890747,0.02140918747,649.9890747,0.02273405902,649.9890747,0.0223250147,649.9890747,0.02373237535,649.9890747,0.02342275344,
649.0092773,0.002871867269,649.0092773,0.01043280493,649.0092773,0.01419399213,649.0092773,0.01347941905,649.0092773,0.01380872633,649.0092773,0.01677678525,649.0092773,0.01732056402,649.0092773,0.01737969927,649.0092773,0.02044359595,649.0092773,0.02409289218,649.0092773,0.02530129068,649.0092773,0.02327186055,649.0092773,0.02385350876,649.0092773,0.02426500991,649.0092773,0.0250191465,649.0092773,0.02702250518,
647.9928589,-0.0006102728075,647.9928589,0.008710183203,647.9928589,0.01224676333,647.9928589,0.01275466476,647.9928589,0.0145302387,647.9928589,0.01562130637,647.9928589,0.01609929651,647.9928589,0.01656280458,647.9928589,0.0186687801,647.9928589,0.02325271629,647.9928589,0.02387215942,647.9928589,0.02282397449,647.9928589,0.0219118055,647.9928589,0.02263562754,647.9928589,0.02385897748,647.9928589,0.02380857989,
647.0125732,0.002130689099,647.0125732,0.01017401274,647.0125732,0.01428434905,647.0125732,0.01470650639,647.0125732,0.01425639447,647.0125732,0.0160203781,647.0125732,0.01854392514,647.0125732,0.01868653484,647.0125732,0.01960670575,647.0125732,0.02405163273,647.0125732,0.02535521053,647.0125732,0.02430558018,647.0125732,0.02536209859,647.0125732,0.0245348867,647.0125732,0.02668666095,647.0125732,0.02704840153,
645.9956665,0.0008850882878,645.9956665,0.009101206437,645.9956665,0.01212358102,645.9956665,0.01162229292,645.9956665,0.01153706014,645.9956665,0.01425289083,645.9956665,0.01657678932,645.9956665,0.01646323502,645.9956665,0.01819092594,645.9956665,0.02224313095,645.9956665,0.0230168514,645.9956665,0.02158731781,645.9956665,0.02215475403,645.9956665,0.02427456342,645.9956665,0.02277298644,645.9956665,0.02398999408,
645.0147095,-0.000801672868,645.0147095,0.007953867316,645.0147095,0.01121799741,645.0147095,0.01032103039,645.0147095,0.009956452996,645.0147095,0.01342014503,645.0147095,0.01428343914,645.0147095,0.01567452215,645.0147095,0.01616694406,645.0147095,0.02216641232,645.0147095,0.02275178954,645.0147095,0.02184124291,645.0147095,0.02182943001,645.0147095,0.02257792652,645.0147095,0.02258286253,645.0147095,0.0236946214,
643.9971313,0.00217564241,643.9971313,0.009374356829,643.9971313,0.0132168578,643.9971313,0.01306280121,643.9971313,0.01268109586,643.9971313,0.01638040692,643.9971313,0.01536812074,643.9971313,0.0169549901,643.9971313,0.01834097877,643.9971313,0.02316511609,643.9971313,0.02531786449,643.9971313,0.02279502898,643.9971313,0.02488351613,643.9971313,0.02307368442,643.9971313,0.02645519748,643.9971313,0.02516425401,
643.015686,0.002098667901,643.015686,0.009211556055,643.015686,0.01225839928,643.015686,0.0118722925,643.015686,0.01320258155,643.015686,0.01561231725,643.015686,0.01621783338,643.015686,0.01723137684,643.015686,0.0196147766,643.015686,0.02346493676,643.015686,0.0230636932,643.015686,0.02202600427,643.015686,0.02406468242,643.015686,0.02363194153,643.015686,0.02571227215,643.015686,0.02543600835,
641.9974976,0.001350056264,641.9974976,0.01209006924,641.9974976,0.01320959907,641.9974976,0.01274888031,641.9974976,0.01437563449,641.9974976,0.01655715704,641.9974976,0.01671539247,641.9974976,0.01714298874,641.9974976,0.01919361204,641.9974976,0.02398805134,641.9974976,0.02500524372,641.9974976,0.0244305972,641.9974976,0.02439842187,641.9974976,0.02258051746,641.9974976,0.02667669766,641.9974976,0.02468555979,
641.0154419,0.001789061003,641.0154419,0.008608963341,641.0154419,0.01448380109,641.0154419,0.01225331333,641.0154419,0.01337454654,641.0154419,0.01508592255,641.0154419,0.01581348106,641.0154419,0.01701251417,641.0154419,0.01687004976,641.0154419,0.02240672149,641.0154419,0.02511342987,641.0154419,0.02170739137,641.0154419,0.02379673906,641.0154419,0.02275397256,641.0154419,0.02413125709,641.0154419,0.02442049235,
639.9967041,-0.0003224194515,639.9967041,0.008536173031,639.9967041,0.01387492288,639.9967041,0.01161596458,639.9967041,0.01303833909,639.9967041,0.01477066986,639.9967041,0.01457183622,639.9967041,0.01735803671,639.9967041,0.01791063696,639.9967041,0.02203267813,639.9967041,0.02397927083,639.9967041,0.02163726836,639.9967041,0.02235123143,639.9967041,0.02386917919,639.9967041,0.02539593726,639.9967041,0.02436958998,
639.0140381,-0.002097127959,639.0140381,0.007800506428,639.0140381,0.01183161791,639.0140381,0.01021196134,639.0140381,0.01045120694,639.0140381,0.01356316544,639.0140381,0.0148515841,639.0140381,0.01502589229,639.0140381,0.01622213237,639.0140381,0.01998975128,639.0140381,0.0214253962,639.0140381,0.01978499256,639.0140381,0.02102836594,639.0140381,0.02093705721,639.0140381,0.02307128161,639.0140381,0.02140578814,
637.9946899,0.0006630313583,637.9946899,0.009537006728,637.9946899,0.01410972327,637.9946899,0.01291639917,637.9946899,0.01328469906,637.9946899,0.01586827636,637.9946899,0.01475607418,637.9946899,0.01687021181,637.9946899,0.01811964251,637.9946899,0.02267162688,637.9946899,0.02389313653,637.9946899,0.02086282335,637.9946899,0.0245308876,637.9946899,0.02305596694,637.9946899,0.02446959354,637.9946899,0.02586865611,
637.0115356,0.0005672989646,637.0115356,0.008645403199,637.0115356,0.01383221615,637.0115356,0.01074672677,637.0115356,0.01272414252,637.0115356,0.01480013039,637.0115356,0.0137868952,637.0115356,0.01510160137,637.0115356,0.01769930497,637.0115356,0.02147736773,637.0115356,0.02314725891,637.0115356,0.02175474353,637.0115356,0.02328420617,637.0115356,0.02296944335,637.0115356,0.02491271123,637.0115356,0.02365058288,
635.9915771,-0.0002590412623,635.9915771,0.008228776976,635.9915771,0.01235930063,635.9915771,0.01161208283,635.9915771,0.01251036394,635.9915771,0.01364318654,635.9915771,0.01552796084,635.9915771,0.01445612777,635.9915771,0.01815813035,635.9915771,0.02113108151,635.9915771,0.02369259857,635.9915771,0.02184559964,635.9915771,0.02144465037,635.9915771,0.02177218907,635.9915771,0.02329062484,635.9915771,0.02353131026,
635.0078735,-0.0006579368492,635.0078735,0.008569834754,635.0078735,0.01066996995,635.0078735,0.01150170621,635.0078735,0.0118752718,635.0078735,0.01397571899,635.0078735,0.01393014286,635.0078735,0.01572398655,635.0078735,0.01744027063,635.0078735,0.02147606201,635.0078735,0.02192182466,635.0078735,0.02129063755,635.0078735,0.02070502564,635.0078735,0.02124580927,635.0078735,0.02413016185,635.0078735,0.02379192598,
633.9873047,0.0006100428291,633.9873047,0.00926214084,633.9873047,0.01183890644,633.9873047,0.0123621244,633.9873047,0.01318803802,633.9873047,0.01520262938,633.9873047,0.01555674896,633.9873047,0.01656643488,633.9873047,0.01771068387,633.9873047,0.02218387462,633.9873047,0.02256767452,633.9873047,0.02170611173,633.9873047,0.02310641669,633.9873047,0.02174785733,633.9873047,0.02377759852,633.9873047,0.02403105795,
633.0029297,0.0005193499383,633.0029297,0.009440489113,633.0029297,0.0122725917,633.0029297,0.01190552115,633.0029297,0.01230601128,633.0029297,0.01562396344,633.0029297,0.01556605939,633.0029297,0.01557051297,633.0029297,0.01710844226,633.0029297,0.02058712952,633.0029297,0.02289955504,633.0029297,0.01940851472,633.0029297,0.02157412283,633.0029297,0.02173471265,633.0029297,0.02427442744,633.0029297,0.02395837195,
631.9818115,7.600785466E-005,631.9818115,0.00874876976,631.9818115,0.01025985274,631.9818115,0.01135024894,631.9818115,0.01192066073,631.9818115,0.01504550874,631.9818115,0.01389018353,631.9818115,0.01571220346,631.9818115,0.01565807126,631.9818115,0.02027084306,631.9818115,0.02140654996,631.9818115,0.0216813758,631.9818115,0.02122498676,631.9818115,0.02115763351,631.9818115,0.02225092426,631.9818115,0.02342693321,
630.9969482,7.471333083E-005,630.9969482,0.008388914168,630.9969482,0.01119204517,630.9969482,0.01179259643,630.9969482,0.01165037043,630.9969482,0.0136084361,630.9969482,0.01418572757,630.9969482,0.01511441264,630.9969482,0.01547240373,630.9969482,0.0210214369,630.9969482,0.02149880119,630.9969482,0.01972582564,630.9969482,0.021945104,630.9969482,0.02057746612,630.9969482,0.02248394676,630.9969482,0.02262810059,
630.0117188,0.001770476578,630.0117188,0.008999261074,630.0117188,0.01226335205,630.0117188,0.01248961035,630.0117188,0.01307723299,630.0117188,0.01508091111,630.0117188,0.01451118104,630.0117188,0.01801361516,630.0117188,0.01764042303,630.0117188,0.02186043561,630.0117188,0.02265834436,630.0117188,0.02072986774,630.0117188,0.02423454449,630.0117188,0.02187695913,630.0117188,0.02416634001,630.0117188,0.02424721792,
628.9897461,-0.0005243918858,628.9897461,0.009852162562,628.9897461,0.01164603699,628.9897461,0.01131437905,628.9897461,0.01325913053,628.9897461,0.01455446333,628.9897461,0.01594671048,628.9897461,0.01506274007,628.9897461,0.01682486944,628.9897461,0.02068881691,628.9897461,0.02146942727,628.9897461,0.02146738581,628.9897461,0.02069248259,628.9897461,0.021391185,628.9897461,0.0232130643,628.9897461,0.02302927151,
628.0040283,0.0002378018253,628.0040283,0.008813089691,628.0040283,0.01174086519,628.0040283,0.01220014319,628.0040283,0.01226175483,628.0040283,0.01489835605,628.0040283,0.01359740458,628.0040283,0.01622694358,628.0040283,0.01670048758,628.0040283,0.02091027237,628.0040283,0.02192675322,628.0040283,0.02002910897,628.0040283,0.02110154182,628.0040283,0.02174606174,628.0040283,0.02257988974,628.0040283,0.02327937074,
627.0179443,-0.0005138947163,627.0179443,0.008614244871,627.0179443,0.01206398569,627.0179443,0.01186040137,627.0179443,0.01275434438,627.0179443,0.01455743425,627.0179443,0.01517362427,627.0179443,0.01467959583,627.0179443,0.0171991922,627.0179443,0.020005906,627.0179443,0.02204697393,627.0179443,0.02112474851,627.0179443,0.02192049101,627.0179443,0.02130314335,627.0179443,0.02268962748,627.0179443,0.02306827903,
625.9950562,-0.0004113402683,625.9950562,0.007486256305,625.9950562,0.01172299404,625.9950562,0.01064161025,625.9950562,0.01161399763,625.9950562,0.01408546977,625.9950562,0.01455090288,625.9950562,0.01419201307,625.9950562,0.01581415161,625.9950562,0.02026566304,625.9950562,0.02111752145,625.9950562,0.01969624497,625.9950562,0.02089889161,625.9950562,0.02131265961,625.9950562,0.02188477293,625.9950562,0.0230294615,
625.0085449,-7.718509733E-005,625.0085449,0.009843423963,625.0085449,0.01138035581,625.0085449,0.01183135156,625.0085449,0.01240071747,625.0085449,0.01406702027,625.0085449,0.01424513292,625.0085449,0.01505269017,625.0085449,0.0161726661,625.0085449,0.01902408898,625.0085449,0.02242400311,625.0085449,0.02033719048,625.0085449,0.02184456401,625.0085449,0.02145517431,625.0085449,0.02240794897,625.0085449,0.02320072241,
623.9851074,-0.001003112644,623.9851074,0.009805957787,623.9851074,0.0110765174,623.9851074,0.01136204693,623.9851074,0.01097447984,623.9851074,0.01352743246,623.9851074,0.01332081202,623.9851074,0.01507295109,623.9851074,0.01522530988,623.9851074,0.01980458014,623.9851074,0.02192454785,623.9851074,0.01948195882,623.9851074,0.02209820412,623.9851074,0.01993142441,623.9851074,0.02126877941,623.9851074,0.02247928455,
622.9979248,-0.000224062911,622.9979248,0.00847324077,622.9979248,0.01147914026,622.9979248,0.01161596458,622.9979248,0.01246161107,622.9979248,0.0139697846,622.9979248,0.01413154416,622.9979248,0.01345933974,622.9979248,0.01654839143,622.9979248,0.01879929379,622.9979248,0.02201396786,622.9979248,0.0181039609,622.9979248,0.02083506621,622.9979248,0.02148182876,622.9979248,0.02238341793,622.9979248,0.02228536457,
622.0105591,-0.0004575263883,622.0105591,0.007991597056,622.0105591,0.01242343802,622.0105591,0.01260146406,622.0105591,0.01246949658,622.0105591,0.0150259994,622.0105591,0.01445470937,622.0105591,0.01536541246,622.0105591,0.01711291261,622.0105591,0.02065870911,622.0105591,0.02245469578,622.0105591,0.02041657083,622.0105591,0.02190271392,622.0105591,0.02140722983,622.0105591,0.02390793338,622.0105591,0.02372518554,
620.9862671,-0.0003084511845,620.9862671,0.006558822468,620.9862671,0.009182208218,620.9862671,0.01049899217,620.9862671,0.01059871633,620.9862671,0.01332895271,620.9862671,0.01286712009,620.9862671,0.01430128329,620.9862671,0.01499253139,620.9862671,0.01906441338,620.9862671,0.02127832174,620.9862671,0.01986690052,620.9862671,0.02051775716,620.9862671,0.01890329458,620.9862671,0.02137163468,620.9862671,0.02023601905,
619.99823,0.0005832399474,619.99823,0.008530153893,619.99823,0.01220371109,619.99823,0.01131108496,619.99823,0.0118692331,619.99823,0.01413889881,619.99823,0.01372931525,619.99823,0.01495303679,619.99823,0.01511939801,619.99823,0.02012841776,619.99823,0.02210049331,619.99823,0.01965290867,619.99823,0.02183770388,619.99823,0.02059470117,619.99823,0.02241440862,619.99823,0.02187537961,
