,Protein Conc,Protein Vol,Triton
0,10.0,20.0,0.010000000000000002
1,10.0,30.0,0.1
2,10.0,26.363636363636363,0.04272727272727273
3,10.0,20.0,0.1
4,20.0,20.0,0.1
5,16.363636363636363,26.363636363636363,0.1
6,13.636363636363637,30.0,0.010000000000000002
7,20.0,30.0,0.06727272727272728
8,20.0,22.727272727272727,0.010000000000000002
9,15.454545454545453,20.0,0.05090909090909092
