BLANK,,BM3_wthEME_2IN1000,,BM3_wtheme_5in1000,,BM3_wtheme_10in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
637.9285278,-0.0002740976634,637.9285278,0.005970263388,637.9285278,0.008398414589,637.9285278,0.01830369048,
637.0488892,-0.0001236655517,637.0488892,0.005135789048,637.0488892,0.01011881791,637.0488892,0.01949219406,
636.0223999,-0.0001295658294,636.0223999,0.004817283247,636.0223999,0.008542430587,636.0223999,0.01873631589,
634.9955444,0.0001519772195,634.9955444,0.00556044234,634.9955444,0.008779700845,634.9955444,0.01888052933,
633.9684448,-6.859240239E-5,633.9684448,0.007363626733,633.9684448,0.00834267959,633.9684448,0.01789674349,
632.940979,0.00138415175,632.940979,0.006124108098,632.940979,0.008429874666,632.940979,0.01930734329,
632.0601196,-0.0002027950977,632.0601196,0.005926962476,632.0601196,0.008353076875,632.0601196,0.0189803578,
631.0321045,-0.0003662355302,631.0321045,0.005777568091,631.0321045,0.009593901224,631.0321045,0.02003260702,
630.0038452,0.0002620968444,630.0038452,0.006340964697,630.0038452,0.008794995025,630.0038452,0.0195701737,
628.9752808,0.0003043444012,628.9752808,0.006793617737,628.9752808,0.008640967309,628.9752808,0.01910217479,
627.9464111,4.214440196E-5,627.9464111,0.006067246664,627.9464111,0.008911185898,627.9464111,0.01889258809,
627.06427,8.563922893E-5,627.06427,0.006602922454,627.06427,0.008364238776,627.06427,0.0188282989,
626.0348511,0.0003422437876,626.0348511,0.005297959317,626.0348511,0.009443398565,626.0348511,0.01872282848,
625.005127,-0.001121122623,625.005127,0.005609213375,625.005127,0.008056727238,625.005127,0.01842461526,
623.9750977,0.0007175302017,623.9750977,0.005562933162,623.9750977,0.008857921697,623.9750977,0.01869734377,
622.9448242,-1.206269371E-5,622.9448242,0.005730063189,622.9448242,0.007680264767,622.9448242,0.0183751937,
622.0614624,0.0007772223325,622.0614624,0.004947914276,622.0614624,0.008697242476,622.0614624,0.01879080571,
621.0306396,-0.0001816814911,621.0306396,0.005936750676,621.0306396,0.008283415809,621.0306396,0.0186408665,
619.9994507,-0.0002113333903,619.9994507,0.004405776039,619.9994507,0.008159981109,619.9994507,0.01896721683,
618.9680176,0.0004734016547,618.9680176,0.004575130064,618.9680176,0.008879586123,618.9680176,0.01851220988,
617.9362793,0.0004738421994,617.9362793,0.006385646295,617.9362793,0.00893890392,617.9362793,0.01935530081,
617.0517578,0.0006258297944,617.0517578,0.00596630061,617.0517578,0.008826403879,617.0517578,0.01844503358,
616.0194702,-0.0004185814178,616.0194702,0.005242987536,616.0194702,0.008790927008,616.0194702,0.01909898221,
614.9868774,-0.000151613538,614.9868774,0.006115444936,614.9868774,0.009657287039,614.9868774,0.0193015784,
613.9540405,-0.000923405576,613.9540405,0.005674354732,613.9540405,0.008184591308,613.9540405,0.0188544672,
613.0685425,6.086217763E-5,613.0685425,0.006562632974,613.0685425,0.008801704273,613.0685425,0.02015721239,
612.0351563,-0.0001217505269,612.0351563,0.007220949046,612.0351563,0.008641310036,612.0351563,0.02025950514,
611.0014648,0.0006777054514,611.0014648,0.006131275557,611.0014648,0.009414670058,611.0014648,0.01962512173,
609.9674683,0.0007373402477,609.9674683,0.006606181618,609.9674683,0.009672268294,609.9674683,0.0210053809,
608.9332275,-0.0001255805546,608.9332275,0.007088421844,608.9332275,0.009780910797,608.9332275,0.02160380408,
608.0465088,-2.578165913E-5,608.0465088,0.00737929251,608.0465088,0.01027215179,608.0465088,0.02100812458,
607.0117188,-0.0002138689742,607.0117188,0.006257392,607.0117188,0.009430330247,607.0117188,0.02072826587,
605.9766235,0.0003684877302,605.9766235,0.00673072692,605.9766235,0.0102344621,605.9766235,0.02210256271,
604.9412842,0.0007803601329,604.9412842,0.007017516997,604.9412842,0.009920671582,604.9412842,0.02212653309,
604.0535889,0.001099810703,604.0535889,0.007647700142,604.0535889,0.009943713434,604.0535889,0.02324640751,
603.0177002,0.0002537825203,603.0177002,0.006624685135,603.0177002,0.01000503171,603.0177002,0.02274022438,
601.9815674,0.0003368034668,601.9815674,0.007226028945,601.9815674,0.01031437702,601.9815674,0.02355248854,
600.9450684,0.0005075838417,600.9450684,0.006917559542,600.9450684,0.01020228863,600.9450684,0.02377943136,
600.0564575,-0.0007401218754,600.0564575,0.008402162232,600.0564575,0.01129214186,600.0564575,0.02498772182,
599.0194702,5.33024795E-5,599.0194702,0.0078099682,599.0194702,0.01209084131,599.0194702,0.02514694631,
597.9822388,-0.0002020706161,597.9822388,0.007218817249,597.9822388,0.01158145536,597.9822388,0.02526979148,
596.9446411,0.0007079366478,596.9446411,0.008357642218,596.9446411,0.01214964129,596.9446411,0.02707950585,
596.0551147,0.0007212380297,596.0551147,0.008818690665,596.0551147,0.01284605637,596.0551147,0.02731609903,
595.0170288,-0.0001874774898,595.0170288,0.008019967936,595.0170288,0.01247455832,595.0170288,0.02677423321,
593.9786987,0.0005032040062,593.9786987,0.009346875362,593.9786987,0.01262686122,593.9786987,0.02824760228,
592.9400635,-0.0007259085542,592.9400635,0.008723678999,592.9400635,0.01408260874,592.9400635,0.03007950261,
592.0495605,2.907091584E-5,592.0495605,0.01046144217,592.0495605,0.01460313052,592.0495605,0.03186779097,
591.010437,0.0004177415103,591.010437,0.01047451515,591.010437,0.01486894209,591.010437,0.03228283301,
589.9710083,0.0005853654002,589.9710083,0.01013739128,589.9710083,0.01542744692,589.9710083,0.03357355297,
588.9312744,-7.299229765E-5,588.9312744,0.01104648504,588.9312744,0.0161703825,588.9312744,0.03474112973,
588.039917,-0.0003427502525,588.039917,0.01042874809,588.039917,0.01665995084,588.039917,0.03603198379,
586.9996948,0.0002068004542,586.9996948,0.01301998738,586.9996948,0.01765910536,586.9996948,0.03826221079,
585.9591675,8.605348557E-5,585.9591675,0.01352110319,585.9591675,0.0182658378,585.9591675,0.03963372111,
585.0670776,0.0008721450577,585.0670776,0.01407632511,585.0670776,0.01968627796,585.0670776,0.04167474806,
