baselien,,bm3WTHeme_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
312.9880676,0.0001578554366,312.9880676,0.07279069722,
312.0495911,0.0001597975934,312.0495911,0.07412099838,
310.9545593,-0.0004895383026,310.9545593,0.07549379021,
310.0158386,-0.0002551089274,310.0158386,0.07707677037,
309.0770264,-9.742385737E-5,309.0770264,0.08119399101,
307.9815979,0.0001139132,307.9815979,0.08628525585,
307.0425415,0.0003146802774,307.0425415,0.09192017466,
305.9468689,2.32203347E-5,305.9468689,0.1001813412,
305.0075684,6.961295003E-5,305.0075684,0.107058838,
304.0681763,-0.0001293070527,304.0681763,0.1167787537,
302.9721069,-0.0003334902867,302.9721069,0.1305015534,
302.0325012,0.0002554142848,302.0325012,0.1420655102,
300.9361267,0.0001055758112,300.9361267,0.1594195962,
299.9963074,0.0005879056989,299.9963074,0.1726140529,
299.056366,3.696673593E-5,299.056366,0.1926658005,
297.9596252,0.0001500092039,297.9596252,0.2149419934,
297.0194397,-0.0003094341373,297.0194397,0.2435609698,
295.9224548,0.0001117899956,295.9224548,0.2687336206,
294.9820557,8.92639946E-5,294.9820557,0.3089433312,
294.0415649,0.0001085793265,294.0415649,0.3434071541,
292.9442139,0.0001403505157,292.9442139,0.3776709139,
292.003479,0.0003147061798,292.003479,0.3979161084,
291.0626831,-0.0001063265445,291.0626831,0.4148111045,
289.9649353,-0.000151613538,289.9649353,0.4446408749,
289.0238953,-4.291681398E-5,289.0238953,0.4811263382,
287.9259033,0.0005311423447,287.9259033,0.520580709,
286.9846497,0.0001205935841,286.9846497,0.5559169054,
286.0433044,9.899922588E-5,286.0433044,0.5780753493,
284.9449463,0.0002474108769,284.9449463,0.6012504697,
284.0033569,0.0001611700573,284.0033569,0.6123066545,
283.0617065,9.607345419E-5,283.0617065,0.6242287755,
281.9629822,-0.000141159122,281.9629822,0.6370561123,
281.0211182,-0.0002778746129,281.0211182,0.6479622722,
279.9221191,-0.0004474930756,279.9221191,0.6559597254,
278.9800415,5.866156425E-5,278.9800415,0.6597326398,
278.0378723,-0.0008372765151,278.0378723,0.6618878245,
276.9385376,-0.0002750807034,276.9385376,0.6624888778,
275.9961548,-0.0006651222357,275.9961548,0.6617205739,
275.0536804,5.941235941E-5,275.0536804,0.659848094,
273.9539795,0.0005956302048,273.9539795,0.6554756165,
273.0112915,-7.035236194E-5,273.0112915,0.6499797702,
272.068512,-0.0007358837756,272.068512,0.6489316821,
270.9684753,-0.0004186848528,270.9684753,0.6456540227,
270.0254822,-5.549596972E-5,270.0254822,0.6415663362,
268.9252014,0.0003550157999,268.9252014,0.6298412681,
267.9820251,-0.0005500906846,267.9820251,0.6206916571,
267.0387573,0.0004559876688,267.0387573,0.6166557074,
265.9381409,-0.0005150323268,265.9381409,0.6056877971,
264.9946594,0.001151898643,264.9946594,0.5942613482,
264.0510864,0.0005451121833,264.0510864,0.5823723674,
262.9501343,-0.000336387282,262.9501343,0.5735415816,
262.0063477,0.0005611819215,262.0063477,0.5695304275,
261.0625,0.000178572227,261.0625,0.5652336478,
259.9612122,0.0005645514466,259.9612122,0.5579198003,
259.0171509,-0.0003387152101,259.0171509,0.5427874327,
258.072998,-0.0003905471531,258.072998,0.5301376581,
256.9713745,-0.0004807468795,256.9713745,0.5179772377,
256.0270386,-0.0001841137419,256.0270386,0.5141814947,
254.9252014,-0.0004345115158,254.9252014,0.50886935,
253.9806671,0.0001857197494,253.9806671,0.5033357739,
253.0360413,-0.001417942229,253.0360413,0.4969429374,
251.9338837,0.0004589417658,251.9338837,0.4937534332,
250.9890747,-0.0002155248512,250.9890747,0.4935696423,
250.0441742,0.0001530389127,250.0441742,0.5001353621,
248.947998,5.74706537E-5,248.947998,0.5089128613,
248.0085449,1.485879966E-5,248.0085449,0.5217120051,
247.0690155,4.268805787E-5,247.0690155,0.5396911502,
245.9727936,-0.0001581344695,245.9727936,0.5758726597,
245.0330658,0.0002987491607,245.0330658,0.6108243465,
243.9366302,-0.0005499873077,243.9366302,0.6686876416,
242.9967346,-0.0001252182556,242.9967346,0.7384338379,
242.0567474,-0.001218140358,242.0567474,0.8197740912,
240.9600067,-0.0007104026736,240.9600067,0.9167546034,
240.0198364,-0.0005475570797,240.0198364,1.078791261,
238.9228821,-0.0003771500778,238.9228821,1.266268611,
237.9825439,-0.0004901071079,237.9825439,1.456213474,
237.0421143,-0.0001549257722,237.0421143,1.652265906,
235.9448547,-0.0009796618251,235.9448547,1.910635114,
235.0042572,0.0006262964453,235.0042572,2.244891644,
234.0635834,0.001120572444,234.0635834,2.340180397,
232.9660187,0.00015164059,232.9660187,2.524978638,
232.025177,0.0004476177855,232.025177,2.848441839,
230.9274139,0.001886805054,230.9274139,2.812860489,
229.9863892,-9.390414198E-5,229.9863892,2.29226613,
229.0452728,0.001298827236,229.0452728,3.260673046,
227.9472198,0.004377848934,227.9472198,2.9622159,
227.0059509,-0.009882315062,227.0059509,2.632565975,
226.0646057,-0.006833792664,226.0646057,2.644313574,
224.9662628,-0.01069359947,224.9662628,2.602583647,
224.0247345,9.928403597E-5,224.0247345,2.572388887,
222.9261932,0.007289360277,222.9261932,2.949853182,
221.9845123,0.005278542638,221.9845123,2.410608292,
221.0427551,-0.02012502402,221.0427551,2.110416889,
219.943924,0.02748905681,219.943924,1.873668909,
219.0019989,0.01639328338,219.0019989,1.84122777,
218.0599976,0.001826310414,218.0599976,1.887265205,
216.960907,-0.01652366854,216.960907,1.537415624,
216.0187378,0.006477625109,216.0187378,1.215708017,
215.0765076,-0.03847170994,215.0765076,1.321131706,
213.9771271,-0.01852894574,213.9771271,0.9838969111,
213.034729,-0.03207854554,213.034729,0.956746757,
211.9351807,0.1149697602,211.9351807,1.125874758,
210.9926147,0.006463279482,210.9926147,0.5790695548,
210.0499878,0.009145115502,210.0499878,0.289719075,
208.9501648,-0.01688614674,208.9501648,0.6748481989,
208.0073853,-0.002693400951,208.0073853,0.7897119522,
207.0645294,0.007671385538,207.0645294,0.4077732861,
205.9644318,0.03162681311,205.9644318,0.1832547635,
205.0214233,0.003422111506,205.0214233,0.5031237006,
204.0783539,0.02990501001,204.0783539,0.5090851784,
202.9779968,0.1229090914,202.9779968,0.179265365,
202.0347748,0.04726428911,202.0347748,0.3769949973,
200.9342499,0.09016942978,200.9342499,0.2774926424,
199.9907532,0.04323163256,199.9907532,0.02173174731,

baselien,
baselien
Collection Time: 17/11/2019 16:02:03
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 17/11/2019 16:01:23
Method Modifications:
Common Interval nm Changed: 17/11/2019 16:01:45, Old:     5.00, New:     1.00
Baseline Correction Changed: 17/11/2019 16:01:45, Old:0, New:1
Storage Changed: 17/11/2019 16:01:45, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

bm3WTHeme_5in1000,
bm3WTHeme_5in1000
Collection Time: 17/11/2019 16:03:32
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 17/11/2019 16:01:23
Method Modifications:
Common Interval nm Changed: 17/11/2019 16:01:45, Old:     5.00, New:     1.00
Baseline Correction Changed: 17/11/2019 16:01:45, Old:0, New:1
Storage Changed: 17/11/2019 16:01:45, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

