baselien,,bm3WTHeme_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
510.0447693,-0.001124375733,510.0447693,0.03488769755,
508.985321,-7.7081575E-5,508.985321,0.03575838357,
507.9256287,0.0002461676486,507.9256287,0.03574399278,
507.0171204,8.147078188E-5,507.0171204,0.03610646725,
505.9570007,-1.061311741E-5,505.9570007,0.03527832031,
505.0481262,-0.001124479109,505.0481262,0.03465790674,
503.9875488,9.449406207E-5,503.9875488,0.03477180749,
502.9267273,0.0002584706235,502.9267273,0.03426551819,
502.0172729,-0.0007159331581,502.0172729,0.03342974558,
500.9560242,-0.0007393466076,500.9560242,0.03359117359,
500.0462036,0.000144312362,500.0462036,0.03417721018,
498.9844971,-0.0003264546394,498.9844971,0.03384113684,
498.0742798,-0.0001533731556,498.0742798,0.03392481431,
497.012146,-0.0002543845621,497.012146,0.0334042497,
495.9497986,-0.0001959125802,495.9497986,0.03525187448,
495.0390015,-0.0001957573404,495.0390015,0.03376013041,
493.9762268,0.000318876846,493.9762268,0.03377526626,
493.0650635,0.0003287985746,493.0650635,0.03401338309,
492.0018311,-0.0003546999651,492.0018311,0.03318814933,
490.9383545,-0.0003473543038,490.9383545,0.0337231718,
490.0266418,-0.0003001217265,490.0266418,0.03367086127,
488.9627686,0.0005334749003,488.9627686,0.03419532999,
488.0506592,0.0004731943482,488.0506592,0.03402446583,
486.9863586,-0.0006193200825,486.9863586,0.03362722322,
486.0738831,-0.0001330852538,486.0738831,0.03427095339,
485.0091553,-0.0007411038387,485.0091553,0.03364045545,
483.9441833,-6.232893793E-5,483.9441833,0.0346676074,
483.0311584,-0.0004554059706,483.0311584,0.03424546495,
481.9657593,8.532853099E-5,481.9657593,0.0346644707,
481.0523682,-7.920384087E-5,481.0523682,0.03502940759,
479.9865417,-0.000647649751,479.9865417,0.03534705564,
479.0728149,7.388483937E-5,479.0728149,0.03687445074,
478.0065918,-0.0005325101665,478.0065918,0.03577018902,
476.9401245,-8.857274952E-5,476.9401245,0.03671850264,
476.0258179,0.0001330483647,476.0258179,0.03742221743,
474.9589233,0.000329187169,474.9589233,0.03798946366,
474.044281,-0.0004280981666,474.044281,0.03773473203,
472.9769897,-0.0005859734374,472.9769897,0.03901725635,
472.0619812,0.0001263160084,472.0619812,0.03959731013,
470.9942627,0.0003071420651,470.9942627,0.04017208889,
469.9263306,-0.0002536084212,469.9263306,0.04135901481,
469.0108032,-0.0003191084834,469.0108032,0.04151945934,
467.9424438,0.000182534437,467.9424438,0.04280816764,
467.0265503,-0.0001204565924,467.0265503,0.04340692982,
465.9577942,4.659476929E-7,465.9577942,0.04460125044,
465.0415344,0.0002243080671,465.0415344,0.04595706984,
463.9723816,-0.0001494916214,463.9723816,0.04738532379,
463.0557861,-0.0003811847419,463.0557861,0.04773577675,
461.9862061,-0.0001190591356,461.9862061,0.04974380136,
461.0692749,0.001038283808,461.0692749,0.05073552206,
459.9992981,-7.268171612E-5,459.9992981,0.05225264281,
458.9291077,0.0001364663767,458.9291077,0.05429461598,
458.0116272,-0.0005300798803,458.0116272,0.05562585965,
456.94104,0.0003137995081,456.94104,0.05794923007,
456.0232239,7.051910507E-5,456.0232239,0.05972561985,
454.95224,-4.172617628E-5,454.95224,0.06154110283,
454.0340576,5.791077274E-5,454.0340576,0.06410123408,
452.962677,0.0004163423146,452.962677,0.06673202664,
452.0441589,6.334758655E-5,452.0441589,0.06900327653,
450.9723816,-0.0002393274772,450.9723816,0.07199377567,
450.0535583,-2.790417784E-5,450.0535583,0.07475403696,
448.9813538,8.789175627E-5,448.9813538,0.07836543769,
448.0621948,-0.0002294961159,448.0621948,0.08215098828,
446.989624,-0.0002042957785,446.989624,0.08615354449,
446.0700989,-2.950900125E-5,446.0700989,0.08574060351,
444.9971313,0.0006158235483,444.9971313,0.09495033324,
443.9239502,0.0004131812311,443.9239502,0.1010313258,
443.0039368,-0.0003841331636,443.0039368,0.1055185944,
441.9303589,-0.0004632152559,441.9303589,0.1119190007,
441.0100098,-0.0006585571682,441.0100098,0.1190436855,
439.9360657,-0.0001104155017,439.9360657,0.1286011934,
439.0153809,-0.0002404140832,439.0153809,0.1350068301,
437.94104,2.995109753E-5,437.94104,0.1442870051,
437.0200195,-1.040603456E-5,437.0200195,0.1553422511,
435.945282,-0.0007052855799,435.945282,0.1659455448,
435.0239563,-0.0002777711488,435.0239563,0.1788999587,
433.9488525,-0.0002493655775,433.9488525,0.1905822754,
433.0271606,-1.506537228E-5,433.0271606,0.2052469701,
431.9516907,0.0005855468917,431.9516907,0.2199952006,
431.0296936,0.0002422307734,431.0296936,0.2342687547,
429.9538269,4.248095138E-5,429.9538269,0.2519797683,
429.0315247,0.0004054081219,429.0315247,0.2639963329,
427.9552917,0.000280539185,427.9552917,0.2805837691,
427.0326538,-0.0001092250532,427.0326538,0.2944226563,
425.9560242,4.426726082E-5,425.9560242,0.3097519577,
425.0330811,0.0003599122865,425.0330811,0.3201623559,
423.9560852,6.419767487E-6,423.9560852,0.3347045481,
423.0328064,3.253987961E-5,423.0328064,0.3422059715,
421.9554443,-9.090200911E-5,421.9554443,0.3503012359,
421.0318604,-2.510866398E-5,421.0318604,0.3559857309,
419.9541321,6.36323748E-5,419.9541321,0.3559993505,
419.0302124,0.0004943926469,419.0302124,0.3585794866,
417.9521484,0.0007337878342,417.9521484,0.356626302,
417.0278931,-4.514278407E-5,417.0278931,0.3530648351,
415.9494629,0.0002781302319,415.9494629,0.3478909731,
415.0249023,-0.0001416249288,415.0249023,0.3393812478,
413.946106,0.0003482281754,413.946106,0.3305817544,
413.0212402,-2.464274257E-5,413.0212402,0.3239111304,
411.9420776,-2.805948316E-5,411.9420776,0.3129719794,
411.0169067,0.0001436908933,411.0169067,0.3041201234,
409.9373779,-3.675791959E-6,409.9373779,0.2930416167,
409.0119019,-0.0009368890896,409.0119019,0.2838645875,
407.9320068,0.0001475233003,407.9320068,0.2751010954,
407.0062256,-0.0002278402826,407.0062256,0.2684615552,
405.9259644,-3.007845407E-5,405.9259644,0.2589874864,
404.9998779,8.405987319E-5,404.9998779,0.2527974844,
404.0736694,0.0001810583199,404.0736694,0.2446123511,
402.9928894,0.0010149054,402.9928894,0.2375658303,
402.0663452,0.0002290217672,402.0663452,0.2329396456,
400.9852295,-0.0001110366065,400.9852295,0.226877749,
400.0584106,-0.0003768397146,400.0584106,0.2209096551,
398.9769287,-0.0003593556175,398.9769287,0.2161327899,
398.0498047,-0.0005712381098,398.0498047,0.2107671648,
396.9679871,-0.0002656123252,396.9679871,0.2057708353,
396.0405579,-0.0001376397704,396.0405579,0.2022383213,
394.958374,0.0002109441994,394.958374,0.1977131218,
394.0306702,0.0001284910686,394.0306702,0.1923231781,
392.9481506,-0.0002558333217,392.9481506,0.1879274994,
392.0201111,-0.001354826964,392.0201111,0.1830033511,
390.9372559,0.0002019316016,390.9372559,0.1799330413,
390.0089417,0.0001768630609,390.0089417,0.1763878018,
388.9257507,-0.0003542343911,388.9257507,0.1709096879,
387.9971619,-0.0002356536861,387.9971619,0.1675408334,
387.0684204,-0.0001068958954,387.0684204,0.1644822359,
385.9847107,-0.001009310945,385.9847107,0.1606853306,
385.0556946,0.0001585028222,385.0556946,0.1580477506,
383.9716492,-0.0007196029183,383.9716492,0.1541700065,
383.0423279,-0.0001502161758,383.0423279,0.1523172259,
381.9579468,6.648025737E-5,381.9579468,0.1494875997,
381.0283508,2.316855898E-5,381.0283508,0.1478835046,
379.943634,-0.0003894091933,379.943634,0.1455862075,
379.0137634,0.0003476841375,379.0137634,0.1438435763,
377.9287109,0.0005127152544,377.9287109,0.1425491422,
376.9985352,-9.136785957E-5,376.9985352,0.141696021,
376.0682373,-0.000178317714,376.0682373,0.1412872672,
374.9827271,-0.0006804229924,374.9827271,0.1404518485,
374.052124,0.000198823851,374.052124,0.1404209733,
372.9662781,0.0001549033768,372.9662781,0.1396892965,
372.0354004,0.0008563750307,372.0354004,0.1409073621,
370.9492493,0.0005931158666,370.9492493,0.1394880563,
370.0180969,9.532259719E-5,370.0180969,0.1398773342,
368.9315796,-0.0003128486569,368.9315796,0.1394153684,
368.0001831,0.0004664307926,368.0001831,0.1398563981,
367.068634,0.0003821932478,367.068634,0.1393649429,
365.9816589,5.457104999E-5,365.9816589,0.1396151036,
365.0498352,-0.0001247006876,365.0498352,0.138689369,
363.9625244,-0.001159539912,363.9625244,0.1378320754,
363.030426,-0.0003552172566,363.030426,0.1381785572,
361.9428406,0.0004297124979,361.9428406,0.1381710768,
361.0104675,-0.0003433710081,361.0104675,0.1372478753,
359.9225159,-0.0006911745295,359.9225159,0.1358411759,
358.9898987,-0.0001901166979,358.9898987,0.1352754235,
358.0571289,0.0001882835641,358.0571289,0.134428367,
356.96875,-6.471444067E-6,356.96875,0.1327224374,
356.0357056,-0.0005805963883,356.0357056,0.1310711056,
354.9470215,0.0002764206729,354.9470215,0.1296880096,
354.0137024,-9.468055214E-5,354.0137024,0.128030315,
352.9247131,3.02099761E-5,352.9247131,0.125867337,
351.9911194,-0.0001742811437,351.9911194,0.12419682,
351.0574341,0.0003909245715,351.0574341,0.1223710999,
349.9679871,-0.0004049782874,349.9679871,0.119596459,
349.0340271,0.0004684520536,349.0340271,0.1185343415,
347.9442749,-0.0002707863459,347.9442749,0.1151578501,
347.0100708,-0.0002573338279,347.0100708,0.1126256585,
346.0757141,-0.000550349243,346.0757141,0.1109757274,
344.9855347,-0.0004465104139,344.9855347,0.1093806624,
344.0509338,-0.0002452261979,344.0509338,0.1083932742,
342.9604187,0.0003497825819,342.9604187,0.1055717692,
342.0255737,-0.0008131965878,342.0255737,0.1030832082,
340.9347534,-0.0002016566432,340.9347534,0.1007520556,
339.9996643,6.446084444E-5,339.9996643,0.09953542054,
339.0644226,0.0004227682657,339.0644226,0.09747608006,
337.973175,0.0002125499159,337.973175,0.0957217887,
337.0377197,-2.288259384E-5,337.0377197,0.09380128235,
335.946167,-6.357128586E-5,335.946167,0.09169628471,
335.010437,0.0002215886343,335.010437,0.09079734981,
334.074585,0.0002711365814,334.074585,0.08954913169,
332.9826355,0.0006083837943,332.9826355,0.08666293323,
332.0465393,0.0005205162452,332.0465393,0.0854383409,
330.9542847,0.0006514427951,330.9542847,0.08386741579,
330.0179138,0.000338901853,330.0179138,0.08264628053,
328.9253845,7.144586107E-6,328.9253845,0.08046684414,
327.9888,-0.0004134091723,327.9888,0.07876573503,
327.0520935,0.0001611700573,327.0520935,0.07866255939,
325.9591064,0.0001531942835,325.9591064,0.07621391863,
325.0221558,-5.539561698E-6,325.0221558,0.07558108866,
323.928894,-0.0003597694449,323.928894,0.07416966558,
322.9916992,-2.899218771E-6,322.9916992,0.07337468863,
322.0544128,-0.0005074825604,322.0544128,0.07219908386,
320.9607544,0.0004258776025,320.9607544,0.07153196633,
320.0231934,3.378250403E-5,320.0231934,0.07082826644,
318.9292603,-0.0001406415831,318.9292603,0.07100372761,
317.9914551,-0.00043864912,317.9914551,0.07012266666,
317.0535583,0.0007984095719,317.0535583,0.07008722425,
315.959198,-0.0008250816609,315.959198,0.06978484243,
315.0210876,-0.0006226804107,315.0210876,0.07015518844,
313.9264526,-0.0001320501324,313.9264526,0.07150614262,
