,Km,Loss,Noise,Protein Conc,Protein Vol,Time,Triton,Vmax,R^2
0,9.12353515625,0.0808027982711792,0.055228555026181826,10.0,20.0,17:59:22,0.010000000000000002,0.10176482051610947,0.9191972017288208
1,5.7357611656188965,0.10244059562683105,0.044801703440049724,10.0,20.0,17:52:30,0.010000000000000002,0.0817590206861496,0.897559404373169
2,11.025169372558594,0.06799668073654175,0.042775945012624855,10.0,20.0,19:14:17,0.010000000000000002,0.09582071751356125,0.9320033192634583
3,5.176106929779053,0.09493118524551392,0.04503104644557767,10.0,20.0,19:24:09,0.010000000000000002,0.08025626838207245,0.9050688147544861
4,41.16109085083008,0.03693532943725586,0.023740665622991926,10.0,20.0,17:59:22,0.010000000000000002,0.07869306951761246,0.9630646705627441
5,188.49266052246094,0.0198289155960083,0.010328239876318021,10.0,20.0,17:52:30,0.010000000000000002,0.12775881588459015,0.9801710844039917
6,39.81471633911133,0.027196168899536133,0.020430992813898163,10.0,20.0,19:14:17,0.010000000000000002,0.07655729353427887,0.9728038311004639
7,235.10177612304688,0.02552652359008789,0.011738257676044441,10.0,20.0,19:24:09,0.010000000000000002,0.13119080662727356,0.9744734764099121
8,57.78927230834961,0.006502389907836914,0.008410592105853548,10.0,30.0,17:59:22,0.1,0.17725986242294312,0.9934976100921631
9,45.11975860595703,0.024915337562561035,0.016774884247058627,10.0,30.0,17:52:30,0.1,0.18498863279819489,0.975084662437439
10,51.395362854003906,0.00873333215713501,0.0064873759244424775,10.0,30.0,19:14:17,0.1,0.17497114837169647,0.991266667842865
11,45.76376724243164,0.024570941925048828,0.017263680425644926,10.0,30.0,19:24:09,0.1,0.17947998642921448,0.9754290580749512
12,67.42398071289062,0.01018291711807251,0.010304962959301677,10.0,30.0,17:59:22,0.1,0.18674978613853455,0.9898170828819275
13,91.94955444335938,0.01087576150894165,0.016737366731501398,10.0,30.0,17:52:30,0.1,0.22659364342689514,0.9891242384910583
14,69.3839340209961,0.008522868156433105,0.010381283005117892,10.0,30.0,19:14:17,0.1,0.18790079653263092,0.9914771318435669
15,89.333984375,0.010166525840759277,0.011516179469456572,10.0,30.0,19:24:09,0.1,0.22186143696308136,0.9898334741592407
16,30.447996139526367,0.024750947952270508,0.009362991447806746,10.0,26.363636363636363,17:59:22,0.04272727272727273,0.12822706997394562,0.9752490520477295
17,-44.611167907714844,2.261206865310669,0.17289452034710137,10.0,26.363636363636363,17:52:30,0.04272727272727273,0.026141023263335228,-1.261206865310669
18,32.006568908691406,0.017310261726379395,0.010126014223232711,10.0,26.363636363636363,19:14:17,0.04272727272727273,0.1265607476234436,0.9826897382736206
19,57.512882232666016,1.8925480842590332,0.09067915515855882,10.0,26.363636363636363,19:24:09,0.04272727272727273,0.19062788784503937,-0.8925480842590332
20,65.90098571777344,0.010456502437591553,0.008680887002462358,10.0,26.363636363636363,17:59:22,0.04272727272727273,0.14820989966392517,0.9895434975624084
21,24.838905334472656,0.08626139163970947,0.019373301038090204,10.0,26.363636363636363,17:52:30,0.04272727272727273,0.1463719606399536,0.9137386083602905
22,66.6233139038086,0.011195898056030273,0.007798124278388256,10.0,26.363636363636363,19:14:17,0.04272727272727273,0.14850234985351562,0.9888041019439697
23,24.453323364257812,0.08166694641113281,0.019233281991207652,10.0,26.363636363636363,19:24:09,0.04272727272727273,0.14194753766059875,0.9183330535888672
24,32.35893249511719,0.03181344270706177,0.005514893902294628,10.0,20.0,17:59:22,0.1,0.0888415277004242,0.9681865572929382
25,46.469825744628906,0.007947087287902832,0.013621328666882888,10.0,20.0,17:52:30,0.1,0.09055860340595245,0.9920529127120972
26,32.14348220825195,0.03071528673171997,0.00481562702729955,10.0,20.0,19:14:17,0.1,0.08908120542764664,0.96928471326828
27,39.05916213989258,0.007170677185058594,0.010753131162428944,10.0,20.0,19:24:09,0.1,0.07989168912172318,0.9928293228149414
28,62.617919921875,0.0029230713844299316,0.005477003830829572,10.0,20.0,17:59:22,0.1,0.09226123243570328,0.9970769286155701
29,-103.34458923339844,2.6800649166107178,0.06726935525958792,10.0,20.0,17:52:30,0.1,0.018187779933214188,-1.6800649166107178
30,53.605018615722656,0.0030592679977416992,0.00576387805761899,10.0,20.0,19:14:17,0.1,0.09285415709018707,0.9969407320022583
31,-10.593790054321289,2.3796656131744385,0.06836955571924508,10.0,20.0,19:24:09,0.1,0.03549860045313835,-1.3796656131744385
32,42.603641510009766,0.00518721342086792,0.0064909369341028715,20.0,20.0,17:59:22,0.1,0.08457715064287186,0.9948127865791321
33,29.302988052368164,1.7107298374176025,0.04615394439208279,20.0,20.0,17:52:30,0.1,0.0340590700507164,-0.7107298374176025
34,39.330448150634766,0.007069885730743408,0.00534700591120249,20.0,20.0,19:14:17,0.1,0.08796662837266922,0.9929301142692566
35,27.446474075317383,1.6468104124069214,0.04621893580857233,20.0,20.0,19:24:09,0.1,0.05408961698412895,-0.6468104124069214
36,33.238033294677734,0.008816301822662354,0.004645468178515768,20.0,20.0,17:59:22,0.1,0.0931713879108429,0.9911836981773376
37,5.25905179977417,0.4193606972694397,0.0909684771595275,20.0,20.0,17:52:30,0.1,0.10131924599409103,0.5806393027305603
38,30.098234176635742,0.010273396968841553,0.003948931055734629,20.0,20.0,19:14:17,0.1,0.09416753053665161,0.9897266030311584
39,4.913049697875977,0.3955655097961426,0.08952588992439624,20.0,20.0,19:24:09,0.1,0.10163717716932297,0.6044344902038574
40,40.206260681152344,0.03431570529937744,0.009781630741682935,16.363636363636363,26.363636363636363,17:59:22,0.1,0.13473428785800934,0.9656842947006226
