baseline,,b0,,p0,,p0,,b1,,p1,,b2,,p2,,b3,,p3,,4,,p4,,b5,,p5,,p6,,b6,,p6,,b7,,p7,,b8,,p8,,b9,,p9,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
636.0082397,0.0005379586946,636.0082397,0.07052256167,636.0082397,2.044598103,636.0082397,0.03785943612,636.0082397,0.0002832071623,636.0082397,0.05692474544,636.0082397,-0.0001020822601,636.0082397,0.05167163163,636.0082397,0.0005243001506,636.0082397,0.03836591914,636.0082397,-0.000365459593,636.0082397,0.04020928964,636.0082397,-0.0001657421089,636.0082397,0.05189222842,636.0082397,1.035439936E-006,636.0082397,0.0001706738403,636.0082397,0.05549135804,636.0082397,0.0003848359338,636.0082397,0.05416354537,636.0082397,-0.0001779036975,636.0082397,0.0425141938,636.0082397,0.0001354565029,636.0082397,0.03951791674,
634.9820557,3.080441047E-006,634.9820557,0.07199851424,634.9820557,2.08402133,634.9820557,0.03869660199,634.9820557,0.0003656637564,634.9820557,0.05706471205,634.9820557,6.963883789E-005,634.9820557,0.05187399685,634.9820557,0.001314717229,634.9820557,0.03917856142,634.9820557,0.0003220631625,634.9820557,0.04125299677,634.9820557,6.391715579E-005,634.9820557,0.0523369126,634.9820557,0.0002357816265,634.9820557,-5.399477232E-005,634.9820557,0.05694835633,634.9820557,0.0003179183695,634.9820557,0.05554383621,634.9820557,0.000347347348,634.9820557,0.04360979795,634.9820557,0.00130199478,634.9820557,0.03991122171,
633.9921265,-0.0001621711999,633.9921265,0.07174435258,633.9921265,2.086547613,633.9921265,0.03923607618,633.9921265,-0.0002208546939,633.9921265,0.05774646997,633.9921265,8.685611101E-005,633.9921265,0.05194622651,633.9921265,0.0009278894286,633.9921265,0.03903939947,633.9921265,0.0003891368397,633.9921265,0.0413175337,633.9921265,-1.304633224E-005,633.9921265,0.05250558257,633.9921265,0.000374809315,633.9921265,-0.0004119092191,633.9921265,0.05685283244,633.9921265,-0.0003223159874,633.9921265,0.05554724857,633.9921265,-0.0001640860428,633.9921265,0.04368447512,633.9921265,0.0002022164845,633.9921265,0.0398199968,
633.0020142,-0.0005204101908,633.0020142,0.06996884942,633.0020142,2.115046501,633.0020142,0.03909406438,633.0020142,-0.0001116059502,633.0020142,0.05825570971,633.0020142,7.551593444E-005,633.0020142,0.05270713568,633.0020142,0.0002744520898,633.0020142,0.0395546332,633.0020142,-0.0008068404859,633.0020142,0.04138179496,633.0020142,-0.0002003111877,633.0020142,0.05174811557,633.0020142,0.0003174002632,633.0020142,-0.0006538530579,633.0020142,0.05685894191,633.0020142,0.0001908732957,633.0020142,0.0554224737,633.0020142,0.0001306920312,633.0020142,0.04365914315,633.0020142,0.0002062306885,633.0020142,0.04008140787,
632.0115967,0.0005939194234,632.0115967,0.07171350718,632.0115967,2.112141609,632.0115967,0.03925222531,632.0115967,0.0004291683726,632.0115967,0.05910997093,632.0115967,-0.0002662849729,632.0115967,0.05339984968,632.0115967,0.0007975018816,632.0115967,0.03993747011,632.0115967,-0.0003304897982,632.0115967,0.0413053222,632.0115967,8.336082101E-005,632.0115967,0.05389065295,632.0115967,0.0006616054452,632.0115967,0.0002459604584,632.0115967,0.05810763687,632.0115967,-0.0001455065358,632.0115967,0.05643304065,632.0115967,0.0002343053202,632.0115967,0.04420708492,632.0115967,0.0004529817379,632.0115967,0.04049016908,
630.9841919,-0.000244553521,630.9841919,0.07128149271,630.9841919,2.065709352,630.9841919,0.04055786133,630.9841919,-0.0004556128406,630.9841919,0.05966904014,630.9841919,0.0001066373952,630.9841919,0.0544395186,630.9841919,0.001184914378,630.9841919,0.04009057581,630.9841919,1.915565917E-006,630.9841919,0.04199755192,630.9841919,-5.384248198E-006,630.9841919,0.05454921722,630.9841919,0.000292376877,630.9841919,-0.0005963137373,630.9841919,0.05808615312,630.9841919,0.0001309250802,630.9841919,0.0566076152,630.9841919,0.0001864707738,630.9841919,0.04488842934,630.9841919,0.0005972373765,630.9841919,0.04101802409,
629.9932251,-0.0001311185188,629.9932251,0.06845454872,629.9932251,2.054968596,629.9932251,0.04054362327,629.9932251,0.0006568611134,629.9932251,0.06024001166,629.9932251,-0.0001109848527,629.9932251,0.05515393242,629.9932251,0.001330997213,629.9932251,0.04118685052,629.9932251,0.0001088382487,629.9932251,0.04248450696,629.9932251,0.0002129901986,629.9932251,0.05522685871,629.9932251,0.0005529136979,629.9932251,0.000442461198,629.9932251,0.05923189223,629.9932251,0.0006465429906,629.9932251,0.05795499682,629.9932251,0.0002996816766,629.9932251,0.04591882974,629.9932251,0.0004865662777,629.9932251,0.04138304666,
629.0020142,-0.0002123683225,629.0020142,0.06760060042,629.0020142,2.075481892,629.0020142,0.04057474062,629.0020142,-0.0002698550234,629.0020142,0.06069850922,629.0020142,0.0001240632846,629.0020142,0.05515087396,629.0020142,0.0008625480696,629.0020142,0.04087628052,629.0020142,-0.0004550956655,629.0020142,0.04265630245,629.0020142,2.806129669E-005,629.0020142,0.05476332083,629.0020142,0.0001198685713,629.0020142,-0.0001633615029,629.0020142,0.05933431908,629.0020142,0.0003698608489,629.0020142,0.05801188573,629.0020142,0.0001576741633,629.0020142,0.04556141794,629.0020142,-3.758479943E-005,629.0020142,0.04151516035,
628.010498,-4.550514859E-005,628.010498,0.07113449275,628.010498,2.070492506,628.010498,0.03961642087,628.010498,-0.0001214399817,628.010498,0.06063442305,628.010498,8.162613085E-005,628.010498,0.05464634672,628.010498,0.0002742966753,628.010498,0.04103671387,628.010498,0.0001934112515,628.010498,0.04262834415,628.010498,-0.0002669058449,628.010498,0.05530182272,628.010498,-0.0002486411831,628.010498,0.0002387083368,628.010498,0.05905362219,628.010498,-0.0001791974646,628.010498,0.05766309798,628.010498,0.0003575547016,628.010498,0.04581810907,628.010498,-0.0003330764303,628.010498,0.04126199335,
626.9819336,-0.0003500442836,626.9819336,0.07073266059,626.9819336,2.108242273,626.9819336,0.0394105874,626.9819336,-0.0001262016449,626.9819336,0.06021342799,626.9819336,-0.0002600761072,626.9819336,0.05440741777,626.9819336,0.0004780921445,626.9819336,0.04037066922,626.9819336,-0.001052592881,626.9819336,0.04189169034,626.9819336,-0.0007200681139,626.9819336,0.05473202094,626.9819336,-0.0005957450485,626.9819336,-0.0004858665925,626.9819336,0.05886970088,626.9819336,-0.0008352096193,626.9819336,0.05730085447,626.9819336,-0.0001827164961,626.9819336,0.04448167607,626.9819336,-6.28983471E-005,626.9819336,0.04099344462,
625.9898071,-0.0002290821576,625.9898071,0.07220626622,625.9898071,2.050161839,625.9898071,0.04032595828,625.9898071,0.00030719387,625.9898071,0.05953280628,625.9898071,2.883792695E-005,625.9898071,0.05424510688,625.9898071,0.0006738683442,625.9898071,0.0405716151,625.9898071,0.0002459086536,625.9898071,0.04190933704,625.9898071,-0.0001426082745,625.9898071,0.05453104898,625.9898071,0.0003069348168,625.9898071,-0.0002190953383,625.9898071,0.05913135782,625.9898071,0.0004113674804,625.9898071,0.05775306374,625.9898071,-0.0003185911628,625.9898071,0.04521024227,625.9898071,0.0007680164417,625.9898071,0.04129626974,
624.9974365,0.0003409484634,624.9974365,0.06844182312,624.9974365,2.071422577,624.9974365,0.03941628709,624.9974365,0.0005232116091,624.9974365,0.05926580727,624.9974365,-7.682276191E-005,624.9974365,0.05427138507,624.9974365,0.00105141371,624.9974365,0.04023961723,624.9974365,0.000491153216,624.9974365,0.04248636216,624.9974365,-0.0002497277746,624.9974365,0.05382463336,624.9974365,0.0003613631125,624.9974365,-2.215782297E-005,624.9974365,0.05820379034,624.9974365,0.0006848092889,624.9974365,0.05734019727,624.9974365,0.0001606003498,624.9974365,0.04426246136,624.9974365,0.0008467265288,624.9974365,0.04111937433,
624.0047607,-2.728295294E-005,624.0047607,0.07149335742,624.0047607,2.051276684,624.0047607,0.03932357952,624.0047607,-0.0004022886569,624.0047607,0.05958191678,624.0047607,-0.0001899614581,624.0047607,0.05364838988,624.0047607,0.0006298738881,624.0047607,0.03974754363,624.0047607,0.0002160203439,624.0047607,0.04170711711,624.0047607,-5.839481673E-005,624.0047607,0.05317351595,624.0047607,0.0001775104756,624.0047607,-0.0005305969389,624.0047607,0.05778975785,624.0047607,0.0001682914008,624.0047607,0.05641031265,624.0047607,-0.0002008804149,624.0047607,0.04378865659,624.0047607,-0.0001512512536,624.0047607,0.04038155079,
623.0119019,3.937434303E-005,623.0119019,0.07208716124,623.0119019,2.082518339,623.0119019,0.03852231801,623.0119019,0.0007777928258,623.0119019,0.05909048766,623.0119019,-0.0004306842166,623.0119019,0.05301239341,623.0119019,0.0007961792871,623.0119019,0.03898363933,623.0119019,0.0003530468675,623.0119019,0.04092523083,623.0119019,0.0001563535043,623.0119019,0.05346320197,623.0119019,-0.0001068441343,623.0119019,0.0002791145234,623.0119019,0.05760643259,623.0119019,4.94191263E-005,623.0119019,0.05572011322,623.0119019,0.0002346938272,623.0119019,0.04376002401,623.0119019,0.0003884113976,623.0119019,0.04021513835,
621.9819336,-8.122256986E-005,621.9819336,0.07073579729,621.9819336,2.094091892,621.9819336,0.03825534135,621.9819336,-4.296858242E-005,621.9819336,0.05754646286,621.9819336,2.767298247E-005,621.9819336,0.05225138739,621.9819336,0.0007039178163,621.9819336,0.03833340108,621.9819336,-0.0006551453844,621.9819336,0.04092272744,621.9819336,-0.000281082408,621.9819336,0.05277178809,621.9819336,-0.0002508661128,621.9819336,-0.0007833273266,621.9819336,0.05604813993,621.9819336,0.0002813421597,621.9819336,0.05510029569,621.9819336,-0.0003269202425,621.9819336,0.04309665412,621.9819336,0.0008887197473,621.9819336,0.03976910189,
620.9884644,-0.0001485082903,620.9884644,0.06973429024,620.9884644,2.034691572,620.9884644,0.03891633824,620.9884644,-0.0001569958986,620.9884644,0.05863907561,620.9884644,6.834433589E-005,620.9884644,0.05248901621,620.9884644,0.0007168560405,620.9884644,0.03973418102,620.9884644,0.0001415675506,620.9884644,0.0413251631,620.9884644,-4.540161535E-005,620.9884644,0.05284873024,620.9884644,0.000329005823,620.9884644,0.0001932558662,620.9884644,0.05739464238,620.9884644,0.000664975727,620.9884644,0.05604428053,620.9884644,-0.0002487446764,620.9884644,0.04380978644,620.9884644,-0.0001386748772,620.9884644,0.04015570506,
619.9946899,-0.0002174912079,619.9946899,0.06913819909,619.9946899,2.064828157,619.9946899,0.03813939542,619.9946899,0.0002831035526,619.9946899,0.05860343575,619.9946899,-4.985351188E-005,619.9946899,0.05268831551,619.9946899,0.0005529914633,619.9946899,0.03911595792,619.9946899,0.0003244205436,619.9946899,0.04075334966,619.9946899,-0.0005246503861,619.9946899,0.05288013071,619.9946899,-2.950990392E-006,619.9946899,-0.0004044610541,619.9946899,0.05705783144,619.9946899,0.0002460640389,619.9946899,0.05567909032,619.9946899,0.000315716461,619.9946899,0.04401204363,619.9946899,-5.596185656E-005,619.9946899,0.0392197296,
619.0006714,-0.0006673450116,619.0006714,0.07036802918,619.0006714,2.078567266,619.0006714,0.03868893161,619.0006714,5.705642252E-005,619.0006714,0.0586415641,619.0006714,0.0002514773223,619.0006714,0.05280604959,619.0006714,0.000612583186,619.0006714,0.03939253464,619.0006714,4.400837497E-005,619.0006714,0.04137769341,619.0006714,6.676504563E-005,619.0006714,0.05349136889,619.0006714,0.000268183765,619.0006714,-0.000127288542,619.0006714,0.05778523535,619.0006714,-8.670934039E-005,619.0006714,0.05574062467,619.0006714,0.0004976839409,619.0006714,0.04359371588,619.0006714,0.0003528655216,619.0006714,0.038949918,
618.0064087,-0.0002241146431,618.0064087,0.06936041266,618.0064087,2.105621576,618.0064087,0.03921550512,618.0064087,-2.645465429E-005,618.0064087,0.0595026426,618.0064087,-0.0002208029473,618.0064087,0.0530452691,618.0064087,0.0004080509534,618.0064087,0.03925639018,618.0064087,-0.0002251495462,618.0064087,0.04118448868,618.0064087,0.0004201253178,618.0064087,0.05346472561,618.0064087,0.0002126276086,618.0064087,-0.0001642412972,618.0064087,0.05754504353,618.0064087,-0.0002108159242,618.0064087,0.05597428232,618.0064087,-0.0003968575911,618.0064087,0.04380168393,618.0064087,0.0002913925273,618.0064087,0.04019034654,
617.0117798,0.0002169268118,617.0117798,0.07130184025,617.0117798,2.051552057,617.0117798,0.0394984968,617.0117798,0.0007837314042,617.0117798,0.05945226923,617.0117798,0.0006299775559,617.0117798,0.05435185134,617.0117798,0.001057278132,617.0117798,0.04016507789,617.0117798,0.0005347967381,617.0117798,0.04185440391,617.0117798,0.000234875115,617.0117798,0.05467288569,617.0117798,0.0007035548333,617.0117798,0.0002286591771,617.0117798,0.05817321688,617.0117798,0.000335404533,617.0117798,0.05721334368,617.0117798,0.0003118307504,617.0117798,0.04443705454,617.0117798,0.0004978135112,617.0117798,0.04036726058,
616.0169678,0.0002077846002,616.0169678,0.0715251863,616.0169678,2.11942029,616.0169678,0.03960607201,616.0169678,-0.0005010185414,616.0169678,0.06019778922,616.0169678,6.09916242E-005,616.0169678,0.05357901007,616.0169678,-0.000140589822,616.0169678,0.0399944596,616.0169678,0.0001835703006,616.0169678,0.04172686487,616.0169678,-0.0008152636001,616.0169678,0.05425094068,616.0169678,-4.814763543E-006,616.0169678,0.000264428003,616.0169678,0.05884151161,616.0169678,0.0001599011739,616.0169678,0.05675116554,616.0169678,0.0002323369263,616.0169678,0.04462153092,616.0169678,0.0002632365213,616.0169678,0.04102399945,
614.9850464,-0.0007703041192,614.9850464,0.06999780238,614.9850464,2.100611925,614.9850464,0.03926282376,614.9850464,-7.987675053E-005,614.9850464,0.06104766205,614.9850464,-0.0002564024762,614.9850464,0.0543672815,614.9850464,-0.0003097445588,614.9850464,0.04018120468,614.9850464,0.0001935925247,614.9850464,0.04201808199,614.9850464,-0.0002595586702,614.9850464,0.05532387644,614.9850464,-1.547953252E-005,614.9850464,-0.0004710244248,614.9850464,0.05927690119,614.9850464,-0.0004890211276,614.9850464,0.05727944151,614.9850464,-0.0003214882454,614.9850464,0.04470820352,614.9850464,-0.0001209741677,614.9850464,0.04075238109,
613.989624,0.0003186955291,613.989624,0.0686975494,613.989624,2.044139147,613.989624,0.04046442732,613.989624,0.0005987408222,613.989624,0.06185433641,613.989624,0.0004439641198,613.989624,0.05557378381,613.989624,0.0008783701924,613.989624,0.04106183723,613.989624,0.0003720112145,613.989624,0.04246186838,613.989624,0.0002857974614,613.989624,0.05528465286,613.989624,0.0005007938016,613.989624,-0.0002178016875,613.989624,0.05972532555,613.989624,0.0004571796744,613.989624,0.05857949704,613.989624,0.0002453647321,613.989624,0.0464108102,613.989624,0.0003775556106,613.989624,0.04130142182,
612.9938965,-0.0002575407852,612.9938965,0.06821662933,612.9938965,2.062349081,612.9938965,0.04061155021,612.9938965,-0.0004293911916,612.9938965,0.06256644428,612.9938965,-0.0001195767109,612.9938965,0.05546447262,612.9938965,-2.107066757E-005,612.9938965,0.04143706709,612.9938965,0.000188646125,612.9938965,0.04305011779,612.9938965,-0.0002458988456,612.9938965,0.05574595183,612.9938965,-2.019100748E-006,612.9938965,-0.0003955127613,612.9938965,0.06040231884,612.9938965,-4.44180514E-005,612.9938965,0.05877692625,612.9938965,-0.0007554716431,612.9938965,0.04589909315,612.9938965,0.0006931318785,612.9938965,0.04158389196,
611.9980469,-0.00023896528,611.9980469,0.07230173796,611.9980469,2.080590487,611.9980469,0.04135246947,611.9980469,-7.594279305E-005,611.9980469,0.06346545368,611.9980469,7.739973626E-006,611.9980469,0.05637998506,611.9980469,3.74586125E-005,611.9980469,0.04162824899,611.9980469,0.0002408062574,611.9980469,0.04424010217,611.9980469,0.0001722276065,611.9980469,0.05709695071,611.9980469,-0.0001594282949,611.9980469,-0.0005894891801,611.9980469,0.06174039096,611.9980469,3.761393964E-005,611.9980469,0.0604786016,611.9980469,-0.0002450192114,611.9980469,0.04696024582,611.9980469,-0.000106740612,611.9980469,0.04265904427,
611.0018311,0.0002523838484,611.0018311,0.06960240006,611.0018311,2.066348791,611.0018311,0.04243164137,611.0018311,0.0004952996969,611.0018311,0.06521718949,611.0018311,0.0004434458679,611.0018311,0.05818514526,611.0018311,0.0002244634525,611.0018311,0.04294568673,611.0018311,0.0001490769937,611.0018311,0.04531746358,611.0018311,0.0003878673015,611.0018311,0.05815229192,611.0018311,0.0006337883533,611.0018311,5.045468424E-005,611.0018311,0.06320288032,611.0018311,0.000319058192,611.0018311,0.06165905297,611.0018311,0.0002985419123,611.0018311,0.04802706465,611.0018311,0.0005068581668,611.0018311,0.0437088348,
610.0054321,-0.0003646319383,610.0054321,0.0674507916,610.0054321,2.087953806,610.0054321,0.0424618125,610.0054321,-2.4435667E-005,610.0054321,0.06494005769,610.0054321,-0.0001814744901,610.0054321,0.05892081186,610.0054321,0.0003717521322,610.0054321,0.04328685254,610.0054321,0.0001302777237,610.0054321,0.04513119534,610.0054321,-0.0008420819649,610.0054321,0.05860615894,610.0054321,0.0001192730342,610.0054321,-0.0005950212362,610.0054321,0.06388175488,610.0054321,7.515346806E-005,610.0054321,0.06149198115,610.0054321,-0.0001075170003,610.0054321,0.04847422987,610.0054321,0.0002180404699,610.0054321,0.04412008449,
609.008606,-0.0003194189048,609.008606,0.07150565833,609.008606,2.068796158,609.008606,0.04284188151,609.008606,-0.0002796854533,609.008606,0.06617886573,609.008606,5.954180961E-005,609.008606,0.05924634263,609.008606,-0.0001140903623,609.008606,0.04370007664,609.008606,-0.0001770756935,609.008606,0.04628638551,609.008606,-0.0004104609834,609.008606,0.05969006941,609.008606,0.0002084579464,609.008606,-0.0002888430899,609.008606,0.06518819183,609.008606,5.050645996E-005,609.008606,0.0629921779,609.008606,-0.0002366885601,609.008606,0.04933157563,609.008606,1.620491821E-005,609.008606,0.044500947,
608.0116577,0.0003614667221,608.0116577,0.07196994871,608.0116577,2.065989733,608.0116577,0.04388486966,608.0116577,0.0001888792031,608.0116577,0.06895269454,608.0116577,0.000189008686,608.0116577,0.06112891436,608.0116577,0.0002433962945,608.0116577,0.04512884095,608.0116577,0.0005198682775,608.0116577,0.04742949829,608.0116577,9.762695845E-005,608.0116577,0.06113365293,608.0116577,0.000481331459,608.0116577,-5.332182263E-005,608.0116577,0.06689028442,608.0116577,0.0006553315325,608.0116577,0.06458890438,608.0116577,0.0004365532077,608.0116577,0.05060357228,608.0116577,0.0003132295969,608.0116577,0.04540099576,
607.0144043,-0.0004830740218,607.0144043,0.07126898319,607.0144043,2.07670188,607.0144043,0.04428650811,607.0144043,-7.402755728E-005,607.0144043,0.06983739883,607.0144043,9.817068349E-005,607.0144043,0.06235320866,607.0144043,0.0001755941339,607.0144043,0.04556705058,607.0144043,0.0001713989332,607.0144043,0.0478624925,607.0144043,-0.0001976720378,607.0144043,0.06249983609,607.0144043,8.859081572E-005,607.0144043,-0.000221165159,607.0144043,0.06778184325,607.0144043,-1.12861353E-005,607.0144043,0.06598874182,607.0144043,-0.0003647354024,607.0144043,0.05148291588,607.0144043,0.0002438625088,607.0144043,0.04631961882,
606.0169067,0.0004091910087,606.0169067,0.0709028393,606.0169067,2.067670107,606.0169067,0.04632595554,606.0169067,0.0004924489767,606.0169067,0.07190588117,606.0169067,0.0002509593032,606.0169067,0.06390568614,606.0169067,0.0007526391419,606.0169067,0.04755470902,606.0169067,0.0003765192523,606.0169067,0.0491579026,606.0169067,0.0001456070895,606.0169067,0.06396222115,606.0169067,0.0004242192954,606.0169067,0.0002929985349,606.0169067,0.06943783164,606.0169067,-2.127774496E-005,606.0169067,0.06791953743,606.0169067,0.0002943196159,606.0169067,0.05271646008,606.0169067,0.0007707652403,606.0169067,0.04815189913,
604.9821167,-0.0006938106962,604.9821167,0.06776492298,604.9821167,2.068103552,604.9821167,0.0467303507,604.9821167,-0.0005713414866,604.9821167,0.07190591097,604.9821167,-0.0004750582448,604.9821167,0.06431806087,604.9821167,-0.000157927454,604.9821167,0.04734490812,604.9821167,-0.00052594312,604.9821167,0.04941713437,604.9821167,-0.0005204101908,604.9821167,0.06415230036,604.9821167,-0.0003160561901,604.9821167,-0.0004462001089,604.9821167,0.07060509175,604.9821167,-0.0008838823414,604.9821167,0.06898588687,604.9821167,-0.0002116956166,604.9821167,0.05310777947,604.9821167,-0.0001357765577,604.9821167,0.04855478555,
603.9840088,-0.000222614035,603.9840088,0.0679858923,603.9840088,2.058410168,603.9840088,0.04875025526,603.9840088,0.0003156387538,603.9840088,0.07509184629,603.9840088,-0.0002159388241,603.9840088,0.06664346904,603.9840088,-7.418284804E-005,603.9840088,0.04868428782,603.9840088,9.659129137E-005,603.9840088,0.05117066205,603.9840088,-0.0003072095278,603.9840088,0.0666301623,603.9840088,0.0002756436006,603.9840088,-0.0002191470849,603.9840088,0.07305233181,603.9840088,-0.0001876844763,603.9840088,0.07096982747,603.9840088,0.000370171736,603.9840088,0.05531188101,603.9840088,0.0002438366064,603.9840088,0.04982183501,
602.9857178,-0.0001062747833,602.9857178,0.07040084153,602.9857178,2.075530767,602.9857178,0.04939909279,602.9857178,-0.0002271676058,602.9857178,0.07650458068,602.9857178,-0.0002559367858,602.9857178,0.06776731461,602.9857178,-0.0001692612423,602.9857178,0.05021688715,602.9857178,8.439645899E-005,602.9857178,0.05267481506,602.9857178,-0.0001826647494,602.9857178,0.06824852526,602.9857178,0.0001393924176,602.9857178,-0.0006423768355,602.9857178,0.07472335547,602.9857178,0.0002292548597,602.9857178,0.07218315452,602.9857178,-9.535343997E-005,602.9857178,0.05649639294,602.9857178,8.131544018E-005,602.9857178,0.05079388618,
601.9870605,-0.0001419872133,601.9870605,0.07148566842,601.9870605,2.078632355,601.9870605,0.05050039291,601.9870605,0.0002040034451,601.9870605,0.07842180878,601.9870605,2.254726314E-005,601.9870605,0.07029333711,601.9870605,9.426104225E-005,601.9870605,0.05205982178,601.9870605,0.000451245578,601.9870605,0.0541562438,601.9870605,-0.000167967446,601.9870605,0.06961509585,601.9870605,-2.355559263E-005,601.9870605,-0.0001631027408,601.9870605,0.07724784315,601.9870605,-2.883601155E-005,601.9870605,0.07430513203,601.9870605,0.0003145507362,601.9870605,0.05730197579,601.9870605,0.0003174261656,601.9870605,0.05259427801,
600.9881592,7.947719132E-005,600.9881592,0.06827709079,600.9881592,2.066850424,600.9881592,0.05238611624,600.9881592,0.0006662202068,600.9881592,0.08193695545,600.9881592,0.0006813610671,600.9881592,0.07215999067,600.9881592,0.0005381401279,600.9881592,0.0535242483,600.9881592,0.0002788554993,600.9881592,0.05635395646,600.9881592,0.0001546185231,600.9881592,0.07198996097,600.9881592,0.0002197756985,600.9881592,-0.0004136160715,600.9881592,0.07952640951,600.9881592,0.0005575791583,600.9881592,0.07738932222,600.9881592,9.224149835E-005,600.9881592,0.05982819572,600.9881592,0.0007544543478,600.9881592,0.05452567711,
599.9890137,-0.0003735291539,599.9890137,0.07124964893,599.9890137,2.127319813,599.9890137,0.05344332382,599.9890137,0.0001845802908,599.9890137,0.08394802362,599.9890137,-0.000151613538,599.9890137,0.07398604602,599.9890137,0.0002229094971,599.9890137,0.05466631055,599.9890137,0.0004103051615,599.9890137,0.05791737139,599.9890137,-0.0001907377009,599.9890137,0.07418925315,599.9890137,-0.0003094341373,599.9890137,-0.0001614984067,599.9890137,0.0822366327,599.9890137,0.0003278400691,599.9890137,0.07934896648,599.9890137,9.270754526E-005,599.9890137,0.0615635626,599.9890137,0.0002641948813,599.9890137,0.0557083711,
598.989624,2.614490768E-006,598.989624,0.07055021077,598.989624,2.073533535,598.989624,0.05596653745,598.989624,8.066817099E-005,598.989624,0.08725928515,598.989624,-9.126433724E-005,598.989624,0.07655851543,598.989624,0.0006110278773,598.989624,0.0570695512,598.989624,0.0002508297912,598.989624,0.05945520476,598.989624,-4.141753038E-007,598.989624,0.07639413327,598.989624,0.0004088282585,598.989624,-0.0004116506025,598.989624,0.08483627439,598.989624,0.0002792958403,598.989624,0.08243110031,598.989624,0.0002808759164,598.989624,0.06354431063,598.989624,0.0001655464293,598.989624,0.05789986253,
597.9899902,-0.0004795057175,597.9899902,0.06992545724,597.9899902,2.068480015,597.9899902,0.0567352958,597.9899902,7.743183232E-005,597.9899902,0.08880351484,597.9899902,-0.000311037933,597.9899902,0.07892614603,597.9899902,-3.365045632E-005,597.9899902,0.05855260044,597.9899902,0.0001634229702,597.9899902,0.0608243607,597.9899902,-0.0002638014266,597.9899902,0.07844614983,597.9899902,-0.0002613178804,597.9899902,-0.0003141937486,597.9899902,0.08705211431,597.9899902,0.0003812605282,597.9899902,0.08482504636,597.9899902,5.720836725E-006,597.9899902,0.06501049548,597.9899902,-4.364155029E-005,597.9899902,0.05896789208,
596.9899902,-0.0003091754625,596.9899902,0.07224310189,596.9899902,2.088882685,596.9899902,0.05865205079,596.9899902,-2.78524094E-005,596.9899902,0.09224756062,596.9899902,-0.0002533497172,596.9899902,0.08123318851,596.9899902,-2.640288585E-005,596.9899902,0.06025104597,596.9899902,-5.249357127E-005,596.9899902,0.06258303672,596.9899902,-0.0002416041825,596.9899902,0.08125956357,596.9899902,-0.0003237127967,596.9899902,-0.0002283577342,596.9899902,0.09012438357,596.9899902,0.0001414121798,596.9899902,0.08756005764,596.9899902,-0.0002712002606,596.9899902,0.06731541455,596.9899902,0.0001001643614,596.9899902,0.0604977347,
595.9899292,-0.0003888919309,595.9899292,0.07179100811,595.9899292,2.093899965,595.9899292,0.06169064716,595.9899292,3.256576747E-005,595.9899292,0.09588606656,595.9899292,-2.588596146E-007,595.9899292,0.08402378112,595.9899292,-6.305363786E-005,595.9899292,0.06243084744,595.9899292,-0.0001906341931,595.9899292,0.06519818306,595.9899292,0.0002625630586,595.9899292,0.08493642509,595.9899292,0.0003656637564,595.9899292,-4.281328074E-005,595.9899292,0.09373931587,595.9899292,-9.954602137E-005,595.9899292,0.09037994593,595.9899292,-0.0001890817221,595.9899292,0.06952337176,595.9899292,0.0006199193303,595.9899292,0.06314243376,
594.9893799,-0.000217335968,594.9893799,0.07194749266,594.9893799,2.101863623,594.9893799,0.06367731839,594.9893799,-0.000185459241,594.9893799,0.1001494899,594.9893799,-1.806803084E-005,594.9893799,0.08790335059,594.9893799,0.0001241150603,594.9893799,0.06560979784,594.9893799,1.317615806E-005,594.9893799,0.06769676507,594.9893799,0.0005434015184,594.9893799,0.08775217086,594.9893799,0.000169016479,594.9893799,-6.538303569E-005,594.9893799,0.09713666141,594.9893799,0.0007351362146,594.9893799,0.095198147,594.9893799,0.0002450280299,594.9893799,0.07292243093,594.9893799,0.0003454043763,594.9893799,0.06526571512,
593.9887085,3.427437332E-005,593.9887085,0.06697764993,593.9887085,2.116251707,593.9887085,0.06629253924,593.9887085,0.0001954830514,593.9887085,0.1036181599,593.9887085,-0.0004559748631,593.9887085,0.09063424915,593.9887085,7.437675231E-005,593.9887085,0.06743240356,593.9887085,0.0001183408822,593.9887085,0.06966213882,593.9887085,-0.0002750807034,593.9887085,0.09078665823,593.9887085,-0.0002785989491,593.9887085,0.0001515628974,593.9887085,0.1006753817,593.9887085,-0.0002115403768,593.9887085,0.09819488227,593.9887085,-9.742385737E-005,593.9887085,0.07528344542,593.9887085,-0.0002237006847,593.9887085,0.06781809032,
