2019-12-21 17:08:39.2,,Debug,Protocol Execution,,,192.168.0.25,,"Start"
2019-12-21 17:08:39.6,,Debug,Protocol Execution,Initialization,,192.168.0.25,,"Start"
2019-12-21 17:08:39.6,,Debug,OnProtocolInitStart,Event,,192.168.0.25,,
2019-12-21 17:08:39.6,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.064	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 17:08:39.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.066	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 17:08:39.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.186	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 17:08:39.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.188	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 17:08:39.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.295	SOAPFluidTransferProxy.cpp(179)	INFO	GetInstrumentLockState() START"
2019-12-21 17:08:39.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.296	SOAPFluidTransferProxy.cpp(916)	INFO	GetInstrumentLockState() END"
2019-12-21 17:08:40.0,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.405	SOAPFluidTransferProxy.cpp(179)	INFO	HasSecurityKey() START"
2019-12-21 17:08:40.0,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.406	SOAPFluidTransferProxy.cpp(916)	INFO	HasSecurityKey() END"
2019-12-21 17:08:40.1,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.514	SOAPFluidTransferProxy.cpp(179)	INFO	StoreParameter() START"
2019-12-21 17:08:40.1,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.522	SOAPFluidTransferProxy.cpp(916)	INFO	StoreParameter() END"
2019-12-21 17:08:40.3,,Debug,OnProtocolInitEnd,Event,,192.168.0.25,,
2019-12-21 17:08:40.3,,Debug,Protocol Execution,Initialization,,192.168.0.25,,"End"
2019-12-21 17:08:40.3,,Debug,Protocol Execution,Verification,,192.168.0.25,,"Start"
2019-12-21 17:08:40.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.687	SOAPFluidTransferProxy.cpp(179)	INFO	GetAllSrcPlateNames() START"
2019-12-21 17:08:40.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.697	SOAPFluidTransferProxy.cpp(916)	INFO	GetAllSrcPlateNames() END"
2019-12-21 17:08:40.4,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.809	SOAPFluidTransferProxy.cpp(179)	INFO	GetAllDestPlateNames() START"
2019-12-21 17:08:40.4,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:08.819	SOAPFluidTransferProxy.cpp(916)	INFO	GetAllDestPlateNames() END"
2019-12-21 17:08:40.5,,Debug,Protocol Execution,Verification,,192.168.0.25,,"End"
2019-12-21 17:08:40.5,,Info,OnInfoEvent,Event,,192.168.0.25,,"Protocol verification complete. Ready to run protocol."
2019-12-21 17:08:40.6,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:09.053	SOAPFluidTransferProxy.cpp(179)	INFO	GetDIOEx() START"
2019-12-21 17:08:40.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:09.098	SOAPFluidTransferProxy.cpp(916)	INFO	GetDIOEx() END"
2019-12-21 17:08:43.3,,Debug,Start,Action,,192.168.0.25,,"Running"
2019-12-21 17:08:43.6,,Debug,Protocol Execution,Output Directories,Creation,192.168.0.25,,"Start"
2019-12-21 17:08:43.6,,Debug,Protocol Execution,Output Directories,Creation,192.168.0.25,,"End"
2019-12-21 17:08:43.6,,Debug,Protocol Execution,Report Variables,Initialization,192.168.0.25,,"Start"
2019-12-21 17:08:43.6,,Debug,Protocol Execution,Report Variables,Initialization,192.168.0.25,,"End"
2019-12-21 17:08:43.6,,Debug,Protocol Execution,Instrument,IsInstrumentLocked,,,"Start"
2019-12-21 17:08:43.6,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:11.989	SOAPFluidTransferProxy.cpp(179)	INFO	GetInstrumentLockState() START"
2019-12-21 17:08:43.6,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:11.989	SOAPFluidTransferProxy.cpp(916)	INFO	GetInstrumentLockState() END"
2019-12-21 17:08:43.7,,Debug,Protocol Execution,Instrument,IsInstrumentLocked,,,"End"
2019-12-21 17:08:43.7,,Debug,Protocol Execution,Report,Initialization,192.168.0.25,,"Start"
2019-12-21 17:08:43.7,,Debug,Protocol Execution,Report,Initialization,192.168.0.25,,"End"
2019-12-21 17:08:43.7,,Debug,Protocol Execution,Instrument,LockInstrument,192.168.0.25,,"Start"
2019-12-21 17:08:43.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:12.113	SOAPFluidTransferProxy.cpp(179)	INFO	LockInstrument() START"
2019-12-21 17:08:43.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:12.114	FluidTransferServer.cpp(10001)	INFO	Locked by App Labcyte Echo Plate Reformat, owner DESKTOP-A7DDAO5\Lab"
2019-12-21 17:08:43.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:12.115	SOAPFluidTransferProxy.cpp(916)	INFO	LockInstrument() END"
2019-12-21 17:08:43.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:12.232	SOAPFluidTransferProxy.cpp(179)	INFO	LockInstrument() START"
2019-12-21 17:08:43.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:12.232	FluidTransferServer.cpp(10001)	INFO	Locked by App Labcyte Echo Plate Reformat, owner DESKTOP-A7DDAO5\Lab"
2019-12-21 17:08:43.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 17:08:12.233	SOAPFluidTransferProxy.cpp(916)	INFO	LockInstrument() END"
