2019-12-21 16:36:04.8,,Debug,Protocol Execution,Instrument,LockInstrument,192.168.0.25,,"End - RunID=1576946133"
2019-12-21 16:36:04.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.326	SOAPFluidTransferProxy.cpp(179)	INFO	GetDIOEx() START"
2019-12-21 16:36:04.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.368	SOAPFluidTransferProxy.cpp(916)	INFO	GetDIOEx() END"
2019-12-21 16:36:04.9,,Debug,Protocol Execution,Run,Preparation,192.168.0.25,,"Start - Check fluidics"
2019-12-21 16:36:04.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.482	SOAPFluidTransferProxy.cpp(179)	INFO	GetDIOEx() START"
2019-12-21 16:36:05.0,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.527	SOAPFluidTransferProxy.cpp(916)	INFO	GetDIOEx() END"
2019-12-21 16:36:05.1,,Debug,Protocol Execution,Run,Preparation,192.168.0.25,,"End - Check fluidics"
2019-12-21 16:36:05.1,,Debug,OnProtocolStart,Event,,192.168.0.25,,"Start"
2019-12-21 16:36:05.1,,Debug,OnProtocolStart,Event,,192.168.0.25,,
2019-12-21 16:36:05.1,,Debug,OnProtocolStart,Event,,192.168.0.25,,"End"
2019-12-21 16:36:05.1,,Debug,OnSessionStart,Event,,192.168.0.25,,
2019-12-21 16:36:05.1,,Debug,Protocol Execution,BeginSession,,192.168.0.25,,"Start"
2019-12-21 16:36:05.1,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.641	SOAPFluidTransferProxy.cpp(179)	INFO	BeginSession() START"
2019-12-21 16:36:05.1,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.652	SOAPFluidTransferProxy.cpp(916)	INFO	BeginSession() END"
2019-12-21 16:36:05.2,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.763	SOAPFluidTransferProxy.cpp(179)	INFO	EndSession() START"
2019-12-21 16:36:05.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.764	SOAPFluidTransferProxy.cpp(916)	INFO	EndSession() END"
2019-12-21 16:36:05.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.849	SOAPFluidTransferProxy.cpp(179)	INFO	GetDIOEx() START"
2019-12-21 16:36:05.3,,Debug,Protocol Execution,BeginSession,,192.168.0.25,,"End - SessionID=1576946133"
2019-12-21 16:36:05.3,,Debug,Protocol Execution,Operation,,192.168.0.25,,"Start"
2019-12-21 16:36:05.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.873	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 16:36:05.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.875	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 16:36:05.3,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.895	SOAPFluidTransferProxy.cpp(916)	INFO	GetDIOEx() END"
2019-12-21 16:36:05.4,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.981	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 16:36:05.5,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:33.983	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 16:36:05.5,,Debug,OnPrefetchOperation,Event,,192.168.0.25,,"<prefetchqueue master="True">
     <fetch plateID="1" />
     <fetch plateID="2" />
</prefetchqueue>"
2019-12-21 16:36:05.5,,Debug,Protocol Execution,Operation,,192.168.0.25,,"End"
2019-12-21 16:36:05.5,,Debug,Protocol Execution,Operation,,192.168.0.25,,"Start"
2019-12-21 16:36:05.5,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.092	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 16:36:05.6,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.094	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 16:36:05.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.200	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 16:36:05.7,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.202	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 16:36:05.8,,Debug,OnPrefetchOperation,Event,,192.168.0.25,,"<prefetchqueue>
     <fetch plateID="1" />
     <fetch plateID="2" />
</prefetchqueue>"
2019-12-21 16:36:05.8,,Debug,Protocol Execution,Operation,,192.168.0.25,,"End"
2019-12-21 16:36:05.8,,Debug,Protocol Execution,Operation,,192.168.0.25,,"Start"
2019-12-21 16:36:05.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.311	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 16:36:05.8,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.312	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 16:36:05.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.418	SOAPFluidTransferProxy.cpp(179)	INFO	RetrieveParameter() START"
2019-12-21 16:36:05.9,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.420	SOAPFluidTransferProxy.cpp(916)	INFO	RetrieveParameter() END"
2019-12-21 16:36:06.0,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.528	SOAPFluidTransferProxy.cpp(179)	INFO	GetPlateInfoEx() START"
2019-12-21 16:36:06.0,,Info,OnServerLogEvent,Event,,192.168.0.25,,"12/21/19 16:35:34.532	SOAPFluidTransferProxy.cpp(916)	INFO	GetPlateInfoEx() END"
