2019-12-21 17:38:43.0,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:43.5,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:43.7,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:44.3,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:44.4,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:44.9,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:45.1,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:45.7,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:45.9,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:46.4,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:46.5,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:47.3,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:47.5,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:47.9,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:48.1,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:48.7,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:48.8,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:49.4,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:49.6,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:50.0,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:50.2,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:50.9,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:51.0,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:51.5,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:51.7,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:52.4,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:52.6,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:53.0,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:53.1,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:53.8,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:54.0,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:54.5,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:54.7,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:55.2,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:55.3,,Debug,OnTransferStart,Event,,,,"1->2"
2019-12-21 17:38:55.9,,Debug,OnTransferEnd,Event,,,,"1->2"
2019-12-21 17:38:56.0,,Debug,OnSessionEnd,Event,,,,
2019-12-21 17:38:56.0,,Debug,OnProtocolEnd,Event,,,,
2019-12-21 17:39:03.4,,Debug,Stop,Action,,,,"Stopped"
