BLANK,,Workingstovck,,Workingstovck1,,Workingstovck2,,Workingstovck3,,NewWorkingstock,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
707.987915,-0.0004767648352,707.987915,0.02164186724,707.987915,0.03820081428,707.987915,0.01908992045,707.987915,0.00660473574,707.987915,0.03447310254,
706.9835815,-0.0004791437241,706.9835815,0.02244741656,706.9835815,0.03871615604,706.9835815,0.01866224036,706.9835815,0.007141838316,706.9835815,0.03433530033,
705.9788208,0.0004110565642,705.9788208,0.02315233834,705.9788208,0.03917170689,705.9788208,0.01949901693,705.9788208,0.007233240642,705.9788208,0.03380671516,
704.9738159,0.0003629952844,704.9738159,0.02326970361,704.9738159,0.03941716626,704.9738159,0.01949203014,704.9738159,0.007461474743,704.9738159,0.03535345942,
703.9684448,0.000261630601,703.9684448,0.02342436463,703.9684448,0.04005690664,703.9684448,0.0197956115,703.9684448,0.007751567755,703.9684448,0.03452991322,
702.9627075,-0.0007250299095,702.9627075,0.02311116643,702.9627075,0.0385678336,702.9627075,0.01944200136,702.9627075,0.007488179021,702.9627075,0.03438982368,
701.956665,-0.0005688079982,701.956665,0.02248907089,701.956665,0.03889034688,701.956665,0.01897519268,701.956665,0.007093184628,701.956665,0.03432255238,
700.9503174,-0.0005144635215,700.9503174,0.02319422364,700.9503174,0.0393300131,700.9503174,0.0193410106,700.9503174,0.007450019475,700.9503174,0.03505648673,
699.9436035,-0.0008412035531,699.9436035,0.02250076644,699.9436035,0.0385810174,699.9436035,0.01904748194,699.9436035,0.007047877181,699.9436035,0.03462409601,
698.9365845,-9.768265591E-5,698.9365845,0.02364640124,698.9365845,0.04049963132,698.9365845,0.01925925538,698.9365845,0.007442514412,698.9365845,0.03529957309,
697.9292603,-0.0005329755368,697.9292603,0.02307835221,697.9292603,0.03864662722,697.9292603,0.01885435916,697.9292603,0.00716607552,697.9292603,0.03522200137,
697.0655518,-0.0005806481349,697.0655518,0.0227963645,697.0655518,0.03992257267,697.0655518,0.01939081214,697.0655518,0.008176228963,697.0655518,0.03488273546,
696.0575562,-0.0003120726324,696.0575562,0.02381719276,696.0575562,0.03916861862,696.0575562,0.0199786108,696.0575562,0.007864870131,696.0575562,0.03528239205,
695.0492554,-0.000169934021,695.0492554,0.02406977117,695.0492554,0.03922531009,695.0492554,0.01930891164,695.0492554,0.007872303948,695.0492554,0.03544658795,
694.0406494,-0.0003942713665,694.0406494,0.02316036448,694.0406494,0.03940236941,694.0406494,0.01997603662,694.0406494,0.0081471093,694.0406494,0.03567716107,
693.0316772,-7.262995496E-5,693.0316772,0.02375957929,693.0316772,0.03963584825,693.0316772,0.01993025839,693.0316772,0.008012611419,693.0316772,0.03562888503,
692.0223999,-1.641139352E-5,692.0223999,0.02444086596,692.0223999,0.03918270022,692.0223999,0.01915887557,692.0223999,0.008192689158,692.0223999,0.03637252003,
691.0128174,-0.0007843609201,691.0128174,0.0234159492,691.0128174,0.03945481032,691.0128174,0.01978734881,691.0128174,0.007795762736,691.0128174,0.03590754792,
690.0028687,-0.0004981226521,690.0028687,0.02381847799,690.0028687,0.03950178251,690.0028687,0.01939037815,690.0028687,0.007721395697,690.0028687,0.03606351465,
688.9926147,-0.0008194491966,688.9926147,0.02391080558,688.9926147,0.03912921622,688.9926147,0.01932853274,688.9926147,0.008843338117,688.9926147,0.03578801081,
687.9819946,-0.0003772535129,687.9819946,0.0241683647,687.9819946,0.04084277898,687.9819946,0.02020838298,687.9819946,0.008068120107,687.9819946,0.03637046367,
686.9711304,1.667088327E-5,686.9711304,0.02362007834,686.9711304,0.04124186933,686.9711304,0.01972650364,686.9711304,0.009186015464,686.9711304,0.03687236458,
685.9598389,-0.0005833366304,685.9598389,0.02330646478,685.9598389,0.03976257518,685.9598389,0.01936417818,685.9598389,0.007751462515,685.9598389,0.03665439412,
684.9483032,0.0004522561794,684.9483032,0.02538457513,684.9483032,0.04009952024,684.9483032,0.02016119845,684.9483032,0.00812906865,684.9483032,0.03716491163,
683.9364624,3.960571121E-6,683.9364624,0.02428690903,683.9364624,0.04137547314,683.9364624,0.02023802511,683.9364624,0.009439933114,683.9364624,0.03757217899,
683.0688477,-0.0003916333953,683.0688477,0.02355822921,683.0688477,0.03932663798,683.0688477,0.01975538023,683.0688477,0.007338167634,683.0688477,0.03678259254,
682.0563965,-0.0002274263243,682.0563965,0.0241373051,682.0563965,0.03942943737,682.0563965,0.01976185478,682.0563965,0.009168592282,682.0563965,0.0372316651,
681.0435791,-0.0006901924498,681.0435791,0.02466473728,681.0435791,0.03970351815,681.0435791,0.02026438713,681.0435791,0.009074984118,681.0435791,0.03789595887,
680.0304565,-0.0001049807979,680.0304565,0.02426134236,680.0304565,0.04008083791,680.0304565,0.02091402188,680.0304565,0.008230702952,680.0304565,0.03789265454,
679.0170288,-0.0001853040012,679.0170288,0.02464599721,679.0170288,0.03981648013,679.0170288,0.01999506354,679.0170288,0.008137824945,679.0170288,0.03809237108,
678.0032349,-0.0008109228802,678.0032349,0.0241419021,678.0032349,0.03927631304,678.0032349,0.01920770854,678.0032349,0.00875365641,678.0032349,0.03904132545,
676.9891357,-0.0006159079494,676.9891357,0.02415386029,676.9891357,0.03958335519,676.9891357,0.01957837865,676.9891357,0.008999367245,676.9891357,0.0384475328,
675.9747314,-0.000451889151,675.9747314,0.02337759361,675.9747314,0.03978345543,675.9747314,0.01909638569,675.9747314,0.008671414107,675.9747314,0.03827631846,
674.960022,5.021906873E-6,674.960022,0.02354054712,674.960022,0.0389906913,674.960022,0.01918306202,674.960022,0.008529203944,674.960022,0.03807581216,
673.9450073,7.251265197E-5,673.9450073,0.02519717254,673.9450073,0.03979746997,673.9450073,0.02023691311,673.9450073,0.008807991631,673.9450073,0.03937824816,
672.9296265,-0.0004668871406,672.9296265,0.0249252934,672.9296265,0.04028687626,672.9296265,0.01987164281,672.9296265,0.008622509427,672.9296265,0.0396178402,
672.059082,-0.0002947411267,672.059082,0.02384535968,672.059082,0.03999377787,672.059082,0.02003989927,672.059082,0.008846666664,672.059082,0.03905673325,
671.0431519,-0.0002355501929,671.0431519,0.02319034562,671.0431519,0.0388142243,671.0431519,0.01980186999,671.0431519,0.008320461027,671.0431519,0.03918986768,
670.0268555,7.13217014E-5,670.0268555,0.02441129088,670.0268555,0.03960834071,670.0268555,0.01989581436,670.0268555,0.009166001342,670.0268555,0.03960890695,
669.0103149,-0.0003008460335,669.0103149,0.02429123409,669.0103149,0.03990838304,669.0103149,0.02040463313,669.0103149,0.008470627479,669.0103149,0.04041516036,
667.9934082,0.0005484556896,667.9934082,0.02457901463,667.9934082,0.03913768381,667.9934082,0.02075237781,667.9934082,0.009834024124,667.9934082,0.04078599066,
666.9761963,-0.0004323392641,666.9761963,0.02485193685,666.9761963,0.04094252363,666.9761963,0.02055529132,666.9761963,0.01022836659,666.9761963,0.04020971432,
665.9586792,0.0002756436006,665.9586792,0.02538405359,665.9586792,0.0399871096,665.9586792,0.02120652981,665.9586792,0.009294376709,665.9586792,0.04128507897,
664.9407959,-0.000167967446,664.9407959,0.02477376908,664.9407959,0.04020417854,664.9407959,0.01996348612,664.9407959,0.00939334929,664.9407959,0.04071709886,
664.0681152,-0.0006671381998,664.0681152,0.02496079728,664.0681152,0.03978056088,664.0681152,0.02056088299,664.0681152,0.009869559668,664.0681152,0.04136052728,
663.0497437,9.526141184E-6,663.0497437,0.02495355904,663.0497437,0.04061547294,663.0497437,0.02063593455,663.0497437,0.00985372439,663.0497437,0.04204348847,
662.0310059,5.51923913E-5,662.0310059,0.0246143546,662.0310059,0.03970692307,662.0310059,0.02011027746,662.0310059,0.01011807565,662.0310059,0.04242930189,
