experiment_number,ligand,km,vmax,rsq,protein_concentration,a420_max,auc_mean,auc_cv,std_405,dd_soret,k,concentrations,controls_ok,centrifuge_minutes,centrifuge_rpm,dispense_bulk,dispense_ligands,protein_days_thawed,well_volume
15,Arachadionic acid,1.409931421392525,0.2243794337700241,-0.3640637427566724,17.45,0.32,52.913312499999975,0.18636230967013795,0.017071279138616748,0.03058961693448114,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,6.836179554370395e-14,0.04785714285247776,0.9130441857248616,17.45,0.493,58.57318749999999,0.45945558178157875,0.07698504029076964,-0.10506607863233539,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,6.923675562258644,0.053841042179991076,-1.4322667460963303,17.45,0.545,74.2080625,0.46671407313548696,0.09133914432330908,0.021536139114270318,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,2.2916682324430643e-15,0.016428571456771325,0.5876471895134419,17.45,0.34900000000000003,51.7141875,0.17615050479738353,0.021440948806297867,-0.027181703635347824,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,1.040259841811673,0.05049714390173721,0.1214763739078627,17.45,0.31599999999999995,46.774437499999955,0.11543838547278304,0.009991961054482027,-0.002355544355673,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,1.9729244483604311,0.05958651659737749,-1.0174007269696408,17.45,0.31499999999999995,41.665625,0.12354732368821053,0.015338443765351728,-0.00876824596769327,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,3.3054077797959893,0.02801411197800187,-0.3543406028378233,17.45,0.43900000000000006,67.24487500000001,0.3532824562013351,0.05675196661161368,0.014898639114452583,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,0.07601649654915787,0.004698604242161291,0.41481897612505747,17.45,0.33299999999999996,55.00350000000003,0.10269957502346905,0.013437686875776943,-0.01365720766340082,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Palmitic acid,3.8552204537961545,0.03249782505091821,-2.032817503118914,17.45,0.35400000000000004,54.972124999999956,0.19875078442625285,0.030659419433511772,0.0022006552403420225,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Palmitic acid,0.549264942570902,0.0244310407433344,0.4015653390118077,17.45,0.335,59.38175,0.1703554542981443,0.017020470868087882,0.004134072585217901,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Palmitic acid,0.71101011833438,0.015916011704324582,0.23148540599636724,17.45,0.357,58.52312499999994,0.15401033152270066,0.02219032929646863,0.0023276713705902884,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Palmitic acid,3.0989886221424734e-16,0.008000006015300844,0.6511627906947244,17.45,0.318,55.21887500000001,0.09422783319755788,0.011563489339913175,0.0011108870992369425,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,SDS,0.3114056972105139,0.08594638987113087,0.6970357465851351,17.45,0.31800000000000006,44.23956250000004,0.20522591390593797,0.01721917535772257,0.0020663306472368265,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,SDS,1.2122063224539568,0.012429551899805023,-0.025178087106186853,17.45,0.335,55.06331250000004,0.07524005429771981,0.014613472257768564,-0.009098790324235558,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,SDS,1.1879023329090155,0.008108920900492481,0.0025966718866132776,17.45,0.337,56.29049999999999,0.10350124632430763,0.018790195011532725,-0.004383870966718904,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,SDS,0.8428188190106308,0.02423448919778769,0.34521290238102864,17.45,0.30899999999999994,55.11862500000001,0.05909432710567868,0.007689278249614851,0.0020685987876937653,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,4-Phenylimidazole,1.0688361844349492,0.0021356915408801886,0.006526674321200021,17.45,0.30799999999999994,43.08668749999998,0.07744722110367523,0.02528692491048629,-0.023287651223944744,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,4-Phenylimidazole,46.211383283591914,0.07936097662888186,-93.24257687983047,17.45,0.32,51.187124999999995,0.10866720116110322,0.011756457192295889,-0.0006000504043520259,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,4-Phenylimidazole,4.552404914078632e-09,0.005142854660747751,0.22689075626418498,17.45,0.33999999999999997,53.89606250000003,0.12246363861970154,0.018822478962286386,0.0008292842736045056,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,4-Phenylimidazole,2.2053115005322126,0.025374131965045305,-0.9692516129813271,17.45,0.32099999999999995,52.25731250000001,0.06571516678961369,0.010569497893196526,0.007066633066428928,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,DMSO,14.518484999013609,0.31430671802092686,-11.001267680785244,17.45,0.30299999999999994,24.445437499999976,0.9748063225572036,0.10986412062179354,-0.03321668346543354,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,DMSO,78.60779696193397,0.6499999244848116,-94.61704988915577,17.45,0.314,40.34906250000002,0.39656652123269004,0.07499035652287946,-0.02069848790341257,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,DMSO,8.824500756713014,0.2319703625656544,-4.038103001353699,17.45,0.312,31.665499999999987,0.8891178939692999,0.11699053685784042,-0.028252721771533477,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,DMSO,70.67673995218298,0.7599999999999998,-85.59974877844608,17.45,0.306,39.586374999999975,0.35488561635320237,0.06496578769959287,-0.009106754032763141,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,1.0132739607826837,0.17684650968917828,0.12983562410503724,17.45,0.30099999999999993,33.62762500000001,0.7365619181645775,0.10336265904916672,-0.0007177419369951274,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,73.7665925061772,0.7049999981552527,-102.41895240279581,17.45,0.305,34.83099999999999,0.4296049237527578,0.07353509851958936,-0.012290927417788968,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,52.89029066473543,0.5149997991238916,-65.31634363708667,17.45,0.30899999999999994,44.04293749999999,0.23141119389092918,0.05141081042515697,-0.010742741936000947,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Arachadionic acid,0.2532750888585082,0.009641452735247833,0.1924081264293961,17.45,0.30299999999999994,41.85325,0.13491374356276128,0.01488767467211913,-0.007158870968319693,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,0.7823576284880523,0.02777126033313312,0.2815208267830813,17.45,0.289,44.22099999999996,0.08126831930053402,0.009227288721117225,0.004297127017894021,1.0,"[0.0, 71.25, 142.5, 213.75, 286.25, 357.5, 428.75, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,0.48085798233714894,0.014504850567703283,0.42701000564147207,17.45,0.32099999999999995,47.96362499999999,0.045806504328855566,0.01062930585020219,-0.0017062499988815313,1.3333333333333333,"[0.0, 37.5, 93.75, 161.25, 237.5, 318.75, 407.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,0.9256567485122777,0.010433994975608601,0.12741230375519808,17.45,0.32899999999999996,51.16106250000001,0.06938209665826546,0.01590821890003492,0.0017661794343367615,1.6666666666666663,"[0.0, 20.0, 62.5, 121.25, 196.25, 285.0, 386.25, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
15,Lauric acid,2.717353632675708,0.015082355563549789,-0.5261947985927129,17.45,0.30699999999999994,46.74825000000001,0.05054891954817118,0.007707834604200741,-0.004024092743659885,2.0,"[0.0, 10.0, 41.25, 91.25, 163.75, 255.0, 367.5, 500.0]",True,3700,2,Thermo Multidrop Combi,Echo,0,30
