blank,,workingstock,,workingstock1,,workingstock2,,workingstock_1in5,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
621.0306396,0.0007615854265,621.0306396,0.1741720587,621.0306396,0.03676842153,621.0306396,0.1700879186,621.0306396,0.03203042224,
619.9994507,-0.0006906059571,619.9994507,0.1732804477,619.9994507,0.0353070423,619.9994507,0.1694217026,619.9994507,0.03238849714,
618.9680176,-0.000300794316,618.9680176,0.175137639,618.9680176,0.03532973304,618.9680176,0.1707980186,618.9680176,0.03276794404,
617.9362793,0.000498254085,617.9362793,0.1756627113,617.9362793,0.03626126796,617.9362793,0.1715418845,617.9362793,0.03277165443,
617.0517578,-0.0007341781748,617.0517578,0.1775819212,617.0517578,0.03552597016,617.0517578,0.1714031547,617.0517578,0.0321537815,
616.0194702,-0.0002825310803,616.0194702,0.1770536005,616.0194702,0.03581350669,616.0194702,0.1725968719,616.0194702,0.03246618062,
614.9868774,0.000216641929,614.9868774,0.1783856452,614.9868774,0.0358263813,614.9868774,0.1728067249,614.9868774,0.03327503055,
613.9540405,0.0006359659601,613.9540405,0.1794567853,613.9540405,0.03574922308,613.9540405,0.1744628251,613.9540405,0.0331559889,
613.0685425,-5.171708472E-5,613.0685425,0.1809500456,613.0685425,0.03597649932,613.0685425,0.1756651103,613.0685425,0.03357503563,
612.0351563,-0.0004039438209,612.0351563,0.1808424294,612.0351563,0.0363741219,612.0351563,0.1759038568,612.0351563,0.03384234011,
611.0014648,0.0009091082611,611.0014648,0.1817492545,611.0014648,0.03576316312,611.0014648,0.1775836349,611.0014648,0.03439167142,
609.9674683,-0.0006243347307,609.9674683,0.1821586043,609.9674683,0.03538741171,609.9674683,0.1777335554,609.9674683,0.03373382986,
608.9332275,0.0003872714005,608.9332275,0.1846964806,608.9332275,0.03597959131,608.9332275,0.1792129129,608.9332275,0.0346650295,
608.0465088,0.0003515960707,608.0465088,0.1855513901,608.0465088,0.03619621322,608.0465088,0.180614844,608.0465088,0.03474732488,
607.0117188,0.0002985678148,607.0117188,0.1860372722,607.0117188,0.03629773855,607.0117188,0.1819308698,607.0117188,0.03464632854,
605.9766235,-0.0005193760153,605.9766235,0.186640501,605.9766235,0.03553355485,605.9766235,0.1821841896,605.9766235,0.0355681926,
604.9412842,6.772297638E-5,604.9412842,0.189112559,604.9412842,0.03617139533,604.9412842,0.1836515963,604.9412842,0.03531358764,
604.0535889,-0.0003405258176,604.0535889,0.1896564364,604.0535889,0.03548068553,604.0535889,0.1854469925,604.0535889,0.03503881022,
603.0177002,-0.0003749257885,603.0177002,0.1918188184,603.0177002,0.03501548991,603.0177002,0.1866364032,603.0177002,0.03518312424,
601.9815674,0.0005002755206,601.9815674,0.1943577826,601.9815674,0.03605974466,601.9815674,0.1889198571,601.9815674,0.03618661687,
600.9450684,0.0004563245166,600.9450684,0.1946773827,600.9450684,0.03635430709,600.9450684,0.1892799139,600.9450684,0.03666326404,
